@relation  yeast-1-2-8-9_vs_7
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{positive,negative}
@inputs Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc
@outputs Class
@data
0.38, 0.48, 0.59, 0.22, 0.5, 0.0, 0.46, 0.22, negative
0.19, 0.66, 0.6, 0.14, 0.5, 0.0, 0.2, 0.25, negative
0.45, 0.56, 0.53, 0.32, 0.5, 0.0, 0.57, 0.22, negative
0.52, 0.45, 0.53, 0.34, 0.5, 0.0, 0.52, 0.44, negative
0.35, 0.39, 0.57, 0.11, 0.5, 0.0, 0.48, 0.22, negative
0.33, 0.46, 0.53, 0.29, 0.5, 0.0, 0.5, 0.55, negative
0.59, 0.46, 0.55, 0.17, 0.5, 0.0, 0.52, 0.25, negative
0.37, 0.43, 0.62, 0.27, 0.5, 0.0, 0.48, 0.22, negative
0.35, 0.58, 0.54, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.27, 0.56, 0.56, 0.18, 0.5, 0.0, 0.52, 0.22, negative
0.48, 0.54, 0.53, 0.6, 0.5, 0.0, 0.53, 0.31, negative
0.56, 0.62, 0.53, 0.24, 0.5, 0.0, 0.57, 0.22, negative
0.33, 0.38, 0.53, 0.26, 0.5, 0.0, 0.52, 0.27, negative
0.34, 0.31, 0.6, 0.37, 0.5, 0.0, 0.5, 0.3, negative
0.42, 0.35, 0.54, 0.18, 0.5, 0.0, 0.56, 0.22, negative
0.45, 0.41, 0.49, 0.14, 1.0, 0.0, 0.53, 0.3, negative
0.69, 0.39, 0.52, 0.12, 0.5, 0.0, 0.38, 0.35, negative
0.37, 0.45, 0.53, 0.14, 0.5, 0.0, 0.49, 0.22, negative
0.42, 0.28, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, negative
0.37, 0.3, 0.62, 0.43, 0.5, 0.0, 0.44, 0.39, negative
0.38, 0.48, 0.57, 0.3, 0.5, 0.0, 0.41, 0.11, negative
0.34, 0.34, 0.61, 0.18, 0.5, 0.0, 0.52, 0.32, negative
0.25, 0.41, 0.47, 0.14, 0.5, 0.0, 0.56, 0.68, negative
0.5, 0.34, 0.55, 0.21, 0.5, 0.0, 0.49, 0.22, negative
0.47, 0.5, 0.55, 0.19, 0.5, 0.0, 0.62, 0.22, negative
0.4, 0.39, 0.6, 0.23, 0.5, 0.0, 0.52, 0.31, negative
0.44, 0.53, 0.52, 0.23, 0.5, 0.83, 0.51, 0.22, negative
0.36, 0.52, 0.61, 0.33, 0.5, 0.0, 0.52, 0.37, negative
0.79, 0.56, 0.53, 0.19, 0.5, 0.0, 0.47, 0.35, negative
0.29, 0.32, 0.58, 0.15, 0.5, 0.0, 0.5, 0.3, negative
0.25, 0.48, 0.45, 0.32, 0.5, 0.0, 0.4, 0.22, negative
0.41, 0.52, 0.51, 0.22, 0.5, 0.0, 0.52, 0.44, negative
0.54, 0.54, 0.49, 0.14, 0.5, 0.0, 0.56, 0.22, negative
0.59, 0.67, 0.54, 0.19, 0.5, 0.0, 0.48, 0.6, negative
0.54, 0.55, 0.55, 0.4, 0.5, 0.0, 0.53, 0.22, negative
0.53, 0.48, 0.51, 0.18, 0.5, 0.0, 0.52, 0.27, negative
0.56, 0.5, 0.56, 0.26, 0.5, 0.0, 0.53, 0.27, negative
0.53, 0.51, 0.46, 0.28, 0.5, 0.0, 0.48, 0.22, negative
0.4, 0.34, 0.52, 0.17, 0.5, 0.0, 0.47, 0.51, negative
0.47, 0.32, 0.51, 0.24, 0.5, 0.0, 0.54, 0.27, negative
0.41, 0.39, 0.51, 0.52, 0.5, 0.0, 0.49, 0.22, negative
0.37, 0.53, 0.6, 0.19, 0.5, 0.5, 0.42, 0.22, negative
0.51, 0.52, 0.58, 0.17, 0.5, 0.0, 0.47, 0.28, negative
0.48, 0.65, 0.36, 0.24, 0.5, 0.0, 0.54, 0.31, negative
0.49, 0.6, 0.55, 0.17, 0.5, 0.0, 0.44, 0.22, negative
0.43, 0.52, 0.53, 0.52, 1.0, 0.0, 0.49, 0.22, negative
0.66, 0.6, 0.52, 0.19, 0.5, 0.0, 0.69, 0.22, negative
0.2, 0.26, 0.52, 0.14, 0.5, 0.0, 0.53, 0.44, negative
0.42, 0.5, 0.64, 0.13, 0.5, 0.0, 0.49, 0.22, negative
0.25, 0.4, 0.52, 0.15, 0.5, 0.0, 0.56, 0.28, negative
0.55, 0.4, 0.62, 0.22, 0.5, 0.0, 0.37, 0.28, negative
0.24, 0.25, 0.57, 0.28, 0.5, 0.0, 0.51, 0.11, negative
0.69, 0.62, 0.49, 0.0, 1.0, 0.0, 0.47, 0.22, negative
