@relation  yeast-1-2-8-9_vs_7
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{positive,negative}
@inputs Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc
@outputs Class
@data
0.45, 0.42, 0.52, 0.2, 0.5, 0.0, 0.5, 0.25, negative
0.52, 0.46, 0.51, 0.18, 0.5, 0.0, 0.5, 0.22, negative
0.56, 0.44, 0.56, 0.19, 0.5, 0.0, 0.54, 0.22, negative
0.4, 0.44, 0.47, 0.25, 0.5, 0.0, 0.54, 0.56, negative
0.4, 0.53, 0.61, 0.21, 0.5, 0.0, 0.48, 0.33, negative
0.45, 0.57, 0.52, 0.21, 0.5, 0.0, 0.54, 0.38, negative
0.27, 0.46, 0.52, 0.17, 0.5, 0.0, 0.49, 0.44, negative
0.49, 0.45, 0.57, 0.24, 0.5, 0.0, 0.47, 0.38, negative
0.38, 0.62, 0.52, 0.14, 0.5, 0.0, 0.53, 0.22, negative
0.42, 0.28, 0.51, 0.23, 0.5, 0.0, 0.53, 0.27, negative
0.41, 0.52, 0.56, 0.26, 0.5, 0.0, 0.48, 0.32, negative
0.28, 0.51, 0.55, 0.11, 0.5, 0.0, 0.46, 0.22, negative
0.44, 0.53, 0.52, 0.37, 0.5, 0.0, 0.5, 0.22, negative
0.58, 0.44, 0.45, 0.32, 0.5, 0.0, 0.52, 0.37, negative
0.39, 0.28, 0.46, 0.12, 0.5, 0.0, 0.41, 0.22, negative
0.33, 0.42, 0.55, 0.23, 0.5, 0.0, 0.52, 0.43, negative
0.56, 0.42, 0.52, 0.14, 0.5, 0.0, 0.51, 0.22, negative
0.41, 0.43, 0.5, 0.28, 0.5, 0.0, 0.5, 0.22, negative
0.3, 0.56, 0.55, 0.18, 0.5, 0.0, 0.5, 0.22, negative
0.33, 0.46, 0.6, 0.18, 0.5, 0.0, 0.51, 0.26, negative
0.59, 0.48, 0.49, 0.49, 0.5, 0.0, 0.36, 0.32, negative
0.56, 0.68, 0.42, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.32, 0.38, 0.52, 0.2, 0.5, 0.0, 0.52, 0.28, negative
0.29, 0.34, 0.55, 0.24, 0.5, 0.0, 0.51, 0.22, negative
0.46, 0.38, 0.51, 0.2, 0.5, 0.0, 0.51, 0.22, negative
0.53, 0.38, 0.66, 0.25, 0.5, 0.0, 0.43, 0.22, negative
0.6, 0.46, 0.51, 0.1, 0.5, 0.0, 0.48, 0.31, negative
0.45, 0.4, 0.56, 0.14, 0.5, 0.0, 0.54, 0.22, negative
0.25, 0.26, 0.53, 0.17, 0.5, 0.0, 0.45, 0.22, negative
0.37, 0.44, 0.51, 0.56, 0.5, 0.0, 0.5, 0.38, negative
0.37, 0.34, 0.58, 0.24, 0.5, 0.0, 0.44, 0.18, negative
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, negative
0.41, 0.25, 0.59, 0.44, 0.5, 0.0, 0.6, 0.69, negative
0.44, 0.42, 0.6, 0.21, 0.5, 0.0, 0.57, 0.22, negative
0.48, 0.46, 0.58, 0.16, 0.5, 0.0, 0.45, 0.22, negative
0.44, 0.42, 0.62, 0.14, 0.5, 0.0, 0.55, 0.37, negative
0.49, 0.27, 0.57, 0.18, 0.5, 0.83, 0.54, 0.22, negative
0.33, 0.55, 0.51, 0.43, 0.5, 0.0, 0.51, 0.22, negative
0.61, 0.48, 0.54, 0.25, 0.5, 0.0, 0.5, 0.22, negative
0.27, 0.43, 0.5, 0.13, 0.5, 0.0, 0.54, 0.31, negative
0.29, 0.4, 0.41, 0.48, 0.5, 0.0, 0.53, 0.3, negative
0.5, 0.45, 0.49, 0.15, 0.5, 0.0, 0.55, 0.43, negative
0.54, 0.55, 0.56, 0.14, 0.5, 0.0, 0.5, 0.25, negative
0.63, 0.58, 0.57, 0.1, 0.5, 0.0, 0.52, 0.33, negative
0.46, 0.56, 0.56, 0.25, 0.5, 0.0, 0.43, 0.22, negative
0.52, 0.45, 0.45, 0.13, 0.5, 0.0, 0.48, 0.22, negative
0.59, 0.48, 0.5, 0.14, 0.5, 0.0, 0.45, 0.25, negative
0.56, 0.35, 0.47, 0.35, 0.5, 0.0, 0.52, 0.22, negative
0.39, 0.3, 0.63, 0.2, 0.5, 0.0, 0.43, 0.47, negative
0.49, 0.38, 0.49, 0.15, 0.5, 0.0, 0.53, 0.25, negative
0.46, 0.54, 0.59, 0.41, 0.5, 0.0, 0.53, 0.21, negative
0.51, 0.34, 0.43, 0.18, 0.5, 0.0, 0.48, 0.25, negative
0.49, 0.38, 0.56, 0.09, 0.5, 0.0, 0.46, 0.22, negative
0.41, 0.56, 0.53, 0.16, 0.5, 0.0, 0.55, 0.26, negative
0.44, 0.56, 0.52, 0.18, 0.5, 0.0, 0.5, 0.11, negative
0.64, 0.52, 0.5, 0.26, 0.5, 0.0, 0.51, 0.31, negative
0.43, 0.83, 0.55, 0.2, 0.5, 0.0, 0.47, 0.4, negative
0.25, 0.33, 0.48, 0.18, 0.5, 0.0, 0.42, 0.33, negative
0.41, 0.46, 0.58, 0.08, 0.5, 0.0, 0.51, 0.28, negative
0.32, 0.44, 0.54, 0.21, 0.5, 0.0, 0.4, 0.19, negative
0.46, 0.33, 0.45, 0.22, 0.5, 0.0, 0.41, 0.37, negative
0.72, 0.37, 0.63, 0.38, 0.5, 0.0, 0.4, 0.14, negative
