@relation winequality-white-9_vs_4
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
8.0, 0.66, 0.72, 17.55, 0.042, 62.0, 233.0, 0.9999, 2.92, 0.68, 9.4, negative
6.9, 0.39, 0.22, 4.3, 0.03, 10.0, 102.0, 0.993, 3.0, 0.87, 11.6, negative
6.9, 0.41, 0.22, 4.2, 0.031, 10.0, 102.0, 0.993, 3.0, 0.86, 11.6, negative
9.2, 0.35, 0.39, 0.9, 0.042, 15.0, 61.0, 0.9924, 2.96, 0.28, 10.4, negative
6.3, 0.39, 0.24, 6.9, 0.069, 9.0, 117.0, 0.9942, 3.15, 0.35, 10.2, negative
9.2, 0.28, 0.49, 11.8, 0.042, 29.0, 137.0, 0.998, 3.1, 0.34, 10.1, negative
9.8, 0.25, 0.74, 10.0, 0.056, 36.0, 225.0, 0.9977, 3.06, 0.43, 10.0, negative
7.0, 0.39, 0.24, 1.0, 0.048, 8.0, 119.0, 0.9923, 3.0, 0.31, 10.1, negative
7.1, 0.53, 0.24, 0.8, 0.029, 29.0, 86.0, 0.993, 3.16, 0.32, 9.1, negative
6.2, 0.43, 0.49, 6.4, 0.045, 12.0, 115.0, 0.9963, 3.27, 0.57, 9.0, negative
7.1, 0.64, 0.49, 1.8, 0.05, 17.0, 128.0, 0.9946, 3.31, 0.58, 10.6, negative
7.6, 0.31, 0.49, 13.4, 0.062, 50.0, 191.0, 0.9989, 3.22, 0.53, 9.0, negative
8.2, 0.29, 0.49, 1.0, 0.044, 29.0, 118.0, 0.9928, 3.24, 0.36, 10.9, negative
8.1, 0.28, 0.46, 15.4, 0.059, 32.0, 177.0, 1.0004, 3.27, 0.58, 9.0, negative
7.0, 0.61, 0.26, 1.7, 0.051, 25.0, 161.0, 0.9946, 3.36, 0.6, 10.6, negative
8.4, 0.29, 0.29, 1.05, 0.032, 4.0, 55.0, 0.9908, 2.91, 0.32, 11.4, negative
10.0, 0.91, 0.42, 1.6, 0.056, 34.0, 181.0, 0.9968, 3.11, 0.46, 10.0, negative
7.6, 0.26, 0.36, 1.6, 0.032, 6.0, 106.0, 0.993, 3.15, 0.4, 10.4, negative
9.9, 1.005, 0.46, 1.4, 0.046, 34.0, 185.0, 0.9966, 3.02, 0.49, 10.2, negative
7.4, 0.45, 0.32, 7.1, 0.044, 17.0, 117.0, 0.9962, 3.32, 0.41, 10.4, negative
8.0, 0.16, 0.36, 1.5, 0.033, 14.0, 122.0, 0.9941, 3.2, 0.39, 10.3, negative
7.5, 0.29, 0.26, 14.95, 0.067, 47.0, 178.0, 0.99838, 3.04, 0.49, 9.2, negative
7.5, 0.26, 0.59, 11.8, 0.046, 58.0, 164.0, 0.99814, 3.17, 0.46, 8.9, negative
6.0, 0.33, 0.18, 3.0, 0.036, 5.0, 85.0, 0.99125, 3.28, 0.4, 11.5, negative
6.4, 0.27, 0.19, 2.0, 0.084, 21.0, 191.0, 0.99516, 3.49, 0.63, 9.6, negative
6.9, 0.3, 0.29, 1.3, 0.053, 24.0, 189.0, 0.99362, 3.29, 0.54, 9.9, negative
7.6, 0.21, 0.35, 1.2, 0.041, 7.0, 106.0, 0.9914, 3.06, 0.45, 11.3, negative
9.2, 0.19, 0.42, 2.0, 0.047, 16.0, 104.0, 0.99517, 3.09, 0.66, 10.0, negative
6.3, 0.38, 0.17, 8.8, 0.08, 50.0, 212.0, 0.99803, 3.47, 0.66, 9.4, negative
7.1, 0.21, 0.28, 2.7, 0.034, 23.0, 111.0, 0.99405, 3.35, 0.64, 10.2, negative
6.4, 0.35, 0.35, 5.6, 0.034, 9.0, 148.0, 0.99441, 3.17, 0.5, 9.8, negative
8.6, 0.34, 0.36, 1.4, 0.045, 11.0, 119.0, 0.99556, 3.17, 0.47, 9.4, negative
8.6, 0.34, 0.36, 1.4, 0.045, 11.0, 119.0, 0.99556, 3.17, 0.47, 9.4, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
7.2, 0.615, 0.1, 1.4, 0.068, 25.0, 154.0, 0.99499, 3.2, 0.48, 9.7, negative
7.1, 0.23, 0.24, 5.4, 0.039, 60.0, 196.0, 0.9948, 3.19, 0.78, 10.0, negative
6.0, 0.11, 0.47, 10.6, 0.052, 69.0, 148.0, 0.9958, 2.91, 0.34, 9.3, negative
7.4, 0.28, 0.4, 11.9, 0.032, 13.0, 92.0, 0.99629, 3.01, 0.46, 10.8, negative
7.1, 0.27, 0.28, 1.25, 0.023, 3.0, 89.0, 0.98993, 2.95, 0.3, 11.4, negative
6.8, 0.27, 0.29, 4.6, 0.046, 6.0, 88.0, 0.99458, 3.34, 0.48, 10.6, negative
8.5, 0.2, 0.4, 1.1, 0.046, 31.0, 106.0, 0.99194, 3.0, 0.35, 10.5, negative
6.5, 0.48, 0.02, 0.9, 0.043, 32.0, 99.0, 0.99226, 3.14, 0.47, 9.8, negative
7.5, 0.34, 0.24, 3.85, 0.031, 5.0, 34.0, 0.99098, 3.01, 0.36, 11.8, negative
5.9, 0.655, 0.0, 5.6, 0.033, 8.0, 31.0, 0.9936, 3.32, 0.51, 10.5, negative
6.1, 0.6, 0.12, 1.8, 0.05, 11.0, 76.0, 0.99268, 3.42, 0.48, 10.4, negative
7.3, 0.36, 0.54, 13.3, 0.054, 63.0, 193.0, 0.99864, 3.06, 0.49, 8.6, negative
6.8, 0.73, 0.2, 6.6, 0.054, 25.0, 65.0, 0.99324, 3.12, 0.28, 11.1, negative
4.8, 0.65, 0.12, 1.1, 0.013, 4.0, 10.0, 0.99246, 3.32, 0.36, 13.5, negative
6.3, 0.27, 0.51, 7.6, 0.049, 35.0, 200.0, 0.99548, 3.16, 0.54, 9.4, negative
6.3, 0.27, 0.51, 7.6, 0.049, 35.0, 200.0, 0.99548, 3.16, 0.54, 9.4, negative
6.4, 0.37, 0.12, 5.9, 0.056, 6.0, 91.0, 0.99536, 3.06, 0.46, 8.4, negative
6.5, 0.38, 0.53, 1.4, 0.142, 5.0, 69.0, 0.9926, 3.14, 0.52, 10.1, negative
6.1, 0.38, 0.14, 3.9, 0.06, 27.0, 113.0, 0.99344, 3.07, 0.34, 9.2, negative
5.3, 0.43, 0.11, 1.1, 0.029, 6.0, 51.0, 0.99076, 3.51, 0.48, 11.2, negative
5.8, 0.28, 0.18, 1.2, 0.058, 7.0, 108.0, 0.99288, 3.23, 0.58, 9.55, negative
6.0, 0.615, 0.04, 0.8, 0.032, 8.0, 50.0, 0.99036, 3.14, 0.4, 11.0, negative
6.8, 0.63, 0.04, 1.3, 0.058, 25.0, 133.0, 0.99271, 3.17, 0.39, 10.2, negative
7.1, 0.24, 0.34, 1.2, 0.045, 6.0, 132.0, 0.99132, 3.16, 0.46, 11.2, negative
6.0, 0.59, 0.0, 0.8, 0.037, 30.0, 95.0, 0.99032, 3.1, 0.4, 10.9, negative
5.2, 0.405, 0.15, 1.45, 0.038, 10.0, 44.0, 0.99125, 3.52, 0.4, 11.6, negative
