@relation winequality-white-9_vs_4
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
8.6, 0.34, 0.36, 1.4, 0.045, 11.0, 119.0, 0.99556, 3.17, 0.47, 9.4, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
7.2, 0.615, 0.1, 1.4, 0.068, 25.0, 154.0, 0.99499, 3.2, 0.48, 9.7, negative
7.1, 0.23, 0.24, 5.4, 0.039, 60.0, 196.0, 0.9948, 3.19, 0.78, 10.0, negative
6.0, 0.11, 0.47, 10.6, 0.052, 69.0, 148.0, 0.9958, 2.91, 0.34, 9.3, negative
8.5, 0.22, 0.34, 0.7, 0.04, 5.0, 25.0, 0.9918, 3.04, 0.37, 10.5, negative
6.2, 0.255, 0.24, 1.7, 0.039, 138.5, 272.0, 0.99452, 3.53, 0.53, 9.6, negative
7.3, 0.28, 0.42, 1.2, 0.033, 29.0, 142.0, 0.99205, 3.17, 0.43, 10.7, negative
6.9, 0.3, 0.36, 4.5, 0.054, 31.0, 203.0, 0.99513, 3.4, 0.57, 10.4, negative
6.5, 0.29, 0.25, 2.5, 0.142, 8.0, 111.0, 0.9927, 3.0, 0.44, 9.9, negative
6.5, 0.48, 0.02, 0.9, 0.043, 32.0, 99.0, 0.99226, 3.14, 0.47, 9.8, negative
7.5, 0.34, 0.24, 3.85, 0.031, 5.0, 34.0, 0.99098, 3.01, 0.36, 11.8, negative
5.9, 0.655, 0.0, 5.6, 0.033, 8.0, 31.0, 0.9936, 3.32, 0.51, 10.5, negative
6.7, 0.22, 0.22, 1.2, 0.038, 5.0, 124.0, 0.99098, 3.1, 0.37, 11.2, negative
6.1, 0.6, 0.12, 1.8, 0.05, 11.0, 76.0, 0.99268, 3.42, 0.48, 10.4, negative
8.5, 0.18, 0.3, 1.1, 0.028, 34.0, 95.0, 0.99272, 2.83, 0.36, 10.0, negative
7.3, 0.36, 0.54, 13.3, 0.054, 63.0, 193.0, 0.99864, 3.06, 0.49, 8.6, negative
7.3, 0.38, 0.23, 6.5, 0.05, 18.0, 102.0, 0.99304, 3.1, 0.55, 11.2, negative
6.3, 0.27, 0.51, 7.6, 0.049, 35.0, 200.0, 0.99548, 3.16, 0.54, 9.4, negative
6.4, 0.37, 0.12, 5.9, 0.056, 6.0, 91.0, 0.99536, 3.06, 0.46, 8.4, negative
6.1, 1.1, 0.16, 4.4, 0.033, 8.0, 109.0, 0.99058, 3.35, 0.47, 12.4, negative
6.6, 0.35, 0.19, 10.5, 0.06, 15.0, 82.0, 0.99588, 3.13, 0.38, 9.9, negative
6.5, 0.38, 0.53, 1.4, 0.142, 5.0, 69.0, 0.9926, 3.14, 0.52, 10.1, negative
6.1, 0.38, 0.14, 3.9, 0.06, 27.0, 113.0, 0.99344, 3.07, 0.34, 9.2, negative
5.3, 0.43, 0.11, 1.1, 0.029, 6.0, 51.0, 0.99076, 3.51, 0.48, 11.2, negative
5.3, 0.47, 0.1, 1.3, 0.036, 11.0, 74.0, 0.99082, 3.48, 0.54, 11.2, negative
5.6, 0.18, 0.29, 2.3, 0.04, 5.0, 47.0, 0.99126, 3.07, 0.45, 10.1, negative
5.8, 0.28, 0.18, 1.2, 0.058, 7.0, 108.0, 0.99288, 3.23, 0.58, 9.55, negative
6.8, 0.63, 0.04, 1.3, 0.058, 25.0, 133.0, 0.99271, 3.17, 0.39, 10.2, negative
7.1, 0.24, 0.34, 1.2, 0.045, 6.0, 132.0, 0.99132, 3.16, 0.46, 11.2, negative
6.0, 0.35, 0.46, 0.9, 0.033, 9.0, 65.0, 0.98934, 3.24, 0.35, 12.1, negative
6.2, 0.53, 0.02, 0.9, 0.035, 6.0, 81.0, 0.99234, 3.24, 0.35, 9.5, negative
