@relation winequality-white-9_vs_4
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.8, 0.29, 0.16, 1.4, 0.038, 122.5, 234.5, 0.9922, 3.15, 0.47, 10.0, negative
6.9, 0.2, 0.34, 1.9, 0.043, 25.0, 136.0, 0.9935, 3.31, 0.6, 10.1, negative
6.6, 0.38, 0.18, 1.2, 0.042, 20.0, 84.0, 0.9927, 3.22, 0.45, 10.1, negative
6.0, 0.395, 0.0, 1.4, 0.042, 7.0, 55.0, 0.99135, 3.37, 0.38, 11.2, negative
6.6, 0.36, 0.29, 1.6, 0.021, 24.0, 85.0, 0.98965, 3.41, 0.61, 12.4, positive
7.4, 0.24, 0.36, 2.0, 0.031, 27.0, 139.0, 0.99055, 3.28, 0.48, 12.5, positive
6.8, 0.705, 0.25, 3.2, 0.048, 10.0, 57.0, 0.996, 3.36, 0.52, 9.5, negative
8.2, 0.26, 0.44, 1.3, 0.046, 7.0, 69.0, 0.9944, 3.14, 0.62, 10.2, negative
7.0, 0.24, 0.18, 1.3, 0.046, 9.0, 62.0, 0.994, 3.38, 0.47, 10.1, negative
6.3, 0.6, 0.44, 11.0, 0.05, 50.0, 245.0, 0.9972, 3.19, 0.57, 9.3, negative
7.3, 0.49, 0.32, 5.2, 0.043, 18.0, 104.0, 0.9952, 3.24, 0.45, 10.7, negative
9.4, 0.29, 0.55, 2.2, 0.05, 17.0, 119.0, 0.9962, 3.12, 0.69, 10.3, negative
7.9, 0.16, 0.3, 4.8, 0.037, 37.0, 171.0, 0.9967, 3.47, 0.44, 9.0, negative
6.9, 0.41, 0.22, 4.2, 0.031, 10.0, 102.0, 0.993, 3.0, 0.86, 11.6, negative
9.2, 0.35, 0.39, 0.9, 0.042, 15.0, 61.0, 0.9924, 2.96, 0.28, 10.4, negative
6.9, 0.32, 0.16, 1.4, 0.051, 15.0, 96.0, 0.994, 3.22, 0.38, 9.5, negative
6.3, 0.39, 0.24, 6.9, 0.069, 9.0, 117.0, 0.9942, 3.15, 0.35, 10.2, negative
9.8, 0.25, 0.74, 10.0, 0.056, 36.0, 225.0, 0.9977, 3.06, 0.43, 10.0, negative
6.9, 0.25, 0.24, 3.6, 0.057, 13.0, 85.0, 0.9942, 2.99, 0.48, 9.5, negative
6.9, 0.25, 0.24, 3.6, 0.057, 13.0, 85.0, 0.9942, 2.99, 0.48, 9.5, negative
7.1, 0.53, 0.24, 0.8, 0.029, 29.0, 86.0, 0.993, 3.16, 0.32, 9.1, negative
8.8, 0.35, 0.49, 1.0, 0.036, 14.0, 56.0, 0.992, 2.96, 0.33, 10.5, negative
7.1, 0.64, 0.49, 1.8, 0.05, 17.0, 128.0, 0.9946, 3.31, 0.58, 10.6, negative
7.6, 0.31, 0.49, 13.4, 0.062, 50.0, 191.0, 0.9989, 3.22, 0.53, 9.0, negative
7.1, 0.26, 0.49, 2.2, 0.032, 31.0, 113.0, 0.9903, 3.37, 0.42, 12.9, positive
8.2, 0.29, 0.49, 1.0, 0.044, 29.0, 118.0, 0.9928, 3.24, 0.36, 10.9, negative
9.0, 0.43, 0.3, 1.5, 0.05, 7.0, 175.0, 0.9951, 3.11, 0.45, 9.7, negative
7.0, 0.61, 0.26, 1.7, 0.051, 25.0, 161.0, 0.9946, 3.36, 0.6, 10.6, negative
9.3, 0.2, 0.33, 1.7, 0.05, 28.0, 178.0, 0.9954, 3.16, 0.43, 9.0, negative
8.4, 0.29, 0.29, 1.05, 0.032, 4.0, 55.0, 0.9908, 2.91, 0.32, 11.4, negative
6.1, 0.32, 0.37, 1.8, 0.051, 13.0, 200.0, 0.9945, 3.49, 0.44, 10.5, negative
10.0, 0.91, 0.42, 1.6, 0.056, 34.0, 181.0, 0.9968, 3.11, 0.46, 10.0, negative
7.4, 0.45, 0.32, 7.1, 0.044, 17.0, 117.0, 0.9962, 3.32, 0.41, 10.4, negative
6.8, 0.2, 0.27, 1.2, 0.034, 19.0, 68.0, 0.9902, 3.14, 0.37, 11.7, negative
9.8, 0.93, 0.45, 8.6, 0.052, 34.0, 187.0, 0.9994, 3.12, 0.59, 10.2, negative
7.9, 0.28, 0.32, 3.6, 0.038, 9.0, 76.0, 0.992, 3.05, 0.31, 11.7, negative
6.3, 0.24, 0.37, 1.8, 0.031, 6.0, 61.0, 0.9897, 3.3, 0.34, 12.2, negative
7.6, 0.23, 0.26, 15.3, 0.067, 32.0, 166.0, 0.9986, 3.03, 0.44, 9.2, negative
7.5, 0.29, 0.26, 14.95, 0.067, 47.0, 178.0, 0.99838, 3.04, 0.49, 9.2, negative
7.5, 0.26, 0.59, 11.8, 0.046, 58.0, 164.0, 0.99814, 3.17, 0.46, 8.9, negative
7.7, 0.28, 0.63, 11.1, 0.039, 58.0, 179.0, 0.9979, 3.08, 0.44, 8.8, negative
6.4, 0.27, 0.19, 2.0, 0.084, 21.0, 191.0, 0.99516, 3.49, 0.63, 9.6, negative
6.4, 0.27, 0.19, 1.9, 0.085, 21.0, 196.0, 0.99516, 3.49, 0.64, 9.5, negative
6.9, 0.3, 0.29, 1.3, 0.053, 24.0, 189.0, 0.99362, 3.29, 0.54, 9.9, negative
7.6, 0.21, 0.35, 1.2, 0.041, 7.0, 106.0, 0.9914, 3.06, 0.45, 11.3, negative
9.2, 0.16, 0.49, 2.0, 0.044, 18.0, 107.0, 0.99514, 3.1, 0.53, 10.2, negative
6.4, 0.35, 0.35, 5.6, 0.034, 9.0, 148.0, 0.99441, 3.17, 0.5, 9.8, negative
8.6, 0.34, 0.36, 1.4, 0.045, 11.0, 119.0, 0.99556, 3.17, 0.47, 9.4, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
6.7, 0.54, 0.27, 7.1, 0.049, 8.0, 178.0, 0.99502, 3.16, 0.38, 9.4, negative
6.0, 0.11, 0.47, 10.6, 0.052, 69.0, 148.0, 0.9958, 2.91, 0.34, 9.3, negative
8.5, 0.22, 0.34, 0.7, 0.04, 5.0, 25.0, 0.9918, 3.04, 0.37, 10.5, negative
7.1, 0.27, 0.28, 1.25, 0.023, 3.0, 89.0, 0.98993, 2.95, 0.3, 11.4, negative
6.8, 0.27, 0.29, 4.6, 0.046, 6.0, 88.0, 0.99458, 3.34, 0.48, 10.6, negative
6.9, 0.3, 0.36, 4.5, 0.054, 31.0, 203.0, 0.99513, 3.4, 0.57, 10.4, negative
6.7, 0.64, 0.3, 1.2, 0.03, 18.0, 76.0, 0.9892, 3.16, 0.6, 12.9, negative
6.1, 0.6, 0.12, 1.8, 0.05, 11.0, 76.0, 0.99268, 3.42, 0.48, 10.4, negative
7.4, 0.27, 0.31, 2.4, 0.014, 15.0, 143.0, 0.99094, 3.03, 0.65, 12.0, negative
7.3, 0.36, 0.54, 13.3, 0.054, 63.0, 193.0, 0.99864, 3.06, 0.49, 8.6, negative
8.7, 0.31, 0.21, 5.6, 0.039, 28.0, 67.0, 0.99328, 2.96, 0.52, 11.0, negative
6.3, 0.27, 0.51, 7.6, 0.049, 35.0, 200.0, 0.99548, 3.16, 0.54, 9.4, negative
6.4, 0.37, 0.12, 5.9, 0.056, 6.0, 91.0, 0.99536, 3.06, 0.46, 8.4, negative
6.5, 0.38, 0.53, 1.4, 0.142, 5.0, 69.0, 0.9926, 3.14, 0.52, 10.1, negative
6.1, 0.38, 0.14, 3.9, 0.06, 27.0, 113.0, 0.99344, 3.07, 0.34, 9.2, negative
5.3, 0.43, 0.11, 1.1, 0.029, 6.0, 51.0, 0.99076, 3.51, 0.48, 11.2, negative
5.6, 0.18, 0.29, 2.3, 0.04, 5.0, 47.0, 0.99126, 3.07, 0.45, 10.1, negative
5.8, 0.28, 0.18, 1.2, 0.058, 7.0, 108.0, 0.99288, 3.23, 0.58, 9.55, negative
6.8, 0.63, 0.04, 1.3, 0.058, 25.0, 133.0, 0.99271, 3.17, 0.39, 10.2, negative
6.0, 0.59, 0.0, 0.8, 0.037, 30.0, 95.0, 0.99032, 3.1, 0.4, 10.9, negative
6.0, 0.35, 0.46, 0.9, 0.033, 9.0, 65.0, 0.98934, 3.24, 0.35, 12.1, negative
