@relation winequality-white-3-9_vs_5
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.2, 0.18, 0.41, 1.2, 0.048, 41.0, 97.0, 0.9919, 3.14, 0.45, 10.4, negative
6.3, 0.36, 0.3, 4.8, 0.049, 14.0, 85.0, 0.9932, 3.28, 0.39, 10.6, negative
6.7, 0.24, 0.35, 13.1, 0.05, 64.0, 205.0, 0.997, 3.15, 0.5, 9.5, negative
7.5, 0.29, 0.31, 8.95, 0.055, 20.0, 151.0, 0.9968, 3.08, 0.54, 9.3, negative
7.5, 0.27, 0.31, 17.7, 0.051, 33.0, 173.0, 0.999, 3.09, 0.64, 10.2, negative
5.9, 0.23, 0.3, 12.9, 0.054, 57.0, 170.0, 0.9972, 3.28, 0.39, 9.4, negative
7.1, 0.34, 0.15, 1.2, 0.053, 61.0, 183.0, 0.9936, 3.09, 0.43, 9.2, negative
6.8, 0.28, 0.4, 22.0, 0.048, 48.0, 167.0, 1.001, 2.93, 0.5, 8.7, negative
6.4, 0.29, 0.44, 3.6, 0.2, 75.0, 181.0, 0.9942, 3.02, 0.41, 9.1, negative
6.4, 0.29, 0.44, 3.6, 0.197, 75.0, 183.0, 0.9942, 3.01, 0.38, 9.1, negative
6.8, 0.26, 0.24, 7.8, 0.052, 54.0, 214.0, 0.9961, 3.13, 0.47, 8.9, negative
7.1, 0.32, 0.24, 13.1, 0.05, 52.0, 204.0, 0.998, 3.1, 0.49, 8.8, negative
7.0, 0.16, 0.32, 8.3, 0.045, 38.0, 126.0, 0.9958, 3.21, 0.34, 9.2, negative
7.0, 0.16, 0.32, 8.3, 0.045, 38.0, 126.0, 0.9958, 3.21, 0.34, 9.2, negative
5.8, 0.26, 0.24, 9.2, 0.044, 55.0, 152.0, 0.9961, 3.31, 0.38, 9.4, negative
5.7, 0.28, 0.24, 17.5, 0.044, 60.0, 167.0, 0.9989, 3.31, 0.44, 9.4, negative
7.5, 0.23, 0.36, 7.0, 0.036, 43.0, 161.0, 0.9938, 3.04, 0.32, 11.0, negative
7.5, 0.27, 0.36, 7.0, 0.036, 45.0, 164.0, 0.9939, 3.03, 0.33, 11.0, negative
7.1, 0.24, 0.41, 17.8, 0.046, 39.0, 145.0, 0.9998, 3.32, 0.39, 8.7, negative
7.7, 0.31, 0.26, 7.8, 0.031, 23.0, 90.0, 0.9944, 3.13, 0.5, 10.4, negative
6.9, 0.4, 0.56, 11.2, 0.043, 40.0, 142.0, 0.9975, 3.14, 0.46, 8.7, negative
6.9, 0.29, 0.4, 19.45, 0.043, 36.0, 156.0, 0.9996, 2.93, 0.47, 8.9, negative
5.3, 0.58, 0.07, 6.9, 0.043, 34.0, 149.0, 0.9944, 3.34, 0.57, 9.7, negative
5.2, 0.6, 0.07, 7.0, 0.044, 33.0, 147.0, 0.9944, 3.33, 0.58, 9.7, negative
5.8, 0.25, 0.26, 13.1, 0.051, 44.0, 148.0, 0.9972, 3.29, 0.38, 9.3, negative
6.6, 0.58, 0.3, 5.1, 0.057, 30.0, 123.0, 0.9949, 3.24, 0.38, 9.0, negative
7.0, 0.29, 0.54, 10.7, 0.046, 59.0, 234.0, 0.9966, 3.05, 0.61, 9.5, negative
7.1, 0.35, 0.24, 15.4, 0.055, 46.0, 198.0, 0.9988, 3.12, 0.49, 8.8, negative
7.3, 0.32, 0.25, 7.2, 0.056, 47.0, 180.0, 0.9961, 3.08, 0.47, 8.8, negative
7.4, 0.28, 0.42, 19.8, 0.066, 53.0, 195.0, 1.0, 2.96, 0.44, 9.1, negative
6.6, 0.24, 0.35, 7.7, 0.031, 36.0, 135.0, 0.9938, 3.19, 0.37, 10.5, negative
8.3, 0.41, 0.51, 2.0, 0.046, 11.0, 207.0, 0.993, 3.02, 0.55, 11.4, negative
7.5, 0.27, 0.31, 5.8, 0.057, 131.0, 313.0, 0.9946, 3.18, 0.59, 10.5, negative
7.2, 0.21, 0.41, 1.3, 0.036, 33.0, 85.0, 0.992, 3.17, 0.51, 10.4, negative
5.9, 0.26, 0.4, 1.3, 0.047, 12.0, 139.0, 0.9945, 3.45, 0.53, 10.4, negative
5.4, 0.31, 0.47, 3.0, 0.053, 46.0, 144.0, 0.9931, 3.29, 0.76, 10.0, negative
6.3, 0.39, 0.35, 5.9, 0.04, 82.5, 260.0, 0.9941, 3.12, 0.66, 10.1, negative
6.5, 0.36, 0.32, 1.1, 0.031, 13.0, 66.0, 0.9916, 3.1, 0.46, 10.6, negative
6.8, 0.37, 0.51, 11.8, 0.044, 62.0, 163.0, 0.9976, 3.19, 0.44, 8.8, negative
6.8, 0.27, 0.12, 1.3, 0.04, 87.0, 168.0, 0.992, 3.18, 0.41, 10.0, negative
8.2, 0.28, 0.42, 1.8, 0.031, 30.0, 93.0, 0.9917, 3.09, 0.39, 11.4, negative
6.8, 0.37, 0.51, 11.8, 0.044, 62.0, 163.0, 0.9976, 3.19, 0.44, 8.8, negative
7.1, 0.27, 0.31, 18.2, 0.046, 55.0, 252.0, 1.0, 3.07, 0.56, 8.7, negative
6.9, 0.49, 0.24, 1.2, 0.049, 13.0, 125.0, 0.9932, 3.17, 0.51, 9.4, negative
7.1, 0.31, 0.47, 13.6, 0.056, 54.0, 197.0, 0.9978, 3.1, 0.49, 9.3, negative
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, negative
6.1, 0.28, 0.32, 2.5, 0.042, 23.0, 218.5, 0.9935, 3.27, 0.6, 9.8, negative
6.2, 0.35, 0.04, 1.2, 0.06, 23.0, 108.0, 0.9934, 3.26, 0.54, 9.2, negative
7.2, 0.6, 0.2, 9.9, 0.07, 21.0, 174.0, 0.9971, 3.03, 0.54, 9.1, negative
6.1, 0.2, 0.25, 1.2, 0.038, 34.0, 128.0, 0.9921, 3.24, 0.44, 10.1, negative
7.1, 0.21, 0.27, 8.6, 0.056, 26.0, 111.0, 0.9956, 2.95, 0.52, 9.5, negative
6.1, 0.43, 0.35, 9.1, 0.059, 83.0, 249.0, 0.9971, 3.37, 0.5, 8.5, negative
7.2, 0.39, 0.62, 11.0, 0.047, 66.0, 178.0, 0.9976, 3.16, 0.5, 8.7, negative
7.2, 0.39, 0.62, 11.0, 0.047, 66.0, 178.0, 0.9976, 3.16, 0.5, 8.7, negative
6.5, 0.38, 0.34, 3.4, 0.036, 34.0, 200.0, 0.9937, 3.14, 0.76, 10.0, negative
7.0, 0.24, 0.51, 11.0, 0.029, 55.0, 227.0, 0.9965, 3.03, 0.61, 9.5, negative
6.7, 0.47, 0.34, 8.9, 0.043, 31.0, 172.0, 0.9964, 3.22, 0.6, 9.2, negative
6.5, 0.3, 0.29, 2.25, 0.037, 8.0, 210.0, 0.9937, 3.19, 0.62, 9.9, negative
7.2, 0.34, 0.34, 12.6, 0.048, 7.0, 41.0, 0.9942, 3.19, 0.4, 11.7, negative
7.9, 0.19, 0.26, 2.1, 0.039, 8.0, 143.0, 0.9942, 3.05, 0.74, 9.8, negative
7.9, 0.19, 0.26, 2.1, 0.039, 8.0, 143.0, 0.9942, 3.05, 0.74, 9.8, negative
6.4, 0.18, 0.48, 4.0, 0.186, 64.0, 150.0, 0.9945, 3.06, 0.4, 9.3, negative
7.9, 0.345, 0.51, 15.3, 0.047, 54.0, 171.0, 0.9987, 3.09, 0.51, 9.1, negative
7.9, 0.345, 0.51, 15.3, 0.047, 54.0, 171.0, 0.9987, 3.09, 0.51, 9.1, negative
6.1, 0.24, 0.3, 1.5, 0.045, 22.0, 61.0, 0.992, 3.31, 0.54, 10.4, negative
7.2, 0.46, 0.65, 10.4, 0.05, 76.0, 192.0, 0.9976, 3.16, 0.42, 8.7, negative
7.2, 0.46, 0.65, 10.4, 0.05, 76.0, 192.0, 0.9976, 3.16, 0.42, 8.7, negative
5.9, 0.21, 0.24, 12.1, 0.044, 53.0, 165.0, 0.9969, 3.25, 0.39, 9.5, negative
6.0, 0.26, 0.5, 2.2, 0.048, 59.0, 153.0, 0.9928, 3.08, 0.61, 9.8, negative
6.7, 0.34, 0.54, 16.3, 0.047, 44.0, 181.0, 0.9987, 3.04, 0.56, 8.8, negative
5.7, 0.18, 0.22, 4.2, 0.042, 25.0, 111.0, 0.994, 3.35, 0.39, 9.4, negative
6.4, 0.45, 0.07, 1.1, 0.03, 10.0, 131.0, 0.9905, 2.97, 0.28, 10.8, negative
6.1, 0.28, 0.25, 17.75, 0.044, 48.0, 161.0, 0.9993, 3.34, 0.48, 9.5, negative
7.5, 0.21, 0.68, 10.9, 0.045, 38.0, 133.0, 0.9978, 3.0, 0.36, 8.7, negative
6.5, 0.46, 0.41, 16.8, 0.084, 59.0, 222.0, 0.9993, 3.18, 0.58, 9.0, negative
6.0, 0.29, 0.2, 12.6, 0.045, 45.0, 187.0, 0.9972, 3.33, 0.42, 9.5, negative
5.6, 0.35, 0.14, 5.0, 0.046, 48.0, 198.0, 0.9937, 3.3, 0.71, 10.3, negative
5.8, 0.335, 0.14, 5.8, 0.046, 49.0, 197.0, 0.9937, 3.3, 0.71, 10.3, negative
6.4, 0.24, 0.29, 11.4, 0.051, 32.0, 166.0, 0.9968, 3.31, 0.45, 9.5, negative
6.0, 0.32, 0.12, 5.9, 0.041, 34.0, 190.0, 0.9944, 3.16, 0.72, 10.0, negative
7.3, 0.34, 0.21, 3.2, 0.05, 14.0, 136.0, 0.9936, 3.25, 0.44, 10.2, negative
6.6, 0.27, 0.25, 3.1, 0.052, 41.0, 188.0, 0.9915, 3.24, 0.4, 11.3, negative
7.1, 0.28, 0.26, 1.9, 0.049, 12.0, 86.0, 0.9934, 3.15, 0.38, 9.4, negative
7.8, 0.28, 0.22, 1.4, 0.056, 24.0, 130.0, 0.9944, 3.28, 0.48, 9.5, negative
6.4, 0.32, 0.5, 10.7, 0.047, 57.0, 206.0, 0.9968, 3.08, 0.6, 9.4, negative
6.8, 0.34, 0.69, 1.3, 0.058, 12.0, 171.0, 0.9931, 3.06, 0.47, 9.7, negative
6.4, 0.27, 0.32, 4.5, 0.24, 61.0, 174.0, 0.9948, 3.12, 0.48, 9.4, negative
6.3, 0.34, 0.28, 14.7, 0.047, 49.0, 198.0, 0.9977, 3.23, 0.46, 9.5, negative
7.5, 0.31, 0.51, 14.8, 0.039, 62.0, 204.0, 0.9982, 3.06, 0.6, 9.5, negative
8.6, 0.27, 0.46, 6.1, 0.032, 13.0, 41.0, 0.993, 2.89, 0.34, 10.9, negative
6.2, 0.31, 0.21, 6.3, 0.041, 50.0, 218.0, 0.9941, 3.15, 0.6, 10.0, negative
6.4, 0.31, 0.39, 7.5, 0.04, 57.0, 213.0, 0.99475, 3.32, 0.43, 10.0, negative
6.0, 0.3, 0.44, 1.5, 0.046, 15.0, 182.0, 0.99455, 3.5, 0.52, 10.4, negative
6.4, 0.39, 0.21, 1.2, 0.041, 35.0, 136.0, 0.99225, 3.15, 0.46, 10.2, negative
7.0, 0.21, 0.34, 8.0, 0.057, 19.0, 101.0, 0.9954, 2.99, 0.59, 9.4, negative
6.4, 0.16, 0.31, 5.3, 0.043, 42.0, 157.0, 0.99455, 3.35, 0.47, 10.5, negative
6.9, 0.38, 0.25, 9.8, 0.04, 28.0, 191.0, 0.9971, 3.28, 0.61, 9.2, negative
5.9, 0.35, 0.47, 2.2, 0.11, 14.0, 138.0, 0.9932, 3.09, 0.5, 9.1, negative
6.7, 0.5, 0.63, 13.4, 0.078, 81.0, 238.0, 0.9988, 3.08, 0.44, 9.2, negative
6.1, 0.27, 0.3, 16.7, 0.039, 49.0, 172.0, 0.99985, 3.4, 0.45, 9.4, negative
9.1, 0.27, 0.45, 10.6, 0.035, 28.0, 124.0, 0.997, 3.2, 0.46, 10.4, positive
7.2, 0.23, 0.19, 13.7, 0.052, 47.0, 197.0, 0.99865, 3.12, 0.53, 9.0, negative
6.4, 0.46, 0.08, 4.9, 0.046, 34.0, 144.0, 0.99445, 3.1, 0.56, 10.0, negative
7.2, 0.31, 0.26, 7.3, 0.05, 37.0, 157.0, 0.99625, 3.09, 0.43, 9.0, negative
6.2, 0.3, 0.17, 2.8, 0.04, 24.0, 125.0, 0.9939, 3.01, 0.46, 9.0, negative
6.6, 0.56, 0.22, 8.9, 0.034, 27.0, 133.0, 0.99675, 3.2, 0.51, 9.1, negative
6.6, 0.56, 0.22, 8.9, 0.034, 27.0, 133.0, 0.99675, 3.2, 0.51, 9.1, negative
6.6, 0.36, 0.29, 1.6, 0.021, 24.0, 85.0, 0.98965, 3.41, 0.61, 12.4, positive
8.4, 0.18, 0.42, 5.1, 0.036, 7.0, 77.0, 0.9939, 3.16, 0.52, 11.7, negative
7.7, 0.34, 0.58, 11.1, 0.039, 41.0, 151.0, 0.9978, 3.06, 0.49, 8.6, negative
8.2, 0.4, 0.48, 13.7, 0.042, 59.0, 169.0, 0.9986, 3.1, 0.52, 9.4, negative
4.8, 0.33, 0.0, 6.5, 0.028, 34.0, 163.0, 0.9937, 3.35, 0.61, 9.9, negative
6.0, 0.45, 0.65, 9.7, 0.08, 11.0, 159.0, 0.9956, 3.04, 0.48, 9.4, negative
7.7, 0.34, 0.58, 11.1, 0.039, 41.0, 151.0, 0.9978, 3.06, 0.49, 8.6, negative
7.7, 0.15, 0.29, 1.3, 0.029, 10.0, 64.0, 0.9932, 3.35, 0.39, 10.1, negative
6.9, 0.36, 0.34, 4.2, 0.018, 57.0, 119.0, 0.9898, 3.28, 0.36, 12.7, positive
5.9, 0.26, 0.3, 1.0, 0.036, 38.0, 114.0, 0.9928, 3.58, 0.48, 9.4, negative
6.1, 0.28, 0.35, 12.8, 0.048, 63.0, 229.0, 0.9975, 3.08, 0.4, 8.9, negative
7.5, 0.24, 0.31, 13.0, 0.049, 46.0, 217.0, 0.9985, 3.08, 0.53, 8.8, negative
6.2, 0.33, 0.19, 5.6, 0.042, 22.0, 143.0, 0.99425, 3.15, 0.63, 9.9, negative
5.6, 0.29, 0.05, 0.8, 0.038, 11.0, 30.0, 0.9924, 3.36, 0.35, 9.2, negative
6.3, 0.27, 0.23, 2.9, 0.047, 13.0, 100.0, 0.9936, 3.28, 0.43, 9.8, negative
5.4, 0.595, 0.1, 2.8, 0.042, 26.0, 80.0, 0.9932, 3.36, 0.38, 9.3, negative
6.5, 0.25, 0.35, 12.0, 0.055, 47.0, 179.0, 0.998, 3.58, 0.47, 10.0, negative
6.1, 0.36, 0.58, 15.0, 0.044, 42.0, 115.0, 0.9978, 3.15, 0.51, 9.0, negative
6.4, 0.26, 0.43, 12.6, 0.033, 64.0, 230.0, 0.9974, 3.08, 0.38, 8.9, negative
6.2, 0.34, 0.28, 7.5, 0.034, 40.0, 197.0, 0.99485, 3.14, 0.6, 9.7, negative
8.2, 0.345, 1.0, 18.2, 0.047, 55.0, 205.0, 0.99965, 2.96, 0.43, 9.6, negative
8.5, 0.16, 0.35, 1.6, 0.039, 24.0, 147.0, 0.9935, 2.96, 0.36, 10.0, negative
7.3, 0.25, 0.39, 6.4, 0.034, 8.0, 84.0, 0.9942, 3.18, 0.46, 11.5, negative
7.6, 0.345, 0.26, 1.9, 0.043, 15.0, 134.0, 0.9936, 3.08, 0.38, 9.5, negative
7.6, 0.345, 0.26, 1.9, 0.043, 15.0, 134.0, 0.9936, 3.08, 0.38, 9.5, negative
6.9, 0.19, 0.33, 1.6, 0.043, 63.0, 149.0, 0.9925, 3.44, 0.52, 10.8, negative
6.9, 0.19, 0.33, 1.6, 0.043, 63.0, 149.0, 0.9925, 3.44, 0.52, 10.8, negative
6.5, 0.25, 0.27, 15.2, 0.049, 75.0, 217.0, 0.9972, 3.19, 0.39, 9.9, negative
6.0, 0.26, 0.34, 1.3, 0.046, 6.0, 29.0, 0.9924, 3.29, 0.63, 10.4, negative
6.4, 0.28, 0.41, 6.8, 0.045, 61.0, 216.0, 0.9952, 3.09, 0.46, 9.4, negative
6.1, 0.16, 0.27, 12.6, 0.064, 63.0, 162.0, 0.9994, 3.66, 0.43, 8.9, negative
7.6, 0.39, 0.22, 2.8, 0.036, 19.0, 113.0, 0.9926, 3.03, 0.29, 10.2, negative
7.9, 0.64, 0.46, 10.6, 0.244, 33.0, 227.0, 0.9983, 2.87, 0.74, 9.1, positive
7.5, 0.17, 0.34, 1.4, 0.035, 13.0, 102.0, 0.9918, 3.05, 0.74, 11.0, negative
7.7, 0.275, 0.3, 1.0, 0.039, 19.0, 75.0, 0.992, 3.01, 0.56, 10.7, negative
7.5, 0.33, 0.48, 19.45, 0.048, 55.0, 243.0, 1.001, 2.95, 0.4, 8.8, negative
7.3, 0.15, 0.4, 2.0, 0.05, 24.0, 92.0, 0.9932, 3.14, 0.45, 10.5, negative
7.3, 0.24, 0.34, 7.5, 0.048, 29.0, 152.0, 0.9962, 3.1, 0.54, 9.0, negative
7.6, 0.29, 0.42, 1.3, 0.035, 18.0, 86.0, 0.9908, 2.99, 0.39, 11.3, negative
7.7, 0.34, 0.3, 8.0, 0.048, 25.0, 192.0, 0.9951, 2.97, 0.47, 10.9, negative
7.8, 0.26, 0.44, 1.3, 0.037, 43.0, 132.0, 0.9944, 3.18, 0.65, 10.0, negative
5.9, 0.415, 0.13, 1.4, 0.04, 11.0, 64.0, 0.9922, 3.29, 0.52, 10.5, negative
5.8, 0.415, 0.13, 1.4, 0.04, 11.0, 64.0, 0.9922, 3.29, 0.52, 10.5, negative
6.4, 0.5, 0.16, 12.9, 0.042, 26.0, 138.0, 0.9974, 3.28, 0.33, 9.0, negative
9.8, 0.36, 0.45, 1.6, 0.042, 11.0, 124.0, 0.9944, 2.93, 0.46, 10.8, negative
5.7, 0.1, 0.27, 1.3, 0.047, 21.0, 100.0, 0.9928, 3.27, 0.46, 9.5, negative
8.7, 0.22, 0.42, 2.3, 0.053, 27.0, 114.0, 0.994, 2.99, 0.43, 10.0, negative
7.4, 0.41, 0.34, 4.7, 0.042, 19.0, 127.0, 0.9953, 3.25, 0.42, 10.4, negative
9.2, 0.28, 0.46, 3.2, 0.058, 39.0, 133.0, 0.996, 3.14, 0.58, 9.5, negative
9.0, 0.31, 0.49, 6.9, 0.034, 26.0, 91.0, 0.9937, 2.99, 0.34, 11.5, negative
9.3, 0.34, 0.49, 7.3, 0.052, 30.0, 146.0, 0.998, 3.17, 0.61, 10.2, negative
9.2, 0.28, 0.46, 3.2, 0.058, 39.0, 133.0, 0.996, 3.14, 0.58, 9.5, negative
7.2, 0.24, 0.3, 1.6, 0.048, 27.0, 131.0, 0.9933, 3.25, 0.45, 10.5, negative
7.2, 0.25, 0.32, 1.5, 0.047, 27.0, 132.0, 0.9933, 3.26, 0.44, 10.5, negative
9.1, 0.27, 0.32, 1.1, 0.031, 15.0, 151.0, 0.9936, 3.03, 0.41, 10.6, negative
6.8, 0.32, 0.18, 7.5, 0.041, 71.0, 223.0, 0.9959, 3.14, 0.41, 8.9, negative
7.2, 0.2, 0.38, 1.0, 0.037, 21.0, 74.0, 0.9918, 3.21, 0.37, 11.0, negative
9.8, 0.44, 0.4, 2.8, 0.036, 35.0, 167.0, 0.9956, 2.97, 0.39, 9.2, negative
7.2, 0.2, 0.25, 4.5, 0.044, 31.0, 109.0, 0.9949, 3.23, 0.36, 9.4, negative
8.2, 0.61, 0.45, 5.4, 0.03, 15.0, 118.0, 0.9954, 3.14, 0.34, 9.6, negative
7.4, 0.22, 0.33, 2.0, 0.045, 31.0, 101.0, 0.9931, 3.42, 0.55, 11.4, negative
6.5, 0.41, 0.64, 11.8, 0.065, 65.0, 225.0, 0.9978, 3.12, 0.51, 8.9, negative
7.6, 0.26, 0.47, 1.6, 0.068, 5.0, 55.0, 0.9944, 3.1, 0.45, 9.6, negative
6.4, 0.3, 0.38, 7.8, 0.046, 35.0, 192.0, 0.9955, 3.1, 0.37, 9.0, negative
8.9, 0.33, 0.32, 1.5, 0.047, 11.0, 200.0, 0.9954, 3.19, 0.46, 9.4, negative
6.4, 0.3, 0.38, 7.8, 0.046, 35.0, 192.0, 0.9955, 3.1, 0.37, 9.0, negative
8.0, 0.28, 0.42, 7.1, 0.045, 41.0, 169.0, 0.9959, 3.17, 0.43, 10.6, negative
8.0, 0.61, 0.38, 12.1, 0.301, 24.0, 220.0, 0.9993, 2.94, 0.48, 9.2, negative
8.0, 0.28, 0.42, 7.1, 0.045, 41.0, 169.0, 0.9959, 3.17, 0.43, 10.6, negative
6.9, 0.18, 0.38, 6.5, 0.039, 20.0, 110.0, 0.9943, 3.1, 0.42, 10.5, negative
7.3, 0.24, 0.39, 3.6, 0.024, 35.0, 116.0, 0.9928, 3.17, 0.51, 10.9, negative
10.3, 0.25, 0.48, 2.2, 0.042, 28.0, 164.0, 0.998, 3.19, 0.59, 9.7, negative
8.4, 0.57, 0.44, 10.7, 0.051, 46.0, 195.0, 0.9981, 3.15, 0.51, 10.4, negative
5.7, 0.245, 0.33, 1.1, 0.049, 28.0, 150.0, 0.9927, 3.13, 0.42, 9.3, negative
7.2, 0.14, 0.35, 1.2, 0.036, 15.0, 73.0, 0.9938, 3.46, 0.39, 9.9, negative
8.1, 0.5, 0.47, 1.1, 0.037, 23.0, 126.0, 0.9938, 3.21, 0.42, 10.9, negative
7.6, 0.31, 0.29, 10.5, 0.04, 21.0, 145.0, 0.9966, 3.04, 0.35, 9.4, negative
7.4, 0.31, 0.74, 10.7, 0.039, 51.0, 147.0, 0.9977, 3.02, 0.43, 8.7, negative
7.8, 0.23, 0.28, 4.75, 0.042, 45.0, 166.0, 0.9928, 2.96, 0.4, 11.5, negative
8.0, 0.59, 0.71, 17.35, 0.038, 61.0, 228.0, 1.0, 2.95, 0.75, 9.3, negative
9.6, 0.25, 0.54, 1.3, 0.04, 16.0, 160.0, 0.9938, 2.94, 0.43, 10.5, negative
7.0, 0.15, 0.34, 1.4, 0.039, 21.0, 177.0, 0.9927, 3.32, 0.62, 10.8, negative
8.3, 0.21, 0.41, 2.2, 0.05, 24.0, 108.0, 0.994, 2.85, 0.45, 9.5, negative
6.7, 0.18, 0.3, 6.4, 0.048, 40.0, 251.0, 0.9956, 3.29, 0.52, 10.0, negative
7.6, 0.54, 0.23, 2.0, 0.029, 13.0, 151.0, 0.9931, 3.04, 0.33, 10.4, negative
6.7, 0.18, 0.3, 6.4, 0.048, 40.0, 251.0, 0.9956, 3.29, 0.52, 10.0, negative
7.6, 0.19, 0.41, 1.1, 0.04, 38.0, 143.0, 0.9907, 2.92, 0.42, 11.4, negative
7.6, 0.19, 0.41, 1.1, 0.04, 38.0, 143.0, 0.9907, 2.92, 0.42, 11.4, negative
9.0, 0.31, 0.48, 6.6, 0.043, 11.0, 73.0, 0.9938, 2.9, 0.38, 11.6, negative
5.9, 0.415, 0.02, 0.8, 0.038, 22.0, 63.0, 0.9932, 3.36, 0.36, 9.3, negative
7.4, 0.25, 0.49, 1.1, 0.042, 35.0, 156.0, 0.9917, 3.13, 0.55, 11.3, negative
6.1, 0.22, 0.49, 1.5, 0.051, 18.0, 87.0, 0.9928, 3.3, 0.46, 9.6, negative
6.9, 0.23, 0.24, 14.2, 0.053, 19.0, 94.0, 0.9982, 3.17, 0.5, 9.6, negative
8.5, 0.56, 0.74, 17.85, 0.051, 51.0, 243.0, 1.0005, 2.99, 0.7, 9.2, negative
6.3, 0.23, 0.49, 7.1, 0.05, 67.0, 210.0, 0.9951, 3.23, 0.34, 9.5, negative
7.2, 0.26, 0.74, 13.6, 0.05, 56.0, 162.0, 0.998, 3.03, 0.44, 8.8, negative
7.2, 0.31, 0.24, 1.4, 0.057, 17.0, 117.0, 0.9928, 3.16, 0.35, 10.5, negative
8.0, 0.25, 0.49, 1.2, 0.061, 27.0, 117.0, 0.9938, 3.08, 0.34, 9.4, negative
7.2, 0.4, 0.49, 1.1, 0.048, 11.0, 138.0, 0.9929, 3.01, 0.42, 9.3, negative
8.3, 0.21, 0.49, 19.8, 0.054, 50.0, 231.0, 1.0012, 2.99, 0.54, 9.2, negative
