@relation winequality-white-3-9_vs_5
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
5.8, 0.29, 0.05, 0.8, 0.038, 11.0, 30.0, 0.9924, 3.36, 0.35, 9.2, negative
6.4, 0.43, 0.32, 1.4, 0.048, 10.0, 67.0, 0.992, 3.08, 0.41, 11.4, negative
7.6, 0.345, 0.26, 1.9, 0.043, 15.0, 134.0, 0.9936, 3.08, 0.38, 9.5, negative
6.5, 0.14, 0.33, 7.6, 0.05, 53.0, 189.0, 0.9966, 3.25, 0.49, 8.6, negative
6.7, 0.26, 0.26, 4.1, 0.073, 36.0, 202.0, 0.9956, 3.3, 0.67, 9.5, negative
7.3, 0.31, 0.69, 10.2, 0.041, 58.0, 160.0, 0.9977, 3.06, 0.45, 8.6, negative
7.2, 0.25, 0.32, 1.5, 0.047, 27.0, 132.0, 0.9933, 3.26, 0.44, 10.5, negative
6.8, 0.32, 0.18, 7.5, 0.041, 71.0, 223.0, 0.9959, 3.14, 0.41, 8.9, negative
9.1, 0.27, 0.32, 1.1, 0.031, 15.0, 151.0, 0.9936, 3.03, 0.41, 10.6, negative
8.2, 0.61, 0.45, 5.4, 0.03, 15.0, 118.0, 0.9954, 3.14, 0.34, 9.6, negative
6.4, 0.25, 0.41, 8.6, 0.042, 57.0, 173.0, 0.9965, 3.0, 0.44, 9.1, negative
6.4, 0.26, 0.22, 5.1, 0.037, 23.0, 131.0, 0.9944, 3.29, 0.32, 10.1, negative
9.7, 0.14, 0.59, 1.5, 0.049, 23.0, 142.0, 0.9958, 2.98, 0.62, 9.5, negative
8.4, 0.19, 0.43, 2.1, 0.052, 20.0, 104.0, 0.994, 2.85, 0.46, 9.5, negative
7.4, 0.25, 0.49, 1.1, 0.042, 35.0, 156.0, 0.9917, 3.13, 0.55, 11.3, negative
9.1, 0.28, 0.49, 2.0, 0.059, 10.0, 112.0, 0.9958, 3.15, 0.46, 10.1, negative
7.8, 0.26, 0.49, 3.1, 0.045, 21.0, 116.0, 0.9931, 3.16, 0.35, 10.3, negative
7.3, 0.3, 0.74, 13.5, 0.039, 46.0, 165.0, 0.9982, 3.02, 0.4, 8.7, negative
6.7, 0.41, 0.01, 2.8, 0.048, 39.0, 137.0, 0.9942, 3.24, 0.35, 9.5, negative
6.9, 0.25, 0.24, 1.8, 0.053, 6.0, 121.0, 0.993, 3.23, 0.7, 11.4, negative
7.9, 0.22, 0.49, 3.8, 0.042, 26.0, 105.0, 0.993, 3.1, 0.39, 10.5, negative
6.8, 0.26, 0.29, 16.95, 0.056, 48.0, 179.0, 0.9998, 3.45, 0.4, 9.6, negative
8.1, 0.31, 0.24, 1.6, 0.032, 10.0, 67.0, 0.9924, 3.08, 0.47, 10.5, negative
6.8, 0.3, 0.24, 6.6, 0.123, 35.0, 116.0, 0.9953, 3.07, 0.48, 9.4, negative
6.9, 0.29, 0.23, 8.6, 0.056, 56.0, 215.0, 0.9967, 3.17, 0.44, 8.8, negative
6.6, 0.37, 0.07, 1.4, 0.048, 58.0, 144.0, 0.9922, 3.17, 0.38, 10.0, negative
8.2, 0.36, 0.29, 7.6, 0.035, 37.0, 122.0, 0.9939, 3.16, 0.34, 12.0, negative
8.7, 0.49, 0.57, 17.8, 0.052, 34.0, 243.0, 1.0007, 2.98, 0.82, 9.0, negative
6.8, 0.24, 0.31, 18.3, 0.046, 40.0, 142.0, 1.0, 3.3, 0.41, 8.7, negative
8.8, 0.34, 0.33, 9.7, 0.036, 46.0, 172.0, 0.9966, 3.08, 0.4, 10.2, negative
6.4, 0.29, 0.28, 11.1, 0.063, 66.0, 169.0, 0.9973, 2.89, 0.57, 9.0, negative
7.2, 0.15, 0.33, 1.1, 0.027, 16.0, 63.0, 0.9937, 3.37, 0.4, 9.9, negative
8.2, 0.21, 0.48, 1.4, 0.041, 11.0, 99.0, 0.9958, 3.17, 0.57, 9.9, negative
6.8, 0.28, 0.37, 7.0, 0.057, 35.0, 208.0, 0.9973, 3.57, 0.55, 10.2, negative
7.2, 0.15, 0.39, 1.8, 0.043, 21.0, 159.0, 0.9948, 3.52, 0.47, 10.0, negative
7.6, 0.29, 0.26, 6.5, 0.042, 32.0, 160.0, 0.9944, 3.14, 0.47, 10.7, negative
6.8, 0.28, 0.44, 11.5, 0.04, 58.0, 223.0, 0.9969, 3.22, 0.56, 9.5, negative
6.0, 0.16, 0.3, 6.7, 0.043, 43.0, 153.0, 0.9951, 3.63, 0.46, 10.6, negative
5.7, 0.33, 0.15, 1.9, 0.05, 20.0, 93.0, 0.9934, 3.38, 0.62, 9.9, negative
7.7, 0.28, 0.35, 15.3, 0.056, 31.0, 117.0, 0.9998, 3.27, 0.5, 9.6, negative
7.0, 0.35, 0.31, 1.8, 0.069, 15.0, 162.0, 0.9944, 3.18, 0.47, 9.4, negative
6.9, 0.32, 0.13, 7.8, 0.042, 11.0, 117.0, 0.996, 3.23, 0.37, 9.2, negative
6.9, 0.32, 0.13, 7.8, 0.042, 11.0, 117.0, 0.996, 3.23, 0.37, 9.2, negative
7.7, 0.27, 0.61, 12.0, 0.046, 64.0, 179.0, 0.9982, 3.07, 0.46, 8.9, negative
6.5, 0.39, 0.35, 1.6, 0.049, 10.0, 164.0, 0.99516, 3.35, 0.51, 9.7, negative
7.4, 0.33, 0.26, 15.6, 0.049, 67.0, 210.0, 0.99907, 3.06, 0.68, 9.5, negative
7.4, 0.33, 0.26, 15.6, 0.049, 67.0, 210.0, 0.99907, 3.06, 0.68, 9.5, negative
9.4, 0.28, 0.3, 1.6, 0.045, 36.0, 139.0, 0.99534, 3.11, 0.49, 9.3, negative
4.6, 0.445, 0.0, 1.4, 0.053, 11.0, 178.0, 0.99426, 3.79, 0.55, 10.2, negative
7.5, 0.3, 0.32, 1.4, 0.032, 31.0, 161.0, 0.99154, 2.95, 0.42, 10.5, negative
7.5, 0.23, 0.35, 17.8, 0.058, 128.0, 212.0, 1.00241, 3.44, 0.43, 8.9, negative
7.9, 0.31, 0.22, 13.3, 0.048, 46.0, 212.0, 0.99942, 3.47, 0.59, 10.0, negative
7.4, 0.32, 0.27, 12.9, 0.04, 60.0, 221.0, 0.99831, 3.05, 0.66, 9.4, negative
8.4, 0.3, 0.25, 17.75, 0.047, 25.0, 218.0, 1.00016, 2.98, 0.66, 9.1, negative
6.6, 0.32, 0.33, 2.5, 0.052, 40.0, 219.5, 0.99316, 3.15, 0.6, 10.0, negative
6.6, 0.32, 0.33, 2.5, 0.052, 40.0, 210.0, 0.99316, 3.15, 0.6, 10.0, negative
6.8, 0.34, 0.1, 1.4, 0.049, 29.0, 118.0, 0.9936, 3.21, 0.41, 9.5, negative
7.5, 0.41, 0.23, 14.8, 0.054, 28.0, 174.0, 0.99898, 3.18, 0.49, 9.7, negative
6.6, 0.42, 0.13, 12.8, 0.044, 26.0, 158.0, 0.99772, 3.24, 0.47, 9.0, negative
6.2, 0.27, 0.18, 1.5, 0.028, 20.0, 111.0, 0.99228, 3.41, 0.5, 10.0, negative
6.7, 0.5, 0.38, 7.5, 0.046, 26.0, 175.0, 0.99662, 3.32, 0.54, 9.6, negative
6.6, 0.36, 0.52, 11.3, 0.046, 8.0, 110.0, 0.9966, 3.07, 0.46, 9.4, negative
7.3, 0.37, 0.16, 14.9, 0.048, 59.0, 240.0, 0.99902, 3.13, 0.45, 8.9, negative
7.0, 0.14, 0.28, 1.3, 0.026, 10.0, 56.0, 0.99352, 3.46, 0.45, 9.9, negative
6.3, 0.34, 0.36, 4.9, 0.035, 31.0, 185.0, 0.9946, 3.15, 0.49, 9.7, negative
6.2, 0.26, 0.32, 15.3, 0.031, 64.0, 185.0, 0.99835, 3.31, 0.61, 9.4, negative
6.6, 0.36, 0.52, 10.1, 0.05, 29.0, 140.0, 0.99628, 3.07, 0.4, 9.4, negative
6.15, 0.21, 0.37, 3.2, 0.021, 20.0, 80.0, 0.99076, 3.39, 0.47, 12.0, negative
6.8, 0.44, 0.2, 16.0, 0.065, 61.0, 186.0, 0.99884, 3.13, 0.45, 8.6, negative
5.8, 0.15, 0.28, 0.8, 0.037, 43.0, 127.0, 0.99198, 3.24, 0.51, 9.3, negative
7.0, 0.34, 0.39, 6.9, 0.066, 43.0, 162.0, 0.99561, 3.11, 0.53, 9.5, negative
6.5, 0.23, 0.36, 16.3, 0.038, 43.0, 133.0, 0.99924, 3.26, 0.41, 8.8, negative
6.5, 0.23, 0.36, 16.3, 0.038, 43.0, 133.0, 0.99924, 3.26, 0.41, 8.8, negative
6.0, 0.26, 0.15, 1.3, 0.06, 51.0, 154.0, 0.99354, 3.14, 0.51, 8.7, negative
6.7, 0.325, 0.82, 1.2, 0.152, 49.0, 120.0, 0.99312, 2.99, 0.38, 9.2, negative
6.6, 0.41, 0.31, 1.6, 0.042, 18.0, 101.0, 0.99195, 3.13, 0.41, 10.5, negative
5.3, 0.21, 0.29, 0.7, 0.028, 11.0, 66.0, 0.99215, 3.3, 0.4, 9.8, negative
6.9, 0.28, 0.41, 1.4, 0.016, 6.0, 55.0, 0.98876, 3.16, 0.4, 13.4, negative
5.5, 0.18, 0.22, 5.5, 0.037, 10.0, 86.0, 0.99156, 3.46, 0.44, 12.2, negative
5.5, 0.19, 0.27, 0.9, 0.04, 52.0, 103.0, 0.99026, 3.5, 0.39, 11.2, negative
6.4, 0.21, 0.34, 16.05, 0.04, 56.0, 142.0, 0.99678, 3.11, 0.38, 10.6, negative
6.4, 0.24, 0.32, 0.95, 0.041, 23.0, 131.0, 0.99033, 3.25, 0.35, 11.8, negative
5.8, 0.33, 0.23, 5.0, 0.053, 29.0, 106.0, 0.99458, 3.13, 0.52, 9.0, negative
6.3, 0.32, 0.32, 1.5, 0.03, 24.0, 101.0, 0.98923, 3.21, 0.42, 13.0, negative
6.4, 0.15, 0.29, 1.8, 0.044, 21.0, 115.0, 0.99166, 3.1, 0.38, 10.2, negative
6.4, 0.15, 0.29, 1.8, 0.044, 21.0, 115.0, 0.99166, 3.1, 0.38, 10.2, negative
6.7, 0.3, 0.44, 18.5, 0.057, 65.0, 224.0, 0.99956, 3.11, 0.53, 9.1, negative
6.9, 0.29, 0.41, 7.8, 0.046, 52.0, 171.0, 0.99537, 3.12, 0.51, 9.6, negative
7.2, 0.31, 0.35, 7.2, 0.046, 45.0, 178.0, 0.9955, 3.14, 0.53, 9.7, negative
7.4, 0.28, 0.36, 14.6, 0.048, 35.0, 161.0, 0.9968, 3.14, 0.56, 10.6, negative
6.7, 0.42, 0.39, 12.1, 0.04, 61.0, 248.0, 0.99794, 3.31, 0.58, 9.7, negative
8.6, 0.31, 0.3, 0.9, 0.045, 16.0, 109.0, 0.99249, 2.95, 0.39, 10.1, negative
6.5, 0.22, 0.31, 3.9, 0.046, 17.0, 106.0, 0.99098, 3.15, 0.31, 11.5, negative
6.9, 0.4, 0.37, 8.9, 0.053, 36.0, 148.0, 0.996, 3.16, 0.5, 9.3, negative
6.3, 0.33, 0.2, 17.9, 0.066, 36.0, 161.0, 0.9991, 3.14, 0.51, 8.8, negative
6.6, 0.21, 0.34, 5.6, 0.046, 30.0, 140.0, 0.99299, 3.22, 0.38, 11.0, negative
7.4, 0.31, 0.26, 8.6, 0.048, 47.0, 206.0, 0.9964, 3.26, 0.36, 9.1, negative
6.1, 0.3, 0.47, 1.4, 0.049, 50.0, 187.0, 0.9927, 3.19, 0.45, 9.5, negative
7.9, 0.36, 0.53, 12.9, 0.049, 63.0, 139.0, 0.99792, 2.94, 0.45, 9.1, negative
7.2, 0.21, 0.36, 15.7, 0.045, 68.0, 183.0, 0.99922, 3.25, 0.76, 9.4, negative
7.3, 0.22, 0.37, 15.5, 0.048, 70.0, 203.0, 0.99899, 3.25, 0.77, 9.4, negative
7.4, 0.27, 0.26, 11.8, 0.053, 55.0, 173.0, 0.99699, 3.11, 0.6, 9.8, negative
5.9, 0.29, 0.16, 7.9, 0.044, 48.0, 197.0, 0.99512, 3.21, 0.36, 9.4, negative
5.7, 0.29, 0.16, 7.9, 0.044, 48.0, 197.0, 0.99512, 3.21, 0.36, 9.4, negative
7.2, 0.47, 0.16, 5.9, 0.048, 14.0, 125.0, 0.99428, 3.09, 0.49, 9.8, negative
7.1, 0.36, 0.2, 1.6, 0.271, 24.0, 140.0, 0.99356, 3.11, 0.63, 9.8, negative
6.3, 0.29, 0.3, 8.1, 0.212, 60.0, 150.0, 0.9958, 3.1, 0.4, 9.3, negative
6.8, 0.2, 0.25, 6.2, 0.052, 22.0, 106.0, 0.9935, 3.09, 0.54, 10.8, negative
6.1, 0.25, 0.18, 10.5, 0.049, 41.0, 124.0, 0.9963, 3.14, 0.35, 10.5, negative
6.9, 0.28, 0.37, 9.1, 0.037, 16.0, 76.0, 0.9948, 3.05, 0.54, 11.1, negative
8.6, 0.36, 0.26, 11.1, 0.03, 43.5, 171.0, 0.9948, 3.03, 0.49, 12.0, negative
6.4, 0.3, 0.33, 5.2, 0.05, 30.0, 137.0, 0.99304, 3.26, 0.58, 11.1, negative
6.9, 0.29, 0.32, 5.8, 0.04, 16.0, 112.0, 0.993, 3.04, 0.58, 11.2, negative
5.9, 0.42, 0.36, 2.4, 0.034, 19.0, 77.0, 0.99184, 3.25, 0.48, 10.9, negative
5.8, 0.27, 0.2, 7.3, 0.04, 42.0, 145.0, 0.99442, 3.15, 0.48, 9.8, negative
6.4, 0.62, 0.12, 4.7, 0.06, 33.0, 196.0, 0.99556, 3.22, 0.48, 8.9, negative
4.7, 0.335, 0.14, 1.3, 0.036, 69.0, 168.0, 0.99212, 3.47, 0.46, 10.5, negative
7.2, 0.26, 0.32, 10.4, 0.062, 23.0, 114.0, 0.9966, 3.23, 0.49, 10.5, negative
6.8, 0.32, 0.43, 1.6, 0.05, 4.0, 65.0, 0.99346, 3.27, 0.47, 10.7, negative
6.0, 0.14, 0.37, 1.2, 0.032, 63.0, 148.0, 0.99185, 3.32, 0.44, 11.2, negative
6.4, 0.28, 0.45, 8.6, 0.057, 47.0, 223.0, 0.99654, 3.16, 0.51, 9.1, negative
5.4, 0.375, 0.4, 3.3, 0.054, 29.0, 147.0, 0.99482, 3.42, 0.52, 9.1, negative
6.7, 0.5, 0.36, 11.5, 0.096, 18.0, 92.0, 0.99642, 3.11, 0.49, 9.6, negative
6.4, 0.35, 0.51, 7.8, 0.055, 53.0, 177.0, 0.99502, 3.12, 0.45, 9.6, negative
