@relation winequality-white-3-9_vs_5
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
6.2, 0.27, 0.32, 8.8, 0.047, 65.0, 224.0, 0.9961, 3.17, 0.47, 8.9, negative
6.7, 0.25, 0.26, 1.55, 0.041, 118.5, 216.0, 0.9949, 3.55, 0.63, 9.4, positive
7.6, 0.38, 0.2, 3.4, 0.046, 9.0, 116.0, 0.9944, 3.15, 0.41, 9.4, negative
6.5, 0.32, 0.12, 11.5, 0.033, 35.0, 165.0, 0.9974, 3.22, 0.32, 9.0, negative
7.7, 0.3, 0.42, 14.3, 0.045, 45.0, 213.0, 0.9991, 3.18, 0.63, 9.2, negative
6.6, 0.25, 0.36, 8.1, 0.045, 54.0, 180.0, 0.9958, 3.08, 0.42, 9.2, negative
6.8, 0.31, 0.32, 7.6, 0.052, 35.0, 143.0, 0.9959, 3.14, 0.38, 9.0, negative
8.7, 0.24, 0.35, 0.6, 0.042, 11.0, 71.0, 0.9926, 3.08, 0.38, 10.6, negative
6.8, 0.21, 0.27, 18.15, 0.042, 41.0, 146.0, 1.0001, 3.3, 0.36, 8.7, negative
6.8, 0.21, 0.27, 18.15, 0.042, 41.0, 146.0, 1.0001, 3.3, 0.36, 8.7, negative
5.3, 0.76, 0.03, 2.7, 0.043, 27.0, 93.0, 0.9932, 3.34, 0.38, 9.2, negative
6.6, 0.22, 0.53, 15.1, 0.052, 22.0, 136.0, 0.9986, 2.94, 0.35, 9.4, negative
6.8, 0.32, 0.34, 6.0, 0.05, 5.0, 129.0, 0.9953, 3.19, 0.4, 9.1, negative
6.2, 0.34, 0.3, 11.1, 0.047, 28.0, 237.0, 0.9981, 3.18, 0.49, 8.7, negative
6.0, 0.27, 0.15, 1.5, 0.056, 35.0, 128.0, 0.9936, 3.12, 0.45, 8.8, negative
6.5, 0.22, 0.25, 17.1, 0.05, 44.0, 138.0, 1.0001, 3.3, 0.37, 8.8, negative
6.8, 0.28, 0.39, 1.4, 0.036, 15.0, 115.0, 0.9918, 3.27, 0.72, 11.7, negative
7.1, 0.33, 0.64, 13.2, 0.056, 12.0, 105.0, 0.9972, 3.05, 0.39, 9.2, negative
8.4, 0.22, 0.28, 18.8, 0.028, 55.0, 130.0, 0.998, 2.96, 0.35, 11.6, negative
6.4, 0.24, 0.23, 7.3, 0.069, 31.0, 157.0, 0.9962, 3.25, 0.53, 9.1, negative
7.1, 0.26, 0.19, 8.2, 0.051, 53.0, 187.0, 0.996, 3.16, 0.52, 9.7, negative
7.6, 0.27, 0.33, 2.0, 0.059, 19.0, 175.0, 0.9944, 3.22, 0.56, 9.9, negative
7.1, 0.26, 0.3, 2.0, 0.031, 13.0, 128.0, 0.9917, 3.19, 0.49, 11.4, negative
7.2, 0.23, 0.38, 6.1, 0.067, 20.0, 90.0, 0.99496, 3.17, 0.79, 9.7, negative
6.1, 0.23, 0.45, 10.6, 0.094, 49.0, 169.0, 0.99699, 3.05, 0.54, 8.8, negative
7.2, 0.29, 0.2, 7.7, 0.046, 51.0, 174.0, 0.99582, 3.16, 0.52, 9.5, negative
6.9, 0.3, 0.21, 15.7, 0.056, 49.0, 159.0, 0.99827, 3.11, 0.48, 9.0, negative
5.6, 0.295, 0.2, 2.2, 0.049, 18.0, 134.0, 0.99378, 3.21, 0.68, 10.0, negative
6.8, 0.21, 0.55, 14.6, 0.053, 34.0, 159.0, 0.99805, 2.93, 0.44, 9.2, negative
6.8, 0.26, 0.22, 4.8, 0.041, 110.0, 198.0, 0.99437, 3.29, 0.67, 10.6, negative
6.7, 0.24, 0.26, 12.6, 0.053, 44.0, 182.0, 0.99802, 3.42, 0.42, 9.7, negative
7.4, 0.33, 0.44, 7.6, 0.05, 40.0, 227.0, 0.99679, 3.12, 0.52, 9.0, negative
6.3, 0.695, 0.55, 12.9, 0.056, 58.0, 252.0, 0.99806, 3.29, 0.49, 8.7, negative
7.0, 0.27, 0.29, 3.9, 0.059, 28.0, 199.0, 0.9961, 3.54, 0.59, 10.3, negative
6.9, 0.43, 0.28, 9.4, 0.056, 29.0, 183.0, 0.99594, 3.17, 0.43, 9.4, negative
6.6, 0.34, 0.34, 2.6, 0.051, 40.5, 210.0, 0.99314, 3.15, 0.61, 10.0, negative
6.8, 0.21, 0.36, 18.1, 0.046, 32.0, 133.0, 1.0, 3.27, 0.48, 8.8, negative
7.5, 0.2, 0.47, 16.9, 0.052, 51.0, 188.0, 0.99944, 3.09, 0.62, 9.3, negative
7.3, 0.32, 0.29, 1.5, 0.038, 32.0, 144.0, 0.99296, 3.2, 0.55, 10.8, negative
6.3, 0.21, 0.29, 11.7, 0.048, 49.0, 147.0, 0.99482, 3.22, 0.38, 10.8, negative
6.8, 0.26, 0.4, 7.5, 0.046, 45.0, 179.0, 0.99583, 3.2, 0.49, 9.3, negative
7.1, 0.31, 0.17, 1.0, 0.042, 21.0, 144.0, 0.99304, 3.13, 0.4, 9.6, negative
7.8, 0.25, 0.34, 13.7, 0.044, 66.0, 184.0, 0.99976, 3.22, 0.75, 8.9, negative
6.9, 0.23, 0.32, 16.4, 0.045, 62.0, 153.0, 0.9972, 3.22, 0.42, 10.5, negative
7.9, 0.51, 0.36, 6.2, 0.051, 30.0, 173.0, 0.9984, 3.09, 0.53, 9.7, negative
6.7, 0.2, 0.37, 1.65, 0.025, 42.0, 103.0, 0.99022, 3.11, 0.45, 11.4, negative
6.6, 0.26, 0.46, 6.9, 0.047, 59.0, 183.0, 0.99594, 3.2, 0.45, 9.3, negative
6.7, 0.14, 0.46, 1.6, 0.036, 15.0, 92.0, 0.99264, 3.37, 0.49, 10.9, negative
6.8, 0.29, 0.34, 3.5, 0.054, 26.0, 189.0, 0.99489, 3.42, 0.58, 10.4, negative
6.3, 0.28, 0.3, 3.1, 0.039, 24.0, 115.0, 0.9942, 3.05, 0.43, 8.6, negative
7.6, 0.23, 0.34, 1.6, 0.043, 24.0, 129.0, 0.99305, 3.12, 0.7, 10.4, negative
6.1, 0.22, 0.31, 1.4, 0.039, 40.0, 129.0, 0.99193, 3.45, 0.59, 10.9, negative
6.6, 0.17, 0.28, 1.8, 0.042, 62.0, 178.0, 0.99204, 3.15, 0.42, 10.2, negative
6.1, 0.33, 0.32, 7.8, 0.052, 52.0, 183.0, 0.99657, 3.39, 0.65, 9.5, negative
7.1, 0.18, 0.39, 14.5, 0.051, 48.0, 156.0, 0.99947, 3.35, 0.78, 9.1, negative
6.4, 0.28, 0.44, 7.1, 0.048, 49.0, 179.0, 0.99528, 3.15, 0.48, 9.2, negative
6.4, 0.28, 0.36, 1.3, 0.053, 28.0, 186.0, 0.99211, 3.31, 0.45, 10.8, negative
6.4, 0.37, 0.2, 5.6, 0.117, 61.0, 183.0, 0.99459, 3.24, 0.43, 9.5, negative
7.6, 0.3, 0.37, 1.6, 0.087, 27.0, 177.0, 0.99438, 3.09, 0.5, 9.8, negative
6.0, 0.16, 0.27, 12.0, 0.03, 39.0, 98.0, 0.99402, 3.15, 0.34, 10.8, negative
7.5, 0.28, 0.41, 1.3, 0.044, 11.0, 126.0, 0.99293, 3.28, 0.45, 10.3, negative
6.4, 0.34, 0.44, 8.2, 0.043, 54.0, 201.0, 0.99551, 3.18, 0.48, 9.5, negative
7.0, 0.39, 0.21, 10.7, 0.098, 13.0, 91.0, 0.99657, 3.03, 0.47, 9.3, negative
7.9, 0.21, 0.39, 2.0, 0.057, 21.0, 138.0, 0.99176, 3.05, 0.52, 10.9, negative
7.4, 0.34, 0.28, 12.1, 0.049, 31.0, 149.0, 0.99677, 3.22, 0.49, 10.3, negative
6.8, 0.41, 0.3, 8.8, 0.045, 28.0, 131.0, 0.9953, 3.12, 0.59, 9.9, negative
6.4, 0.32, 0.23, 16.2, 0.055, 36.0, 176.0, 0.9986, 3.26, 0.54, 9.1, negative
6.4, 0.32, 0.23, 16.2, 0.055, 36.0, 176.0, 0.9986, 3.26, 0.54, 9.1, negative
6.5, 0.36, 0.36, 6.7, 0.185, 51.5, 151.0, 0.99528, 3.17, 0.42, 9.3, negative
4.9, 0.345, 0.34, 1.0, 0.068, 32.0, 143.0, 0.99138, 3.24, 0.4, 10.1, negative
7.3, 0.33, 0.22, 1.4, 0.041, 40.0, 177.0, 0.99287, 3.14, 0.48, 9.9, negative
7.3, 0.34, 0.22, 1.4, 0.044, 43.0, 176.0, 0.99286, 3.14, 0.46, 9.9, negative
6.4, 0.29, 0.57, 1.0, 0.06, 15.0, 120.0, 0.9924, 3.06, 0.41, 9.5, negative
6.2, 0.24, 0.22, 7.9, 0.053, 45.0, 149.0, 0.99545, 3.23, 0.52, 9.3, negative
5.3, 0.23, 0.56, 0.9, 0.041, 46.0, 141.0, 0.99119, 3.16, 0.62, 9.7, negative
6.2, 0.32, 0.5, 6.5, 0.048, 61.0, 186.0, 0.9948, 3.19, 0.45, 9.6, negative
6.2, 0.3, 0.32, 1.3, 0.054, 27.0, 183.0, 0.99266, 3.3, 0.43, 10.1, negative
7.4, 0.22, 0.28, 9.0, 0.046, 22.0, 121.0, 0.99468, 3.1, 0.55, 10.8, negative
6.2, 0.29, 0.29, 5.6, 0.046, 35.0, 178.0, 0.99313, 3.25, 0.51, 10.5333333333333, negative
6.5, 0.23, 0.2, 7.5, 0.05, 44.0, 179.0, 0.99504, 3.18, 0.48, 9.53333333333333, negative
6.3, 0.19, 0.33, 10.1, 0.063, 63.0, 133.0, 0.99561, 2.86, 0.41, 9.1, negative
5.2, 0.22, 0.46, 6.2, 0.066, 41.0, 187.0, 0.99362, 3.19, 0.42, 9.73333333333333, negative
5.7, 0.24, 0.47, 6.3, 0.069, 35.0, 182.0, 0.99391, 3.11, 0.46, 9.73333333333333, negative
7.0, 0.28, 0.28, 1.4, 0.039, 12.0, 83.0, 0.99173, 3.18, 0.65, 11.1, negative
5.1, 0.305, 0.13, 1.75, 0.036, 17.0, 73.0, 0.99, 3.4, 0.51, 12.3333333333333, negative
6.7, 0.18, 0.25, 14.3, 0.048, 79.0, 149.0, 0.9975, 3.12, 0.37, 9.7, negative
5.9, 0.3, 0.29, 1.1, 0.036, 23.0, 56.0, 0.9904, 3.19, 0.38, 11.3, negative
6.5, 0.51, 0.25, 1.7, 0.048, 39.0, 177.0, 0.99212, 3.28, 0.57, 10.6, negative
5.7, 0.695, 0.06, 6.8, 0.042, 9.0, 84.0, 0.99432, 3.44, 0.44, 10.2, negative
4.9, 0.335, 0.14, 1.3, 0.036, 69.0, 168.0, 0.99212, 3.47, 0.46, 10.4666666666667, negative
6.1, 0.26, 0.25, 2.9, 0.047, 289.0, 440.0, 0.99314, 3.44, 0.64, 10.5, positive
6.4, 0.23, 0.35, 10.3, 0.042, 54.0, 140.0, 0.9967, 3.23, 0.47, 9.2, negative
6.6, 0.38, 0.29, 2.4, 0.136, 15.0, 93.0, 0.99336, 3.18, 0.6, 9.5, negative
6.4, 0.33, 0.44, 8.9, 0.055, 52.0, 164.0, 0.99488, 3.1, 0.48, 9.6, negative
