@relation winequality-white-3-9_vs_5
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.2, 0.46, 0.65, 10.4, 0.05, 76.0, 192.0, 0.9976, 3.16, 0.42, 8.7, negative
7.3, 0.25, 0.29, 7.5, 0.049, 38.0, 158.0, 0.9965, 3.43, 0.38, 9.6, negative
6.1, 0.28, 0.25, 17.75, 0.044, 48.0, 161.0, 0.9993, 3.34, 0.48, 9.5, negative
7.5, 0.23, 0.68, 11.0, 0.047, 37.0, 133.0, 0.9978, 2.99, 0.38, 8.8, negative
7.2, 0.24, 0.34, 1.1, 0.045, 3.0, 64.0, 0.9913, 3.23, 0.51, 11.4, negative
6.0, 0.32, 0.12, 5.9, 0.041, 34.0, 190.0, 0.9944, 3.16, 0.72, 10.0, negative
6.8, 0.34, 0.69, 1.3, 0.058, 12.0, 171.0, 0.9931, 3.06, 0.47, 9.7, negative
6.9, 0.38, 0.25, 9.8, 0.04, 28.0, 191.0, 0.9971, 3.28, 0.61, 9.2, negative
6.6, 0.22, 0.37, 15.4, 0.035, 62.0, 153.0, 0.99845, 3.02, 0.4, 9.3, negative
6.3, 0.34, 0.19, 5.8, 0.041, 22.0, 145.0, 0.9943, 3.15, 0.63, 9.9, negative
8.2, 0.345, 1.0, 18.2, 0.047, 55.0, 205.0, 0.99965, 2.96, 0.43, 9.6, negative
6.0, 0.2, 0.71, 1.6, 0.15, 10.0, 54.0, 0.9927, 3.12, 0.47, 9.8, negative
5.1, 0.52, 0.06, 2.7, 0.052, 30.0, 79.0, 0.9932, 3.32, 0.43, 9.3, negative
6.2, 0.25, 0.47, 11.6, 0.048, 62.0, 210.0, 0.9968, 3.19, 0.5, 9.5, negative
7.4, 0.24, 0.31, 8.4, 0.045, 52.0, 183.0, 0.9963, 3.09, 0.32, 8.8, negative
7.9, 0.29, 0.39, 6.7, 0.036, 6.0, 117.0, 0.9938, 3.12, 0.42, 10.7, negative
8.1, 0.45, 0.34, 8.3, 0.037, 33.0, 216.0, 0.9976, 3.31, 0.64, 9.7, negative
6.4, 0.5, 0.16, 12.9, 0.042, 26.0, 138.0, 0.9974, 3.28, 0.33, 9.0, negative
9.8, 0.44, 0.4, 2.8, 0.036, 35.0, 167.0, 0.9956, 2.97, 0.39, 9.2, negative
6.5, 0.41, 0.64, 11.8, 0.065, 65.0, 225.0, 0.9978, 3.12, 0.51, 8.9, negative
7.8, 0.23, 0.28, 4.75, 0.042, 45.0, 166.0, 0.9928, 2.96, 0.4, 11.5, negative
6.9, 0.2, 0.4, 7.7, 0.032, 51.0, 176.0, 0.9939, 3.22, 0.27, 11.4, negative
7.8, 0.13, 0.3, 1.8, 0.04, 43.0, 179.0, 0.9955, 3.43, 0.41, 9.0, negative
5.3, 0.165, 0.24, 1.1, 0.051, 25.0, 105.0, 0.9925, 3.32, 0.47, 9.1, negative
8.0, 0.25, 0.49, 1.2, 0.061, 27.0, 117.0, 0.9938, 3.08, 0.34, 9.4, negative
6.5, 0.24, 0.24, 1.6, 0.046, 15.0, 60.0, 0.9928, 3.19, 0.39, 9.8, negative
6.9, 0.27, 0.49, 23.5, 0.057, 59.0, 235.0, 1.0024, 2.98, 0.47, 8.6, negative
7.1, 0.3, 0.49, 1.6, 0.045, 31.0, 100.0, 0.9942, 3.4, 0.59, 10.2, negative
6.7, 0.33, 0.42, 6.4, 0.058, 27.0, 151.0, 0.9954, 3.16, 0.44, 9.6, negative
6.8, 0.3, 0.24, 6.6, 0.123, 35.0, 116.0, 0.9953, 3.07, 0.48, 9.4, negative
7.1, 0.37, 0.32, 1.4, 0.037, 27.0, 126.0, 0.9918, 3.19, 0.62, 12.0, negative
6.6, 0.28, 0.3, 7.8, 0.049, 57.0, 202.0, 0.9958, 3.24, 0.39, 9.5, negative
6.6, 0.31, 0.38, 16.05, 0.058, 16.0, 165.0, 0.9997, 3.38, 0.6, 9.2, negative
6.4, 0.22, 0.32, 7.9, 0.029, 34.0, 124.0, 0.9948, 3.4, 0.39, 10.2, negative
7.2, 0.24, 0.4, 17.85, 0.049, 50.0, 185.0, 1.0, 3.34, 0.42, 9.6, negative
7.7, 0.3, 0.42, 14.3, 0.045, 45.0, 213.0, 0.9991, 3.18, 0.63, 9.2, negative
7.8, 0.34, 0.27, 1.2, 0.04, 25.0, 106.0, 0.9932, 3.01, 0.55, 10.4, negative
7.6, 0.13, 0.34, 9.3, 0.062, 40.0, 126.0, 0.9966, 3.21, 0.39, 9.6, negative
6.3, 0.25, 0.44, 11.6, 0.041, 48.0, 195.0, 0.9968, 3.18, 0.52, 9.5, negative
6.7, 0.31, 0.08, 1.3, 0.038, 58.0, 147.0, 0.9922, 3.18, 0.46, 10.0, negative
8.3, 0.33, 0.43, 9.2, 0.046, 22.0, 126.0, 0.9982, 3.38, 0.47, 9.3, negative
7.6, 0.29, 0.29, 4.4, 0.051, 26.0, 146.0, 0.9939, 3.16, 0.39, 10.2, negative
7.2, 0.25, 0.19, 8.0, 0.044, 51.0, 172.0, 0.9964, 3.16, 0.44, 9.2, negative
8.5, 0.24, 0.47, 15.2, 0.057, 40.0, 234.0, 1.0005, 3.02, 0.66, 9.0, negative
6.5, 0.22, 0.25, 17.1, 0.05, 44.0, 138.0, 1.0001, 3.3, 0.37, 8.8, negative
6.9, 0.26, 0.33, 12.6, 0.051, 59.0, 173.0, 0.998, 3.39, 0.38, 9.9, negative
6.8, 0.25, 0.27, 10.7, 0.076, 47.0, 154.0, 0.9967, 3.05, 0.38, 9.0, negative
9.2, 0.23, 0.35, 10.7, 0.037, 34.0, 145.0, 0.9981, 3.09, 0.32, 9.7, negative
7.0, 0.36, 0.14, 11.6, 0.043, 35.0, 228.0, 0.9977, 3.13, 0.51, 8.9, negative
7.4, 0.33, 0.26, 15.6, 0.049, 67.0, 210.0, 0.99907, 3.06, 0.68, 9.5, negative
7.2, 0.34, 0.3, 8.4, 0.051, 40.0, 167.0, 0.99756, 3.48, 0.62, 9.7, negative
7.2, 0.34, 0.3, 8.4, 0.051, 40.0, 167.0, 0.99756, 3.48, 0.62, 9.7, negative
9.4, 0.23, 0.56, 16.45, 0.063, 52.5, 282.0, 1.00098, 3.1, 0.51, 9.3, negative
6.6, 0.23, 0.18, 8.5, 0.044, 59.0, 188.0, 0.99558, 3.16, 0.49, 9.5, negative
6.3, 0.41, 0.16, 0.9, 0.032, 25.0, 98.0, 0.99274, 3.16, 0.42, 9.5, negative
6.1, 0.36, 0.41, 19.35, 0.07, 67.0, 207.0, 1.00118, 3.39, 0.53, 9.1, negative
8.6, 0.23, 0.25, 11.3, 0.031, 13.0, 96.0, 0.99645, 3.11, 0.4, 10.8, negative
6.4, 0.31, 0.4, 6.4, 0.039, 39.0, 191.0, 0.99513, 3.14, 0.52, 9.8, negative
7.5, 0.41, 0.23, 14.8, 0.054, 28.0, 174.0, 0.99898, 3.18, 0.49, 9.7, negative
6.6, 0.24, 0.28, 1.8, 0.028, 39.0, 132.0, 0.99182, 3.34, 0.46, 11.4, negative
6.5, 0.27, 0.4, 10.0, 0.039, 74.0, 227.0, 0.99582, 3.18, 0.5, 9.4, negative
6.3, 0.27, 0.46, 11.1, 0.053, 44.0, 177.0, 0.99691, 3.18, 0.67, 9.4, negative
6.9, 0.4, 0.22, 5.95, 0.081, 76.0, 303.0, 0.99705, 3.4, 0.57, 9.4, negative
7.0, 0.18, 0.37, 1.5, 0.043, 16.0, 104.0, 0.99216, 3.18, 0.5, 10.8, negative
6.5, 0.23, 0.36, 16.3, 0.038, 43.0, 133.0, 0.99924, 3.26, 0.41, 8.8, negative
5.9, 0.17, 0.28, 0.7, 0.027, 5.0, 28.0, 0.98985, 3.13, 0.32, 10.6, negative
6.8, 0.35, 0.53, 10.1, 0.053, 37.0, 151.0, 0.9963, 3.07, 0.4, 9.4, negative
7.3, 0.23, 0.34, 9.3, 0.052, 19.0, 86.0, 0.99574, 3.04, 0.56, 10.0, negative
6.4, 0.44, 0.26, 2.0, 0.054, 20.0, 180.0, 0.9952, 3.58, 0.57, 10.0, negative
7.6, 0.31, 0.26, 1.7, 0.073, 40.0, 157.0, 0.9938, 3.1, 0.46, 9.8, negative
6.4, 0.16, 0.32, 8.75, 0.038, 38.0, 118.0, 0.99449, 3.19, 0.41, 10.7, negative
7.7, 0.25, 0.3, 7.8, 0.038, 67.0, 196.0, 0.99555, 3.1, 0.5, 10.1, negative
6.8, 0.26, 0.46, 8.3, 0.037, 49.0, 173.0, 0.99601, 3.17, 0.47, 9.3, negative
6.6, 0.25, 0.33, 8.5, 0.042, 29.0, 141.0, 0.99546, 3.28, 0.6, 10.4, negative
6.1, 0.17, 0.42, 15.1, 0.033, 28.0, 124.0, 0.99684, 2.87, 0.47, 9.5, negative
7.2, 0.13, 0.46, 1.3, 0.044, 48.0, 111.0, 0.99127, 2.97, 0.45, 11.1, negative
9.4, 0.24, 0.29, 8.5, 0.037, 124.0, 208.0, 0.99395, 2.9, 0.38, 11.0, positive
5.9, 0.19, 0.21, 1.7, 0.045, 57.0, 135.0, 0.99341, 3.32, 0.44, 9.5, negative
6.7, 0.4, 0.22, 8.8, 0.052, 24.0, 113.0, 0.99576, 3.22, 0.45, 9.4, negative
6.2, 0.27, 0.47, 1.2, 0.146, 28.0, 105.0, 0.99224, 3.23, 0.51, 10.1, negative
7.0, 0.48, 0.12, 4.5, 0.05, 23.0, 86.0, 0.99398, 2.86, 0.35, 9.0, negative
7.0, 0.48, 0.12, 4.5, 0.05, 23.0, 86.0, 0.99398, 2.86, 0.35, 9.0, negative
6.5, 0.27, 0.26, 11.0, 0.03, 2.0, 82.0, 0.99402, 3.07, 0.36, 11.2, negative
7.2, 0.23, 0.25, 18.8, 0.085, 19.0, 111.0, 1.00044, 3.1, 0.51, 8.7, negative
6.7, 0.31, 0.09, 1.4, 0.039, 53.0, 141.0, 0.99206, 3.12, 0.44, 10.1, negative
6.6, 0.28, 0.23, 10.4, 0.049, 45.0, 190.0, 0.99754, 3.12, 0.51, 8.8, negative
7.7, 0.3, 0.23, 2.0, 0.068, 28.0, 138.0, 0.99382, 3.11, 0.62, 9.8, negative
7.5, 0.28, 0.41, 1.3, 0.044, 11.0, 126.0, 0.99293, 3.28, 0.45, 10.3, negative
6.5, 0.26, 0.34, 1.4, 0.04, 25.0, 184.0, 0.99216, 3.29, 0.46, 10.7, negative
5.0, 0.61, 0.12, 1.3, 0.009, 65.0, 100.0, 0.9874, 3.26, 0.37, 13.5, negative
6.9, 0.33, 0.31, 7.7, 0.04, 29.0, 135.0, 0.99226, 3.11, 0.57, 12.3, negative
6.4, 0.27, 0.45, 8.3, 0.05, 52.0, 196.0, 0.9955, 3.18, 0.48, 9.5, negative
6.4, 0.27, 0.45, 8.3, 0.05, 52.0, 196.0, 0.9955, 3.18, 0.48, 9.5, negative
7.0, 0.3, 0.28, 2.2, 0.042, 21.0, 177.0, 0.99166, 3.2, 0.57, 11.4, negative
6.8, 0.21, 0.62, 6.4, 0.041, 7.0, 113.0, 0.99358, 2.96, 0.59, 10.2, negative
6.8, 0.26, 0.34, 15.1, 0.06, 42.0, 162.0, 0.99705, 3.24, 0.52, 10.5, positive
7.2, 0.28, 0.38, 2.0, 0.052, 23.0, 156.0, 0.9912, 3.13, 0.52, 11.1, negative
6.7, 0.26, 0.49, 8.1, 0.052, 48.0, 197.0, 0.99558, 3.19, 0.48, 9.5, negative
6.5, 0.41, 0.22, 4.8, 0.052, 49.0, 142.0, 0.9946, 3.14, 0.62, 9.2, negative
7.3, 0.25, 0.26, 7.2, 0.048, 52.0, 207.0, 0.99587, 3.12, 0.37, 9.2, negative
6.5, 0.35, 0.31, 10.2, 0.069, 58.0, 170.0, 0.99692, 3.18, 0.49, 9.4, negative
8.6, 0.22, 0.33, 1.2, 0.031, 38.0, 95.0, 0.99239, 2.83, 0.31, 10.3, negative
5.4, 0.24, 0.18, 2.3, 0.05, 22.0, 145.0, 0.99207, 3.24, 0.46, 10.3, negative
6.8, 0.27, 0.22, 17.8, 0.034, 16.0, 116.0, 0.9989, 3.07, 0.53, 9.2, negative
6.3, 0.18, 0.22, 5.6, 0.047, 45.0, 147.0, 0.99383, 3.09, 0.54, 10.0, negative
6.7, 0.31, 0.34, 6.8, 0.059, 51.0, 215.0, 0.99538, 3.33, 0.56, 10.3, negative
6.6, 0.33, 0.32, 15.6, 0.054, 62.0, 227.0, 0.99734, 3.25, 0.56, 10.4, negative
7.4, 0.31, 0.26, 8.6, 0.048, 47.0, 206.0, 0.9964, 3.26, 0.36, 9.1, negative
6.3, 0.34, 0.52, 6.3, 0.047, 63.0, 186.0, 0.99481, 3.18, 0.44, 9.6, negative
6.0, 0.33, 0.26, 5.1, 0.051, 16.0, 119.0, 0.99416, 3.15, 0.41, 9.2, negative
7.2, 0.34, 0.23, 8.9, 0.105, 22.0, 155.0, 0.99692, 3.01, 0.58, 9.5, negative
7.4, 0.38, 0.34, 8.3, 0.052, 44.0, 168.0, 0.99627, 3.11, 0.52, 9.2, negative
6.4, 0.24, 0.26, 8.2, 0.054, 47.0, 182.0, 0.99538, 3.12, 0.5, 9.5, negative
6.4, 0.26, 0.21, 8.2, 0.05, 51.0, 182.0, 0.99542, 3.23, 0.48, 9.5, negative
6.3, 0.39, 0.22, 2.8, 0.048, 53.0, 173.0, 0.99304, 3.24, 0.45, 9.8, negative
6.0, 0.28, 0.29, 19.3, 0.051, 36.0, 174.0, 0.99911, 3.14, 0.5, 9.0, negative
6.4, 0.32, 0.26, 7.9, 0.05, 53.0, 180.0, 0.99514, 3.14, 0.5, 9.6, negative
5.8, 0.555, 0.26, 4.5, 0.053, 17.0, 126.0, 0.9943, 3.24, 0.46, 9.1, negative
6.3, 0.36, 0.2, 2.0, 0.048, 48.0, 191.0, 0.9929, 3.17, 0.51, 9.6, negative
5.8, 0.34, 0.21, 7.2, 0.041, 48.0, 146.0, 0.99441, 3.16, 0.49, 9.8, negative
8.3, 0.49, 0.23, 6.65, 0.034, 6.0, 158.0, 0.99344, 3.05, 0.48, 11.2, negative
6.5, 0.51, 0.25, 1.7, 0.048, 39.0, 177.0, 0.99212, 3.28, 0.57, 10.5666666666667, negative
6.0, 0.14, 0.37, 1.2, 0.032, 63.0, 148.0, 0.99185, 3.32, 0.44, 11.2, negative
5.8, 0.3, 0.09, 6.3, 0.042, 36.0, 138.0, 0.99382, 3.15, 0.48, 9.7, negative
5.8, 0.36, 0.5, 1.0, 0.127, 63.0, 178.0, 0.99212, 3.1, 0.45, 9.7, negative
6.5, 0.33, 0.38, 8.3, 0.048, 68.0, 174.0, 0.99492, 3.14, 0.5, 9.6, negative
