@relation winequality-white-3-9_vs_5
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.1, 0.34, 0.15, 1.2, 0.053, 61.0, 183.0, 0.9936, 3.09, 0.43, 9.2, negative
6.8, 0.26, 0.56, 11.9, 0.043, 64.0, 226.0, 0.997, 3.02, 0.63, 9.3, negative
6.8, 0.29, 0.56, 11.9, 0.043, 66.0, 230.0, 0.9972, 3.02, 0.63, 9.3, negative
5.9, 0.3, 0.23, 4.2, 0.038, 42.0, 119.0, 0.9924, 3.15, 0.5, 11.0, negative
6.8, 0.28, 0.4, 22.0, 0.048, 48.0, 167.0, 1.001, 2.93, 0.5, 8.7, negative
6.4, 0.29, 0.44, 3.6, 0.197, 75.0, 183.0, 0.9942, 3.01, 0.38, 9.1, negative
6.8, 0.26, 0.24, 7.8, 0.052, 54.0, 214.0, 0.9961, 3.13, 0.47, 8.9, negative
7.1, 0.32, 0.24, 13.1, 0.05, 52.0, 204.0, 0.998, 3.1, 0.49, 8.8, negative
6.9, 0.54, 0.32, 13.2, 0.05, 53.0, 236.0, 0.9973, 3.2, 0.5, 9.6, negative
7.0, 0.16, 0.32, 8.3, 0.045, 38.0, 126.0, 0.9958, 3.21, 0.34, 9.2, negative
5.6, 0.245, 0.25, 9.7, 0.032, 12.0, 68.0, 0.994, 3.31, 0.34, 10.5, negative
7.5, 0.27, 0.36, 7.0, 0.036, 45.0, 164.0, 0.9939, 3.03, 0.33, 11.0, negative
5.8, 0.26, 0.24, 9.2, 0.044, 55.0, 152.0, 0.9961, 3.31, 0.38, 9.4, negative
7.5, 0.23, 0.36, 7.0, 0.036, 43.0, 161.0, 0.9938, 3.04, 0.32, 11.0, negative
7.1, 0.24, 0.41, 17.8, 0.046, 39.0, 145.0, 0.9998, 3.32, 0.39, 8.7, negative
7.1, 0.24, 0.41, 17.8, 0.046, 39.0, 145.0, 0.9998, 3.32, 0.39, 8.7, negative
7.7, 0.31, 0.26, 7.8, 0.031, 23.0, 90.0, 0.9944, 3.13, 0.5, 10.4, negative
8.5, 0.26, 0.21, 16.2, 0.074, 41.0, 197.0, 0.998, 3.02, 0.5, 9.8, positive
5.8, 0.24, 0.44, 3.5, 0.029, 5.0, 109.0, 0.9913, 3.53, 0.43, 11.7, positive
6.9, 0.29, 0.4, 19.45, 0.043, 36.0, 156.0, 0.9996, 2.93, 0.47, 8.9, negative
5.8, 0.25, 0.26, 13.1, 0.051, 44.0, 148.0, 0.9972, 3.29, 0.38, 9.3, negative
6.6, 0.58, 0.3, 5.1, 0.057, 30.0, 123.0, 0.9949, 3.24, 0.38, 9.0, negative
7.0, 0.29, 0.54, 10.7, 0.046, 59.0, 234.0, 0.9966, 3.05, 0.61, 9.5, negative
6.7, 0.34, 0.3, 15.6, 0.054, 51.0, 196.0, 0.9982, 3.19, 0.49, 9.3, negative
8.3, 0.39, 0.7, 10.6, 0.045, 33.0, 169.0, 0.9976, 3.09, 0.57, 9.4, negative
7.2, 0.43, 0.24, 6.7, 0.058, 40.0, 163.0, 0.995, 3.2, 0.41, 9.9, negative
5.8, 0.34, 0.21, 6.6, 0.04, 50.0, 167.0, 0.9941, 3.29, 0.62, 10.0, negative
6.6, 0.24, 0.35, 7.7, 0.031, 36.0, 135.0, 0.9938, 3.19, 0.37, 10.5, negative
6.6, 0.24, 0.35, 7.7, 0.031, 36.0, 135.0, 0.9938, 3.19, 0.37, 10.5, negative
8.3, 0.41, 0.51, 2.0, 0.046, 11.0, 207.0, 0.993, 3.02, 0.55, 11.4, negative
7.5, 0.27, 0.31, 5.8, 0.057, 131.0, 313.0, 0.9946, 3.18, 0.59, 10.5, negative
7.2, 0.21, 0.41, 1.3, 0.036, 33.0, 85.0, 0.992, 3.17, 0.51, 10.4, negative
6.8, 0.24, 0.34, 4.6, 0.032, 37.0, 135.0, 0.9927, 3.2, 0.39, 10.6, negative
5.6, 0.26, 0.26, 5.7, 0.031, 12.0, 80.0, 0.9923, 3.25, 0.38, 10.8, negative
5.4, 0.31, 0.47, 3.0, 0.053, 46.0, 144.0, 0.9931, 3.29, 0.76, 10.0, negative
6.6, 0.905, 0.19, 0.8, 0.048, 17.0, 204.0, 0.9934, 3.34, 0.56, 10.0, negative
6.3, 0.39, 0.35, 5.9, 0.04, 82.5, 260.0, 0.9941, 3.12, 0.66, 10.1, negative
8.2, 0.28, 0.42, 1.8, 0.031, 30.0, 93.0, 0.9917, 3.09, 0.39, 11.4, negative
5.9, 0.26, 0.27, 18.2, 0.048, 52.0, 168.0, 0.9993, 3.35, 0.44, 9.4, negative
6.8, 0.37, 0.51, 11.8, 0.044, 62.0, 163.0, 0.9976, 3.19, 0.44, 8.8, negative
6.1, 0.35, 0.07, 1.4, 0.069, 22.0, 108.0, 0.9934, 3.23, 0.52, 9.2, negative
7.1, 0.27, 0.31, 18.2, 0.046, 55.0, 252.0, 1.0, 3.07, 0.56, 8.7, negative
7.2, 0.19, 0.39, 1.2, 0.036, 32.0, 85.0, 0.9918, 3.16, 0.5, 10.5, negative
7.2, 0.19, 0.39, 1.2, 0.036, 32.0, 85.0, 0.9918, 3.16, 0.5, 10.5, negative
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, negative
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, negative
6.1, 0.28, 0.32, 2.5, 0.042, 23.0, 218.5, 0.9935, 3.27, 0.6, 9.8, negative
7.1, 0.32, 0.32, 11.0, 0.038, 16.0, 66.0, 0.9937, 3.24, 0.4, 11.5, positive
7.2, 0.6, 0.2, 9.9, 0.07, 21.0, 174.0, 0.9971, 3.03, 0.54, 9.1, negative
6.1, 0.2, 0.25, 1.2, 0.038, 34.0, 128.0, 0.9921, 3.24, 0.44, 10.1, negative
7.0, 0.25, 0.29, 15.2, 0.047, 40.0, 171.0, 0.9982, 3.22, 0.45, 9.3, negative
7.2, 0.39, 0.62, 11.0, 0.047, 66.0, 178.0, 0.9976, 3.16, 0.5, 8.7, negative
6.3, 0.21, 0.58, 10.0, 0.081, 34.0, 126.0, 0.9962, 2.95, 0.46, 8.9, negative
7.2, 0.39, 0.62, 11.0, 0.047, 66.0, 178.0, 0.9976, 3.16, 0.5, 8.7, negative
5.8, 0.25, 0.24, 13.3, 0.044, 41.0, 137.0, 0.9972, 3.34, 0.42, 9.5, negative
6.5, 0.3, 0.29, 2.25, 0.037, 8.0, 210.0, 0.9937, 3.19, 0.62, 9.9, negative
7.9, 0.19, 0.26, 2.1, 0.039, 8.0, 143.0, 0.9942, 3.05, 0.74, 9.8, negative
6.4, 0.18, 0.48, 4.0, 0.186, 64.0, 150.0, 0.9945, 3.06, 0.4, 9.3, negative
7.9, 0.345, 0.51, 15.3, 0.047, 54.0, 171.0, 0.9987, 3.09, 0.51, 9.1, negative
6.1, 0.24, 0.3, 1.5, 0.045, 22.0, 61.0, 0.992, 3.31, 0.54, 10.4, negative
7.2, 0.46, 0.65, 10.4, 0.05, 76.0, 192.0, 0.9976, 3.16, 0.42, 8.7, negative
5.9, 0.37, 0.1, 1.6, 0.057, 39.0, 128.0, 0.9924, 3.24, 0.48, 10.1, negative
6.7, 0.34, 0.54, 16.3, 0.047, 44.0, 181.0, 0.9987, 3.04, 0.56, 8.8, negative
5.7, 0.18, 0.22, 4.2, 0.042, 25.0, 111.0, 0.994, 3.35, 0.39, 9.4, negative
7.1, 0.31, 0.5, 14.5, 0.059, 6.0, 148.0, 0.9983, 2.94, 0.44, 9.1, negative
6.4, 0.45, 0.07, 1.1, 0.03, 10.0, 131.0, 0.9905, 2.97, 0.28, 10.8, negative
6.4, 0.475, 0.06, 1.0, 0.03, 9.0, 131.0, 0.9904, 2.97, 0.29, 10.8, negative
6.4, 0.45, 0.07, 1.1, 0.03, 10.0, 131.0, 0.9905, 2.97, 0.28, 10.8, negative
7.3, 0.25, 0.29, 7.5, 0.049, 38.0, 158.0, 0.9965, 3.43, 0.38, 9.6, negative
7.5, 0.23, 0.68, 11.0, 0.047, 37.0, 133.0, 0.9978, 2.99, 0.38, 8.8, negative
7.5, 0.23, 0.68, 11.0, 0.047, 37.0, 133.0, 0.9978, 2.99, 0.38, 8.8, negative
7.2, 0.24, 0.34, 1.1, 0.045, 3.0, 64.0, 0.9913, 3.23, 0.51, 11.4, negative
6.0, 0.36, 0.06, 1.4, 0.066, 27.0, 128.0, 0.9934, 3.26, 0.55, 9.3, negative
6.0, 0.29, 0.2, 12.6, 0.045, 45.0, 187.0, 0.9972, 3.33, 0.42, 9.5, negative
6.4, 0.24, 0.29, 11.4, 0.051, 32.0, 166.0, 0.9968, 3.31, 0.45, 9.5, negative
6.3, 0.26, 0.25, 7.8, 0.058, 44.0, 166.0, 0.9961, 3.24, 0.41, 9.0, negative
6.0, 0.32, 0.12, 5.9, 0.041, 34.0, 190.0, 0.9944, 3.16, 0.72, 10.0, negative
6.6, 0.27, 0.25, 3.1, 0.052, 41.0, 188.0, 0.9915, 3.24, 0.4, 11.3, negative
7.1, 0.28, 0.26, 1.9, 0.049, 12.0, 86.0, 0.9934, 3.15, 0.38, 9.4, negative
7.8, 0.28, 0.22, 1.4, 0.056, 24.0, 130.0, 0.9944, 3.28, 0.48, 9.5, negative
6.4, 0.24, 0.5, 11.6, 0.047, 60.0, 211.0, 0.9966, 3.18, 0.57, 9.3, negative
6.8, 0.34, 0.69, 1.3, 0.058, 12.0, 171.0, 0.9931, 3.06, 0.47, 9.7, negative
8.1, 0.46, 0.31, 1.7, 0.052, 50.0, 183.0, 0.9923, 3.03, 0.42, 11.2, negative
6.0, 0.36, 0.16, 6.3, 0.036, 36.0, 191.0, 0.9942, 3.17, 0.62, 9.8, negative
7.4, 0.31, 0.48, 14.2, 0.042, 62.0, 204.0, 0.9983, 3.06, 0.59, 9.4, negative
8.6, 0.27, 0.46, 6.1, 0.032, 13.0, 41.0, 0.993, 2.89, 0.34, 10.9, negative
6.2, 0.47, 0.21, 1.0, 0.044, 13.0, 98.0, 0.99345, 3.14, 0.46, 9.2, negative
6.1, 0.25, 0.24, 12.1, 0.046, 51.0, 172.0, 0.998, 3.35, 0.45, 9.5, negative
6.4, 0.31, 0.39, 7.5, 0.04, 57.0, 213.0, 0.99475, 3.32, 0.43, 10.0, negative
7.0, 0.21, 0.34, 8.0, 0.057, 19.0, 101.0, 0.9954, 2.99, 0.59, 9.4, negative
6.4, 0.16, 0.31, 5.3, 0.043, 42.0, 157.0, 0.99455, 3.35, 0.47, 10.5, negative
6.9, 0.38, 0.25, 9.8, 0.04, 28.0, 191.0, 0.9971, 3.28, 0.61, 9.2, negative
5.8, 0.25, 0.28, 11.1, 0.056, 45.0, 175.0, 0.99755, 3.42, 0.43, 9.5, negative
6.7, 0.5, 0.63, 13.4, 0.078, 81.0, 238.0, 0.9988, 3.08, 0.44, 9.2, negative
7.2, 0.23, 0.19, 13.7, 0.052, 47.0, 197.0, 0.99865, 3.12, 0.53, 9.0, negative
7.4, 0.32, 0.27, 1.4, 0.049, 38.0, 173.0, 0.99335, 3.03, 0.52, 9.3, negative
6.0, 0.28, 0.49, 6.8, 0.048, 61.0, 222.0, 0.9953, 3.19, 0.47, 9.3, negative
6.6, 0.56, 0.22, 8.9, 0.034, 27.0, 133.0, 0.99675, 3.2, 0.51, 9.1, negative
6.6, 0.56, 0.22, 8.9, 0.034, 27.0, 133.0, 0.99675, 3.2, 0.51, 9.1, negative
6.6, 0.36, 0.29, 1.6, 0.021, 24.0, 85.0, 0.98965, 3.41, 0.61, 12.4, positive
8.4, 0.18, 0.42, 5.1, 0.036, 7.0, 77.0, 0.9939, 3.16, 0.52, 11.7, negative
7.4, 0.24, 0.36, 2.0, 0.031, 27.0, 139.0, 0.99055, 3.28, 0.48, 12.5, positive
9.2, 0.34, 0.27, 1.2, 0.026, 17.0, 73.0, 0.9921, 3.08, 0.39, 10.8, negative
7.7, 0.34, 0.58, 11.1, 0.039, 41.0, 151.0, 0.9978, 3.06, 0.49, 8.6, negative
8.2, 0.38, 0.49, 13.6, 0.042, 58.0, 166.0, 0.99855, 3.1, 0.54, 9.4, negative
8.2, 0.4, 0.48, 13.7, 0.042, 59.0, 169.0, 0.9986, 3.1, 0.52, 9.4, negative
6.9, 0.36, 0.34, 4.2, 0.018, 57.0, 119.0, 0.9898, 3.28, 0.36, 12.7, positive
5.9, 0.26, 0.3, 1.0, 0.036, 38.0, 114.0, 0.9928, 3.58, 0.48, 9.4, negative
7.5, 0.24, 0.31, 13.0, 0.049, 46.0, 217.0, 0.9985, 3.08, 0.53, 8.8, negative
6.3, 0.33, 0.2, 5.8, 0.04, 24.0, 144.0, 0.99425, 3.15, 0.63, 9.9, negative
6.2, 0.33, 0.19, 5.6, 0.042, 22.0, 143.0, 0.99425, 3.15, 0.63, 9.9, negative
6.3, 0.34, 0.19, 5.8, 0.041, 22.0, 145.0, 0.9943, 3.15, 0.63, 9.9, negative
5.8, 0.29, 0.05, 0.8, 0.038, 11.0, 30.0, 0.9924, 3.36, 0.35, 9.2, negative
6.3, 0.27, 0.23, 2.9, 0.047, 13.0, 100.0, 0.9936, 3.28, 0.43, 9.8, negative
6.4, 0.26, 0.43, 12.6, 0.033, 64.0, 230.0, 0.9974, 3.08, 0.38, 8.9, negative
6.2, 0.28, 0.43, 13.0, 0.039, 64.0, 233.0, 0.99745, 3.08, 0.38, 8.9, negative
6.2, 0.34, 0.28, 7.5, 0.034, 40.0, 197.0, 0.99485, 3.14, 0.6, 9.7, negative
8.2, 0.345, 1.0, 18.2, 0.047, 55.0, 205.0, 0.99965, 2.96, 0.43, 9.6, negative
8.5, 0.16, 0.35, 1.6, 0.039, 24.0, 147.0, 0.9935, 2.96, 0.36, 10.0, negative
7.3, 0.25, 0.39, 6.4, 0.034, 8.0, 84.0, 0.9942, 3.18, 0.46, 11.5, negative
7.6, 0.345, 0.26, 1.9, 0.043, 15.0, 134.0, 0.9936, 3.08, 0.38, 9.5, negative
7.6, 0.345, 0.26, 1.9, 0.043, 15.0, 134.0, 0.9936, 3.08, 0.38, 9.5, negative
7.6, 0.3, 0.25, 4.3, 0.054, 22.0, 111.0, 0.9956, 3.12, 0.49, 9.2, negative
6.5, 0.14, 0.33, 7.6, 0.05, 53.0, 189.0, 0.9966, 3.25, 0.49, 8.6, negative
6.0, 0.2, 0.71, 1.6, 0.15, 10.0, 54.0, 0.9927, 3.12, 0.47, 9.8, negative
6.9, 0.19, 0.33, 1.6, 0.043, 63.0, 149.0, 0.9925, 3.44, 0.52, 10.8, negative
6.5, 0.25, 0.27, 15.2, 0.049, 75.0, 217.0, 0.9972, 3.19, 0.39, 9.9, negative
6.2, 0.25, 0.47, 11.6, 0.048, 62.0, 210.0, 0.9968, 3.19, 0.5, 9.5, negative
6.1, 0.16, 0.27, 12.6, 0.064, 63.0, 162.0, 0.9994, 3.66, 0.43, 8.9, negative
6.8, 0.37, 0.47, 11.2, 0.071, 44.0, 136.0, 0.9968, 2.98, 0.88, 9.2, negative
7.9, 0.64, 0.46, 10.6, 0.244, 33.0, 227.0, 0.9983, 2.87, 0.74, 9.1, positive
7.1, 0.47, 0.24, 6.0, 0.044, 11.0, 77.0, 0.9956, 3.21, 0.56, 9.7, negative
7.5, 0.17, 0.34, 1.4, 0.035, 13.0, 102.0, 0.9918, 3.05, 0.74, 11.0, negative
7.5, 0.33, 0.48, 19.45, 0.048, 55.0, 243.0, 1.001, 2.95, 0.4, 8.8, negative
7.3, 0.15, 0.4, 2.0, 0.05, 24.0, 92.0, 0.9932, 3.14, 0.45, 10.5, negative
6.5, 0.19, 0.1, 1.3, 0.046, 23.0, 107.0, 0.9937, 3.29, 0.45, 10.0, negative
8.3, 0.4, 0.38, 1.1, 0.038, 15.0, 75.0, 0.9934, 3.03, 0.43, 9.2, negative
7.3, 0.24, 0.34, 7.5, 0.048, 29.0, 152.0, 0.9962, 3.1, 0.54, 9.0, negative
7.6, 0.29, 0.42, 1.3, 0.035, 18.0, 86.0, 0.9908, 2.99, 0.39, 11.3, negative
7.0, 0.31, 0.52, 1.7, 0.029, 5.0, 61.0, 0.9918, 3.07, 0.43, 10.4, negative
7.0, 0.21, 0.28, 7.5, 0.07, 45.0, 185.0, 0.9966, 3.34, 0.55, 9.4, negative
6.7, 0.26, 0.26, 4.0, 0.079, 35.5, 216.0, 0.9956, 3.31, 0.68, 9.5, negative
6.7, 0.26, 0.26, 4.1, 0.073, 36.0, 202.0, 0.9956, 3.3, 0.67, 9.5, negative
7.8, 0.26, 0.44, 1.3, 0.037, 43.0, 132.0, 0.9944, 3.18, 0.65, 10.0, negative
6.5, 0.26, 0.34, 16.3, 0.051, 56.0, 197.0, 1.0004, 3.49, 0.42, 9.8, negative
7.3, 0.31, 0.69, 10.2, 0.041, 58.0, 160.0, 0.9977, 3.06, 0.45, 8.6, negative
6.3, 0.16, 0.4, 1.6, 0.033, 59.0, 148.0, 0.9914, 3.44, 0.53, 11.4, negative
7.3, 0.31, 0.69, 10.2, 0.041, 58.0, 160.0, 0.9977, 3.06, 0.45, 8.6, negative
7.4, 0.18, 0.4, 1.6, 0.047, 22.0, 102.0, 0.9937, 3.28, 0.44, 10.7, negative
5.9, 0.415, 0.13, 1.4, 0.04, 11.0, 64.0, 0.9922, 3.29, 0.52, 10.5, negative
5.8, 0.415, 0.13, 1.4, 0.04, 11.0, 64.0, 0.9922, 3.29, 0.52, 10.5, negative
9.6, 0.23, 0.4, 1.5, 0.044, 19.0, 135.0, 0.9937, 2.96, 0.49, 10.9, negative
8.7, 0.22, 0.42, 2.3, 0.053, 27.0, 114.0, 0.994, 2.99, 0.43, 10.0, negative
7.4, 0.41, 0.34, 4.7, 0.042, 19.0, 127.0, 0.9953, 3.25, 0.42, 10.4, negative
9.2, 0.28, 0.46, 3.2, 0.058, 39.0, 133.0, 0.996, 3.14, 0.58, 9.5, negative
6.7, 0.25, 0.23, 7.2, 0.038, 61.0, 220.0, 0.9952, 3.14, 0.35, 9.5, negative
6.9, 0.32, 0.17, 7.6, 0.042, 69.0, 219.0, 0.9959, 3.13, 0.4, 8.9, negative
6.8, 0.32, 0.18, 7.5, 0.041, 71.0, 223.0, 0.9959, 3.14, 0.41, 8.9, negative
7.2, 0.2, 0.38, 1.0, 0.037, 21.0, 74.0, 0.9918, 3.21, 0.37, 11.0, negative
8.2, 0.61, 0.45, 5.4, 0.03, 15.0, 118.0, 0.9954, 3.14, 0.34, 9.6, negative
7.4, 0.22, 0.33, 2.0, 0.045, 31.0, 101.0, 0.9931, 3.42, 0.55, 11.4, negative
6.4, 0.25, 0.41, 8.6, 0.042, 57.0, 173.0, 0.9965, 3.0, 0.44, 9.1, negative
9.8, 0.44, 0.4, 2.8, 0.036, 35.0, 167.0, 0.9956, 2.97, 0.39, 9.2, negative
6.5, 0.41, 0.64, 11.8, 0.065, 65.0, 225.0, 0.9978, 3.12, 0.51, 8.9, negative
7.5, 0.32, 0.37, 1.2, 0.048, 22.0, 184.0, 0.9938, 3.09, 0.43, 9.3, negative
6.4, 0.3, 0.38, 7.8, 0.046, 35.0, 192.0, 0.9955, 3.1, 0.37, 9.0, negative
8.9, 0.33, 0.32, 1.5, 0.047, 11.0, 200.0, 0.9954, 3.19, 0.46, 9.4, negative
7.3, 0.27, 0.39, 6.7, 0.064, 28.0, 188.0, 0.9958, 3.29, 0.3, 9.7, negative
8.0, 0.28, 0.42, 7.1, 0.045, 41.0, 169.0, 0.9959, 3.17, 0.43, 10.6, negative
8.0, 0.28, 0.42, 7.1, 0.045, 41.0, 169.0, 0.9959, 3.17, 0.43, 10.6, negative
8.3, 0.33, 0.42, 1.15, 0.033, 18.0, 96.0, 0.9911, 3.2, 0.32, 12.4, positive
6.4, 0.26, 0.22, 5.1, 0.037, 23.0, 131.0, 0.9944, 3.29, 0.32, 10.1, negative
5.7, 0.245, 0.33, 1.1, 0.049, 28.0, 150.0, 0.9927, 3.13, 0.42, 9.3, negative
7.0, 0.16, 0.73, 1.0, 0.138, 58.0, 150.0, 0.9936, 3.08, 0.3, 9.2, negative
8.1, 0.5, 0.47, 1.1, 0.037, 23.0, 126.0, 0.9938, 3.21, 0.42, 10.9, negative
8.1, 0.5, 0.47, 1.1, 0.037, 23.0, 126.0, 0.9938, 3.21, 0.42, 10.9, negative
7.8, 0.23, 0.28, 4.75, 0.042, 45.0, 166.0, 0.9928, 2.96, 0.4, 11.5, negative
6.9, 0.2, 0.4, 7.7, 0.032, 51.0, 176.0, 0.9939, 3.22, 0.27, 11.4, negative
9.7, 0.14, 0.59, 1.5, 0.049, 23.0, 142.0, 0.9958, 2.98, 0.62, 9.5, negative
9.6, 0.25, 0.54, 1.3, 0.04, 16.0, 160.0, 0.9938, 2.94, 0.43, 10.5, negative
7.0, 0.15, 0.34, 1.4, 0.039, 21.0, 177.0, 0.9927, 3.32, 0.62, 10.8, negative
6.4, 0.25, 0.53, 6.6, 0.038, 59.0, 234.0, 0.9955, 3.03, 0.42, 8.8, negative
6.2, 0.2, 0.26, 1.7, 0.093, 40.0, 161.0, 0.9924, 3.44, 0.66, 11.0, negative
6.7, 0.18, 0.3, 6.4, 0.048, 40.0, 251.0, 0.9956, 3.29, 0.52, 10.0, negative
7.6, 0.54, 0.23, 2.0, 0.029, 13.0, 151.0, 0.9931, 3.04, 0.33, 10.4, negative
6.7, 0.18, 0.3, 6.4, 0.048, 40.0, 251.0, 0.9956, 3.29, 0.52, 10.0, negative
7.6, 0.19, 0.41, 1.1, 0.04, 38.0, 143.0, 0.9907, 2.92, 0.42, 11.4, negative
7.6, 0.19, 0.41, 1.1, 0.04, 38.0, 143.0, 0.9907, 2.92, 0.42, 11.4, negative
