@relation winequality-red-3_vs_5
@attribute FixedAcidity real [4.6, 15.9]
@attribute VolatileAcidity real [0.12, 1.58]
@attribute CitricAcid real [0.0, 1.0]
@attribute ResidualSugar real [0.9, 15.5]
@attribute Chlorides real [0.012, 0.611]
@attribute FreeSulfurDioxide real [1.0, 72.0]
@attribute TotalSulfurDioxide real [6.0, 289.0]
@attribute Density real [0.99007, 1.00369]
@attribute PH real [2.74, 4.01]
@attribute Sulphates real [0.33, 2.0]
@attribute Alcohol real [8.4, 14.9]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
7.5, 0.6, 0.03, 1.8, 0.095, 25.0, 99.0, 0.995, 3.35, 0.54, 10.1, negative
8.9, 0.61, 0.49, 2.0, 0.27, 23.0, 110.0, 0.9972, 3.12, 1.02, 9.3, negative
7.4, 0.39, 0.48, 2.0, 0.082, 14.0, 67.0, 0.9972, 3.34, 0.55, 9.2, negative
7.9, 0.49, 0.32, 1.9, 0.082, 17.0, 144.0, 0.9968, 3.2, 0.55, 9.5, negative
7.3, 0.58, 0.3, 2.4, 0.074, 15.0, 55.0, 0.9968, 3.46, 0.59, 10.2, negative
9.4, 0.34, 0.37, 2.2, 0.075, 5.0, 13.0, 0.998, 3.22, 0.62, 9.2, negative
11.6, 0.42, 0.53, 3.3, 0.105, 33.0, 98.0, 1.001, 3.2, 0.95, 9.2, negative
10.6, 0.83, 0.37, 2.6, 0.086, 26.0, 70.0, 0.9981, 3.16, 0.52, 9.9, negative
9.3, 0.61, 0.26, 3.4, 0.09, 25.0, 87.0, 0.99975, 3.24, 0.62, 9.7, negative
7.7, 0.51, 0.28, 2.1, 0.087, 23.0, 54.0, 0.998, 3.42, 0.74, 9.2, negative
7.1, 0.735, 0.16, 1.9, 0.1, 15.0, 77.0, 0.9966, 3.27, 0.64, 9.3, negative
7.7, 0.96, 0.2, 2.0, 0.047, 15.0, 60.0, 0.9955, 3.36, 0.44, 10.9, negative
9.3, 0.48, 0.29, 2.1, 0.127, 6.0, 16.0, 0.9968, 3.22, 0.72, 11.2, negative
9.9, 0.63, 0.24, 2.4, 0.077, 6.0, 33.0, 0.9974, 3.09, 0.57, 9.4, negative
9.0, 0.45, 0.49, 2.6, 0.084, 21.0, 75.0, 0.9987, 3.35, 0.57, 9.7, negative
8.9, 0.595, 0.41, 7.9, 0.086, 30.0, 109.0, 0.9998, 3.27, 0.57, 9.3, negative
10.0, 0.58, 0.22, 1.9, 0.08, 9.0, 32.0, 0.9974, 3.13, 0.55, 9.5, negative
6.8, 0.69, 0.0, 5.6, 0.124, 21.0, 58.0, 0.9997, 3.46, 0.72, 10.2, negative
10.4, 0.28, 0.54, 2.7, 0.105, 5.0, 19.0, 0.9988, 3.25, 0.63, 9.5, negative
9.7, 0.55, 0.17, 2.9, 0.087, 20.0, 53.0, 1.0004, 3.14, 0.61, 9.4, negative
10.0, 0.73, 0.43, 2.3, 0.059, 15.0, 31.0, 0.9966, 3.15, 0.57, 11.0, negative
7.1, 0.65, 0.18, 1.8, 0.07, 13.0, 40.0, 0.997, 3.44, 0.6, 9.1, negative
9.0, 0.47, 0.31, 2.7, 0.084, 24.0, 125.0, 0.9984, 3.31, 0.61, 9.4, negative
9.4, 0.615, 0.28, 3.2, 0.087, 18.0, 72.0, 1.0001, 3.31, 0.53, 9.7, negative
7.1, 0.31, 0.3, 2.2, 0.053, 36.0, 127.0, 0.9965, 2.94, 1.62, 9.5, negative
8.8, 0.42, 0.21, 2.5, 0.092, 33.0, 88.0, 0.99823, 3.19, 0.52, 9.2, negative
8.8, 0.59, 0.18, 2.9, 0.089, 12.0, 74.0, 0.99738, 3.14, 0.54, 9.4, negative
9.0, 0.82, 0.05, 2.4, 0.081, 26.0, 96.0, 0.99814, 3.36, 0.53, 10.0, negative
8.8, 0.64, 0.17, 2.9, 0.084, 25.0, 130.0, 0.99818, 3.23, 0.54, 9.6, negative
6.7, 0.54, 0.13, 2.0, 0.076, 15.0, 36.0, 0.9973, 3.61, 0.64, 9.8, negative
10.4, 0.44, 0.42, 1.5, 0.145, 34.0, 48.0, 0.99832, 3.38, 0.86, 9.9, positive
9.2, 0.56, 0.18, 1.6, 0.078, 10.0, 21.0, 0.99576, 3.15, 0.49, 9.9, negative
10.7, 0.9, 0.34, 6.6, 0.112, 23.0, 99.0, 1.00289, 3.22, 0.68, 9.3, negative
8.4, 0.59, 0.29, 2.6, 0.109, 31.0, 119.0, 0.99801, 3.15, 0.5, 9.1, negative
7.0, 0.51, 0.09, 2.1, 0.062, 4.0, 9.0, 0.99584, 3.35, 0.54, 10.5, negative
8.6, 0.52, 0.38, 1.5, 0.096, 5.0, 18.0, 0.99666, 3.2, 0.52, 9.4, negative
7.5, 0.58, 0.03, 4.1, 0.08, 27.0, 46.0, 0.99592, 3.02, 0.47, 9.2, negative
8.3, 0.56, 0.22, 2.4, 0.082, 10.0, 86.0, 0.9983, 3.37, 0.62, 9.5, negative
7.8, 0.7, 0.06, 1.9, 0.079, 20.0, 35.0, 0.99628, 3.4, 0.69, 10.9, negative
5.9, 0.46, 0.0, 1.9, 0.077, 25.0, 44.0, 0.99385, 3.5, 0.53, 11.2, negative
8.0, 0.6, 0.08, 2.6, 0.056, 3.0, 7.0, 0.99286, 3.22, 0.37, 13.0, negative
7.5, 0.61, 0.26, 1.9, 0.073, 24.0, 88.0, 0.99612, 3.3, 0.53, 9.8, negative
6.1, 0.59, 0.01, 2.1, 0.056, 5.0, 13.0, 0.99472, 3.52, 0.56, 11.4, negative
7.6, 0.645, 0.03, 1.9, 0.086, 14.0, 57.0, 0.9969, 3.37, 0.46, 10.3, negative
8.7, 0.78, 0.51, 1.7, 0.415, 12.0, 66.0, 0.99623, 3.0, 1.17, 9.2, negative
8.0, 0.6, 0.22, 2.1, 0.08, 25.0, 105.0, 0.99613, 3.3, 0.49, 9.9, negative
7.1, 0.755, 0.15, 1.8, 0.107, 20.0, 84.0, 0.99593, 3.19, 0.5, 9.5, negative
8.0, 0.81, 0.25, 3.4, 0.076, 34.0, 85.0, 0.99668, 3.19, 0.42, 9.2, negative
6.4, 0.57, 0.14, 3.9, 0.07, 27.0, 73.0, 0.99669, 3.32, 0.48, 9.2, negative
9.9, 0.57, 0.25, 2.0, 0.104, 12.0, 89.0, 0.9963, 3.04, 0.9, 10.1, negative
6.8, 0.67, 0.0, 1.9, 0.08, 22.0, 39.0, 0.99701, 3.4, 0.74, 9.7, negative
6.8, 0.68, 0.21, 2.1, 0.07, 9.0, 23.0, 0.99546, 3.38, 0.6, 10.3, negative
7.1, 0.67, 0.0, 2.3, 0.083, 18.0, 27.0, 0.99768, 3.44, 0.54, 9.4, negative
7.8, 0.6, 0.26, 2.0, 0.08, 31.0, 131.0, 0.99622, 3.21, 0.52, 9.9, negative
6.2, 0.6, 0.08, 2.0, 0.09, 32.0, 44.0, 0.9949, 3.45, 0.58, 10.5, negative
