@relation  yeast4
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{positive,negative}
@inputs Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc
@outputs Class
@data
0.39, 0.58, 0.5, 0.1, 0.5, 0.0, 0.51, 0.25, negative
0.58, 0.48, 0.56, 0.12, 0.5, 0.0, 0.46, 0.25, negative
0.56, 0.62, 0.53, 0.24, 0.5, 0.0, 0.57, 0.22, negative
0.63, 0.71, 0.44, 0.53, 0.5, 0.0, 0.52, 0.22, negative
0.55, 0.41, 0.56, 0.21, 0.5, 0.0, 0.52, 0.22, negative
0.53, 0.41, 0.5, 0.24, 1.0, 0.0, 0.47, 0.22, negative
0.65, 0.54, 0.54, 0.13, 0.5, 0.0, 0.53, 0.22, negative
0.36, 0.3, 0.5, 0.19, 0.5, 0.0, 0.55, 0.3, negative
0.51, 0.56, 0.62, 0.24, 0.5, 0.0, 0.52, 0.51, negative
0.37, 0.34, 0.58, 0.24, 0.5, 0.0, 0.44, 0.18, negative
0.49, 0.46, 0.42, 0.46, 0.5, 0.0, 0.55, 0.22, negative
0.59, 0.65, 0.52, 0.3, 0.5, 0.0, 0.46, 0.31, negative
0.74, 0.82, 0.46, 0.24, 0.5, 0.0, 0.5, 0.31, negative
0.37, 0.34, 0.32, 0.22, 0.5, 0.0, 0.56, 0.22, negative
0.59, 0.67, 0.54, 0.19, 0.5, 0.0, 0.48, 0.6, negative
0.36, 0.46, 0.62, 0.46, 0.5, 0.0, 0.51, 0.33, negative
0.43, 0.39, 0.54, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.43, 0.32, 0.56, 0.27, 0.5, 0.0, 0.47, 0.27, negative
0.77, 0.82, 0.4, 0.36, 0.5, 0.0, 0.38, 0.22, negative
0.5, 0.45, 0.49, 0.3, 0.5, 0.0, 0.47, 0.4, negative
0.49, 0.6, 0.55, 0.17, 0.5, 0.0, 0.44, 0.22, negative
0.82, 0.75, 0.54, 0.23, 0.5, 0.0, 0.46, 0.22, negative
0.26, 0.5, 0.33, 0.28, 0.5, 0.0, 0.51, 0.22, negative
0.45, 0.56, 0.49, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.31, 0.31, 0.56, 0.33, 0.5, 0.0, 0.52, 0.33, negative
0.41, 0.48, 0.38, 0.13, 0.5, 0.0, 0.51, 0.35, negative
0.38, 0.26, 0.6, 0.1, 0.5, 0.0, 0.48, 0.44, negative
0.36, 0.43, 0.39, 0.12, 0.5, 0.0, 0.49, 0.22, negative
0.21, 0.38, 0.49, 0.16, 0.5, 0.0, 0.51, 0.45, negative
0.49, 0.49, 0.51, 0.29, 0.5, 0.0, 0.52, 0.71, negative
0.55, 0.69, 0.51, 0.12, 0.5, 0.0, 0.51, 0.22, negative
0.38, 0.4, 0.66, 0.35, 0.5, 0.0, 0.43, 0.11, negative
0.65, 0.61, 0.39, 0.3, 0.5, 0.0, 0.57, 0.28, negative
0.79, 0.62, 0.35, 0.35, 0.5, 0.0, 0.6, 0.28, negative
0.49, 0.48, 0.51, 0.21, 0.5, 0.0, 0.53, 0.22, negative
0.46, 0.41, 0.43, 0.18, 0.5, 0.0, 0.54, 0.22, negative
0.32, 0.44, 0.54, 0.21, 0.5, 0.0, 0.4, 0.19, negative
0.61, 0.55, 0.51, 0.26, 0.5, 0.0, 0.52, 0.22, negative
0.43, 0.28, 0.53, 0.34, 0.5, 0.0, 0.55, 0.57, negative
0.48, 0.48, 0.56, 0.18, 0.5, 0.0, 0.58, 0.22, negative
0.36, 0.37, 0.33, 0.14, 0.5, 0.0, 0.57, 0.31, negative
0.58, 0.56, 0.52, 0.25, 0.5, 0.0, 0.57, 0.35, negative
0.51, 0.39, 0.56, 0.25, 0.5, 0.0, 0.51, 0.33, negative
0.46, 0.62, 0.54, 0.25, 0.5, 0.0, 0.46, 0.22, negative
0.18, 0.48, 0.46, 0.12, 0.5, 0.0, 0.0, 0.25, negative
0.35, 0.39, 0.56, 0.2, 0.5, 0.0, 0.49, 0.41, negative
0.45, 0.51, 0.5, 0.16, 0.5, 0.0, 0.52, 1.0, negative
0.51, 0.4, 0.56, 0.17, 0.5, 0.5, 0.49, 0.22, negative
0.23, 0.2, 0.53, 0.2, 0.5, 0.0, 0.44, 0.22, negative
0.51, 0.52, 0.58, 0.17, 0.5, 0.0, 0.47, 0.28, negative
0.43, 0.4, 0.5, 0.18, 0.5, 0.0, 0.5, 0.28, negative
0.52, 0.5, 0.6, 0.2, 0.5, 0.0, 0.52, 0.22, negative
0.38, 0.4, 0.53, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.43, 0.28, 0.41, 0.32, 0.5, 0.0, 0.52, 0.22, negative
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, negative
0.3, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, negative
0.74, 0.75, 0.58, 0.47, 0.5, 0.0, 0.4, 0.35, negative
0.61, 0.52, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.47, 0.59, 0.43, 0.13, 0.5, 0.0, 0.56, 0.3, negative
0.39, 0.39, 0.65, 0.16, 0.5, 0.0, 0.45, 0.22, negative
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, negative
0.29, 0.39, 0.46, 0.36, 0.5, 0.0, 0.51, 0.22, negative
0.69, 0.66, 0.36, 0.09, 0.5, 0.0, 0.56, 0.22, negative
0.29, 0.68, 0.47, 0.26, 0.5, 0.0, 0.47, 0.37, negative
0.57, 0.29, 0.63, 0.22, 0.5, 0.0, 0.49, 0.27, negative
0.4, 0.45, 0.57, 0.18, 0.5, 0.0, 0.56, 0.26, negative
0.53, 0.31, 0.58, 0.39, 0.5, 0.0, 0.47, 0.37, negative
0.5, 0.46, 0.52, 0.16, 0.5, 0.0, 0.52, 0.26, negative
0.59, 0.51, 0.47, 0.21, 0.5, 0.0, 0.47, 0.22, negative
0.45, 0.57, 0.52, 0.21, 0.5, 0.0, 0.54, 0.38, negative
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, negative
0.54, 0.67, 0.56, 0.15, 0.5, 0.0, 0.57, 0.33, negative
0.47, 0.54, 0.37, 0.14, 0.5, 0.0, 0.5, 0.22, negative
0.45, 0.21, 0.49, 0.24, 0.5, 0.0, 0.46, 0.31, negative
0.47, 0.59, 0.37, 0.31, 0.5, 0.0, 0.51, 0.36, negative
0.79, 0.79, 0.42, 0.26, 0.5, 0.0, 0.6, 0.22, negative
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, negative
0.51, 0.49, 0.48, 0.55, 0.5, 0.0, 0.52, 0.58, negative
0.25, 0.35, 0.22, 0.18, 0.5, 0.0, 0.46, 0.22, negative
0.48, 0.5, 0.47, 0.29, 0.5, 0.0, 0.46, 0.27, negative
0.62, 0.6, 0.47, 0.16, 0.5, 0.0, 0.53, 0.22, negative
0.4, 0.49, 0.53, 0.23, 0.5, 0.0, 0.44, 0.26, negative
0.54, 0.44, 0.35, 0.19, 0.5, 0.0, 0.51, 0.27, negative
0.6, 0.68, 0.3, 0.27, 0.5, 0.0, 0.55, 0.22, negative
0.38, 0.49, 0.54, 1.0, 0.5, 0.0, 0.5, 0.27, negative
0.88, 0.59, 0.54, 0.39, 0.5, 0.0, 0.41, 0.3, negative
0.53, 0.57, 0.6, 0.36, 0.5, 0.0, 0.5, 0.22, negative
0.56, 0.42, 0.52, 0.14, 0.5, 0.0, 0.51, 0.22, negative
0.42, 0.32, 0.61, 0.13, 0.5, 0.0, 0.14, 0.27, negative
0.47, 0.49, 0.6, 0.15, 0.5, 0.0, 0.38, 0.22, negative
0.81, 0.62, 0.43, 0.17, 0.5, 0.0, 0.53, 0.22, negative
0.23, 0.29, 0.46, 0.0, 0.5, 0.0, 0.43, 0.31, negative
0.39, 0.81, 0.35, 0.28, 0.5, 0.0, 0.51, 0.45, negative
0.84, 0.66, 0.36, 0.78, 0.5, 0.0, 0.49, 0.5, negative
0.45, 0.4, 0.43, 0.22, 0.5, 0.0, 0.51, 0.48, negative
0.36, 0.68, 0.38, 0.08, 0.5, 0.0, 0.53, 0.25, negative
0.41, 0.59, 0.46, 0.19, 0.5, 0.0, 0.36, 0.22, negative
0.43, 0.22, 0.79, 0.79, 0.5, 0.0, 0.22, 0.0, negative
0.69, 0.54, 0.55, 0.23, 0.5, 0.0, 0.73, 0.22, negative
0.69, 0.39, 0.52, 0.12, 0.5, 0.0, 0.38, 0.35, negative
0.67, 0.46, 0.58, 0.3, 0.5, 0.0, 0.57, 0.27, negative
0.72, 0.51, 0.52, 0.08, 0.5, 0.0, 0.54, 0.22, negative
0.6, 0.4, 0.59, 0.18, 0.5, 0.0, 0.48, 0.22, negative
0.69, 0.6, 0.51, 0.13, 0.5, 0.83, 0.52, 0.22, negative
0.47, 0.43, 0.59, 0.27, 0.5, 0.0, 0.55, 0.22, negative
0.52, 0.75, 0.37, 0.14, 0.5, 0.0, 0.46, 0.22, negative
0.85, 0.56, 0.33, 0.38, 1.0, 0.0, 0.55, 0.25, negative
0.7, 0.84, 0.49, 0.28, 1.0, 0.0, 0.58, 0.22, negative
0.39, 0.42, 0.38, 0.4, 0.5, 0.0, 0.49, 0.47, negative
0.49, 0.62, 0.65, 0.18, 0.5, 0.0, 0.46, 0.43, negative
