@relation winequality-white-3_vs_7
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Class {positive, negative}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Class
@data
5.6, 0.42, 0.34, 2.4, 0.022, 34.0, 97.0, 0.98915, 3.22, 0.38, 12.8, negative
5.8, 0.3, 0.42, 1.1, 0.036, 19.0, 113.0, 0.98871, 3.1, 0.46, 12.6, negative
6.4, 0.16, 0.25, 1.4, 0.057, 21.0, 125.0, 0.99091, 3.23, 0.44, 11.1, negative
6.6, 0.16, 0.35, 1.8, 0.042, 26.0, 105.0, 0.98962, 3.19, 0.75, 12.4, negative
6.2, 0.3, 0.31, 1.6, 0.035, 40.0, 106.0, 0.98914, 3.26, 0.39, 12.9, negative
6.0, 0.28, 0.27, 15.5, 0.036, 31.0, 134.0, 0.99408, 3.19, 0.44, 13.0, negative
6.0, 0.28, 0.27, 15.5, 0.036, 31.0, 134.0, 0.99408, 3.19, 0.44, 13.0, negative
6.5, 0.19, 0.28, 1.4, 0.046, 22.0, 90.0, 0.99038, 3.18, 0.51, 11.7, negative
7.8, 0.15, 0.34, 1.1, 0.035, 31.0, 93.0, 0.99096, 3.07, 0.72, 11.3, negative
6.6, 0.19, 0.35, 1.5, 0.037, 37.0, 107.0, 0.99006, 3.18, 0.68, 12.0, negative
5.6, 0.28, 0.27, 3.9, 0.043, 52.0, 158.0, 0.99202, 3.35, 0.44, 10.7, negative
6.8, 0.52, 0.26, 5.7, 0.038, 27.0, 130.0, 0.99, 3.11, 0.27, 13.0, negative
6.3, 0.34, 0.27, 2.5, 0.024, 40.0, 152.0, 0.99095, 3.35, 0.6, 11.9, negative
6.1, 0.17, 0.28, 2.5, 0.028, 22.0, 98.0, 0.99072, 3.16, 0.37, 11.1, negative
6.7, 0.31, 0.3, 2.4, 0.038, 30.0, 83.0, 0.98867, 3.09, 0.36, 12.8, negative
6.7, 0.18, 0.31, 10.6, 0.035, 42.0, 143.0, 0.99572, 3.08, 0.49, 9.8, negative
7.0, 0.32, 0.29, 7.6, 0.025, 35.0, 124.0, 0.99162, 3.15, 0.65, 12.8, negative
7.4, 0.16, 0.27, 15.5, 0.05, 25.0, 135.0, 0.9984, 2.9, 0.43, 8.7, negative
6.0, 0.13, 0.36, 1.6, 0.052, 23.0, 72.0, 0.98974, 3.1, 0.5, 11.5, negative
5.8, 0.24, 0.28, 1.4, 0.038, 40.0, 76.0, 0.98711, 3.1, 0.29, 13.9, negative
7.4, 0.16, 0.3, 13.7, 0.056, 33.0, 168.0, 0.99825, 2.9, 0.44, 8.7, negative
5.6, 0.255, 0.57, 10.7, 0.056, 66.0, 171.0, 0.99464, 3.25, 0.61, 10.4, negative
6.3, 0.41, 0.22, 7.3, 0.035, 23.0, 117.0, 0.99172, 3.2, 0.39, 11.94, negative
6.3, 0.41, 0.22, 7.3, 0.035, 23.0, 117.0, 0.99172, 3.2, 0.39, 11.94, negative
5.6, 0.22, 0.32, 1.2, 0.024, 29.0, 97.0, 0.98823, 3.2, 0.46, 13.05, negative
6.5, 0.16, 0.33, 1.0, 0.027, 23.0, 75.0, 0.9908, 3.3, 0.39, 11.4, negative
5.0, 0.24, 0.34, 1.1, 0.034, 49.0, 158.0, 0.98774, 3.32, 0.32, 13.1, negative
6.1, 0.16, 0.34, 6.1, 0.034, 31.0, 114.0, 0.99365, 3.32, 0.58, 10.15, negative
6.9, 0.19, 0.31, 19.25, 0.043, 38.0, 167.0, 0.99954, 2.93, 0.52, 9.1, negative
6.9, 0.19, 0.31, 19.25, 0.043, 38.0, 167.0, 0.99954, 2.93, 0.52, 9.1, negative
5.4, 0.33, 0.31, 4.0, 0.03, 27.0, 108.0, 0.99031, 3.3, 0.43, 12.2, negative
6.1, 0.22, 0.4, 1.85, 0.031, 25.0, 111.0, 0.98966, 3.03, 0.3, 11.8, negative
6.1, 0.24, 0.32, 9.0, 0.031, 41.0, 134.0, 0.99234, 3.25, 0.26, 12.3, negative
6.5, 0.28, 0.34, 4.6, 0.054, 22.0, 130.0, 0.99193, 3.2, 0.46, 12.0, negative
6.8, 0.34, 0.36, 8.9, 0.029, 44.0, 128.0, 0.99318, 3.28, 0.35, 11.95, negative
