@relation  winequality-white-3_vs_7
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.009,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Class{positive,negative}
@inputs FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol
@outputs Class
@data
6.9, 0.31, 0.32, 1.6, 0.036, 34.0, 114.0, 0.99068, 3.19, 0.45, 11.4, negative
7.4, 0.25, 0.37, 6.9, 0.02, 14.0, 93.0, 0.9939, 3.0, 0.48, 10.7, negative
6.9, 0.48, 0.36, 3.5, 0.03, 31.0, 135.0, 0.9904, 3.14, 0.38, 12.2, negative
5.9, 0.3, 0.3, 2.0, 0.03, 38.0, 142.0, 0.98892, 3.41, 0.41, 12.9, negative
6.7, 0.21, 0.34, 1.5, 0.035, 45.0, 123.0, 0.98949, 3.24, 0.36, 12.6, negative
6.6, 0.21, 0.29, 5.35, 0.029, 43.0, 106.0, 0.99112, 2.93, 0.43, 11.5, negative
6.1, 0.17, 0.28, 2.5, 0.028, 22.0, 98.0, 0.99072, 3.16, 0.37, 11.1, negative
7.1, 0.22, 0.33, 2.8, 0.033, 48.0, 153.0, 0.9899, 3.15, 0.38, 12.7, negative
8.6, 0.18, 0.4, 1.1, 0.04, 20.0, 107.0, 0.9923, 2.94, 0.32, 10.2, negative
6.6, 0.32, 0.26, 4.6, 0.031, 26.0, 120.0, 0.99198, 3.4, 0.73, 12.5, negative
7.7, 0.28, 0.33, 6.7, 0.037, 32.0, 155.0, 0.9951, 3.39, 0.62, 10.7, negative
5.8, 0.31, 0.32, 4.5, 0.024, 28.0, 94.0, 0.98906, 3.25, 0.52, 13.7, negative
6.7, 0.31, 0.3, 2.4, 0.038, 30.0, 83.0, 0.98867, 3.09, 0.36, 12.8, negative
7.1, 0.33, 0.25, 1.6, 0.03, 25.0, 126.0, 0.9901, 3.22, 0.34, 12.1, negative
7.3, 0.25, 0.36, 13.1, 0.05, 35.0, 200.0, 0.9986, 3.04, 0.46, 8.9, negative
7.0, 0.3, 0.51, 13.6, 0.05, 40.0, 168.0, 0.9976, 3.07, 0.52, 9.6, negative
6.1, 0.3, 0.3, 2.1, 0.031, 50.0, 163.0, 0.9895, 3.39, 0.43, 12.7, negative
8.6, 0.2, 0.42, 1.5, 0.041, 35.0, 125.0, 0.9925, 3.11, 0.49, 11.4, negative
7.2, 0.32, 0.24, 5.6, 0.033, 23.0, 120.0, 0.99334, 2.92, 0.66, 10.3, negative
5.6, 0.28, 0.4, 6.1, 0.034, 36.0, 118.0, 0.99144, 3.21, 0.43, 12.1, negative
6.9, 0.19, 0.33, 1.6, 0.039, 27.0, 98.0, 0.9898, 3.09, 0.46, 12.3, negative
7.8, 0.2, 0.24, 1.6, 0.026, 26.0, 189.0, 0.991, 3.08, 0.74, 12.1, negative
6.8, 0.18, 0.3, 12.8, 0.062, 19.0, 171.0, 0.99808, 3.0, 0.52, 9.0, negative
6.2, 0.2, 0.33, 5.4, 0.028, 21.0, 75.0, 0.99012, 3.36, 0.41, 13.5, negative
9.0, 0.17, 0.49, 1.0, 0.039, 46.0, 131.0, 0.993, 3.09, 0.51, 10.5, negative
5.6, 0.28, 0.27, 3.9, 0.043, 52.0, 158.0, 0.99202, 3.35, 0.44, 10.7, negative
6.3, 0.23, 0.21, 5.1, 0.035, 29.0, 142.0, 0.9942, 3.36, 0.33, 10.1, negative
6.6, 0.16, 0.4, 1.5, 0.044, 48.0, 143.0, 0.9912, 3.54, 0.52, 12.4, negative
5.1, 0.33, 0.27, 6.7, 0.022, 44.0, 129.0, 0.99221, 3.36, 0.39, 11.0, negative
6.0, 0.22, 0.33, 12.2, 0.033, 25.0, 97.0, 0.99356, 3.17, 0.42, 11.3, negative
6.8, 0.31, 0.3, 8.0, 0.028, 33.0, 122.0, 0.99164, 3.13, 0.63, 12.6, negative
7.5, 0.17, 0.32, 1.7, 0.04, 51.0, 148.0, 0.9916, 3.21, 0.44, 11.5, negative
6.5, 0.4, 0.31, 3.5, 0.046, 22.0, 147.0, 0.99024, 3.15, 0.31, 12.0, negative
7.2, 0.21, 0.37, 1.6, 0.049, 23.0, 94.0, 0.9924, 3.16, 0.48, 10.9, negative
6.5, 0.18, 0.41, 14.2, 0.039, 47.0, 129.0, 0.99678, 3.28, 0.72, 10.3, negative
5.0, 0.27, 0.32, 4.5, 0.032, 58.0, 178.0, 0.98956, 3.45, 0.31, 12.6, negative
6.6, 0.16, 0.29, 1.8, 0.05, 40.0, 147.0, 0.9912, 3.06, 0.44, 11.4, negative
5.4, 0.415, 0.19, 1.6, 0.039, 27.0, 88.0, 0.99265, 3.54, 0.41, 10.0, negative
5.8, 0.26, 0.18, 1.2, 0.031, 40.0, 114.0, 0.9908, 3.42, 0.4, 11.0, negative
7.2, 0.37, 0.15, 2.0, 0.029, 27.0, 87.0, 0.9903, 3.3, 0.59, 12.6, negative
6.2, 0.41, 0.22, 1.9, 0.023, 5.0, 56.0, 0.98928, 3.04, 0.79, 13.0, negative
6.5, 0.3, 0.32, 2.0, 0.044, 34.0, 90.0, 0.99185, 3.37, 0.68, 11.0, negative
6.9, 0.18, 0.36, 1.3, 0.036, 40.0, 117.0, 0.9934, 3.27, 0.95, 9.5, negative
6.0, 0.24, 0.27, 1.9, 0.048, 40.0, 170.0, 0.9938, 3.64, 0.54, 10.0, negative
6.5, 0.33, 0.3, 3.8, 0.036, 34.0, 88.0, 0.99028, 3.25, 0.63, 12.5, negative
5.8, 0.61, 0.01, 8.4, 0.041, 31.0, 104.0, 0.9909, 3.26, 0.72, 14.05, negative
6.1, 0.24, 0.32, 9.0, 0.031, 41.0, 134.0, 0.99234, 3.25, 0.26, 12.3, negative
6.4, 0.105, 0.29, 1.1, 0.035, 44.0, 140.0, 0.99142, 3.17, 0.55, 10.7, negative
6.3, 0.15, 0.3, 1.4, 0.022, 38.0, 100.0, 0.99099, 3.42, 0.57, 11.4, negative
6.6, 0.2, 0.27, 10.9, 0.038, 29.0, 130.0, 0.99496, 3.11, 0.44, 10.5, negative
7.1, 0.2, 0.36, 11.6, 0.042, 45.0, 124.0, 0.997, 2.92, 0.59, 9.5, negative
7.2, 0.19, 0.31, 6.3, 0.034, 17.0, 103.0, 0.99305, 3.15, 0.52, 11.4, negative
7.4, 0.19, 0.49, 6.7, 0.037, 15.0, 110.0, 0.9938, 3.2, 0.38, 11.0, negative
7.4, 0.25, 0.28, 7.25, 0.028, 14.0, 78.0, 0.99238, 2.94, 0.37, 11.5, negative
5.6, 0.49, 0.13, 4.5, 0.039, 17.0, 116.0, 0.9907, 3.42, 0.9, 13.7, negative
6.2, 0.16, 0.33, 1.1, 0.057, 21.0, 82.0, 0.991, 3.32, 0.46, 10.9, negative
6.8, 0.18, 0.38, 1.4, 0.038, 35.0, 111.0, 0.9918, 3.32, 0.59, 11.2, negative
6.2, 0.2, 0.26, 9.7, 0.03, 39.0, 102.0, 0.9908, 3.08, 0.56, 12.9, negative
6.8, 0.19, 0.33, 1.3, 0.031, 22.0, 87.0, 0.98987, 3.08, 0.62, 12.3, negative
8.8, 0.33, 0.44, 6.35, 0.024, 9.0, 87.0, 0.9917, 2.96, 0.4, 12.6, negative
6.3, 0.41, 0.22, 7.3, 0.035, 23.0, 117.0, 0.99172, 3.2, 0.39, 11.94, negative
6.7, 0.27, 0.3, 13.9, 0.029, 34.0, 131.0, 0.9953, 3.36, 0.5, 12.0, negative
5.4, 0.23, 0.36, 1.5, 0.03, 74.0, 121.0, 0.98976, 3.24, 0.99, 12.1, negative
7.0, 0.17, 0.37, 1.5, 0.028, 26.0, 75.0, 0.9922, 3.3, 0.46, 10.8, negative
5.8, 0.2, 0.24, 1.4, 0.033, 65.0, 169.0, 0.99043, 3.59, 0.56, 12.3, negative
6.9, 0.19, 0.35, 1.7, 0.036, 33.0, 101.0, 0.99315, 3.21, 0.54, 10.8, negative
7.0, 0.15, 0.28, 14.7, 0.051, 29.0, 149.0, 0.99792, 2.96, 0.39, 9.0, negative
7.4, 0.16, 0.27, 15.5, 0.05, 25.0, 135.0, 0.9984, 2.9, 0.43, 8.7, negative
7.6, 0.14, 0.74, 1.6, 0.04, 27.0, 103.0, 0.9916, 3.07, 0.4, 10.8, negative
