@relation  shuttle-2_vs_5
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class{positive,negative}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9
@outputs Class
@data
81, 3, 84, 0, -14, -4, 3, 99, 96, negative
76, 0, 81, 0, -40, 29, 5, 123, 118, negative
76, 0, 81, 4, -42, -20, 5, 125, 120, negative
82, 0, 86, 0, -12, -30, 3, 99, 96, negative
102, 1, 104, 1, 70, 0, 1, 34, 32, negative
105, 4, 108, 0, 70, 0, 2, 38, 36, negative
102, 0, 103, 0, 70, -7, 1, 33, 32, negative
85, -1, 88, 0, 2, -10, 3, 86, 82, negative
87, -8, 89, 0, 8, 0, 2, 81, 78, negative
84, 0, 87, 0, -4, 0, 3, 92, 88, negative
84, 4, 87, 0, -4, 0, 3, 92, 88, negative
82, 0, 85, -5, -10, 0, 3, 95, 92, negative
81, 0, 85, 0, -40, 7, 4, 126, 122, negative
76, 0, 81, 4, -42, 0, 5, 125, 120, negative
77, -1, 81, 0, -40, 37, 4, 123, 118, negative
102, 0, 103, 0, 72, 24, 1, 31, 30, negative
84, 7, 89, 0, 6, -15, 5, 84, 78, negative
82, -1, 85, -3, -2, 22, 3, 88, 84, negative
101, 0, 102, 0, 70, -20, 1, 32, 32, negative
104, 3, 105, 0, 72, 4, 1, 33, 32, negative
81, 0, 84, 4, -14, -14, 4, 100, 96, negative
84, -14, 88, -7, 8, 0, 5, 81, 76, negative
87, 3, 89, 0, 8, 0, 2, 81, 80, negative
82, 0, 86, 0, -2, 8, 3, 88, 84, negative
78, 3, 82, 0, -42, 0, 4, 126, 122, negative
81, 0, 84, 0, -22, -28, 4, 108, 104, negative
79, -3, 83, 0, -30, 0, 4, 114, 110, negative
104, 0, 106, 0, 72, 11, 1, 33, 32, negative
76, 2, 81, 0, -40, 0, 4, 122, 118, negative
76, 0, 81, -3, -42, -13, 5, 125, 120, negative
79, 0, 83, 0, -40, -11, 4, 125, 120, negative
81, 0, 86, 0, -40, 4, 4, 127, 122, negative
75, -8, 79, -11, -40, 6, 4, 120, 116, negative
101, 0, 102, 0, 72, 21, 1, 29, 28, negative
81, 0, 85, 0, -40, 6, 4, 126, 122, negative
83, -1, 86, 0, -4, -5, 4, 92, 88, negative
82, -3, 86, -1, -4, -11, 3, 91, 88, negative
84, 5, 87, 0, 0, 0, 3, 87, 84, negative
81, 0, 86, 0, -22, 19, 4, 109, 104, negative
82, 0, 86, 8, -10, 5, 4, 97, 92, negative
81, 0, 85, -5, -22, 0, 4, 108, 104, negative
82, 0, 85, -4, -2, 12, 3, 88, 84, negative
82, 0, 85, -2, -2, 6, 3, 88, 84, negative
81, 0, 84, -1, -20, -16, 4, 105, 102, negative
76, 0, 80, -2, -42, -8, 4, 124, 120, negative
79, 0, 83, -1, -40, 0, 4, 125, 120, negative
101, 0, 102, 0, 70, -12, 1, 32, 32, negative
82, 0, 86, 0, -42, -25, 4, 130, 126, negative
80, 1, 84, 0, -36, 0, 4, 121, 116, negative
103, -2, 104, -1, 70, -15, 1, 35, 34, negative
104, 0, 106, 0, 72, 2, 1, 33, 32, negative
85, 0, 88, 0, 0, -23, 3, 88, 86, negative
83, 0, 87, 0, -40, 1, 4, 128, 124, negative
106, 2, 108, 5, 70, -25, 2, 38, 36, negative
81, 1, 84, 0, -14, -22, 3, 100, 96, negative
81, 0, 85, 3, -12, 0, 4, 98, 94, negative
102, 0, 103, 0, 72, 28, 1, 31, 30, negative
82, 0, 86, 0, -40, 9, 4, 128, 124, negative
102, 3, 102, 1, 72, 14, 1, 30, 30, negative
85, 0, 89, 0, 2, -1, 4, 86, 82, negative
85, 0, 88, 0, 2, -18, 3, 86, 82, negative
102, -5, 104, -2, 72, 16, 1, 31, 30, negative
85, 0, 89, 0, 6, 19, 4, 84, 80, negative
106, 5, 108, 1, 70, 0, 1, 38, 36, negative
102, 0, 103, 1, 70, -9, 1, 33, 32, negative
81, 0, 85, 0, -40, 10, 4, 126, 122, negative
108, 2, 109, 0, 72, 5, 1, 36, 36, negative
104, 0, 105, -7, 70, 0, 1, 35, 34, negative
80, 0, 84, 0, -36, -18, 4, 120, 116, negative
84, -2, 88, 0, 0, 0, 4, 88, 84, negative
106, 0, 107, 0, 72, 0, 1, 35, 34, negative
84, 0, 88, 0, 0, 25, 3, 88, 84, negative
82, 0, 85, 0, -10, -8, 3, 95, 92, negative
105, -5, 106, 0, 70, -30, 1, 36, 36, negative
79, 3, 83, 0, -40, 12, 4, 125, 120, negative
79, 0, 83, 0, -40, 2, 4, 124, 120, negative
103, 2, 104, 4, 70, 0, 1, 35, 34, negative
80, 0, 84, 0, -42, -9, 4, 128, 124, negative
85, 0, 88, -1, 6, 29, 3, 83, 80, negative
78, 1, 81, 0, -40, 114, 4, 123, 120, negative
79, 5, 83, 0, -28, 0, 4, 112, 108, negative
81, 2, 86, 1, -40, 8, 4, 127, 122, negative
87, 5, 89, 0, 8, 0, 2, 81, 80, negative
107, 0, 108, -1, 72, 4, 1, 35, 34, negative
105, 0, 106, -6, 70, 0, 1, 36, 36, negative
82, -1, 86, 0, -12, 0, 4, 99, 94, negative
105, 5, 106, 5, 72, 6, 1, 34, 32, negative
81, 0, 84, 0, -14, -6, 3, 99, 96, negative
103, -2, 104, -5, 72, 12, 1, 31, 30, negative
80, -1, 84, 1, -36, 0, 5, 121, 116, negative
83, -3, 86, -4, -4, 0, 3, 92, 88, negative
84, 1, 88, 0, 0, 3, 3, 88, 84, negative
80, 4, 84, 1, -42, -30, 4, 128, 124, negative
78, 0, 83, 6, -46, 0, 4, 129, 124, negative
85, 0, 88, 0, 2, 21, 3, 86, 82, negative
85, 0, 88, -7, 2, -7, 3, 86, 82, negative
102, 0, 103, 0, 70, -23, 1, 33, 32, negative
85, 0, 88, 0, 2, 26, 3, 86, 82, negative
73, -17, 77, -16, -40, 2, 4, 119, 114, negative
83, 0, 87, 0, -40, 3, 4, 128, 124, negative
103, 3, 104, -1, 70, -1, 1, 35, 34, negative
85, 0, 88, 5, 2, 0, 3, 86, 82, negative
81, 0, 84, 0, -14, 25, 3, 100, 96, negative
82, 0, 86, 0, -12, -1, 3, 99, 96, negative
102, 0, 103, 0, 70, -3, 1, 33, 32, negative
79, 0, 84, 0, -40, 1, 4, 125, 120, negative
77, 4, 81, 0, -42, -18, 4, 125, 122, negative
80, -6, 84, -1, -40, 6, 5, 126, 122, negative
101, 0, 102, 0, 70, -4, 1, 33, 32, negative
80, 0, 84, 2, -24, 4, 4, 110, 106, negative
105, -4, 107, 0, 70, 0, 1, 37, 36, negative
74, 5, 79, 10, -42, 0, 4, 123, 118, negative
85, 2, 88, 4, -2, 0, 3, 91, 88, negative
80, 0, 84, -5, -36, 0, 4, 120, 116, negative
82, 0, 86, 0, -22, 6, 4, 109, 106, negative
79, 0, 83, 0, -42, 26, 4, 127, 122, negative
81, 3, 84, 0, -18, 0, 3, 103, 100, negative
101, 0, 102, 0, 70, -18, 1, 32, 32, negative
85, -1, 89, 0, 2, -4, 4, 86, 82, negative
84, -2, 88, 0, 6, 0, 4, 83, 80, negative
84, 0, 87, 6, -2, 0, 3, 90, 86, negative
104, -1, 105, -1, 70, -22, 1, 35, 34, negative
107, 5, 108, -1, 70, -2, 1, 38, 36, negative
81, 0, 86, 6, -24, 0, 4, 112, 108, negative
105, -2, 106, 0, 72, 3, 1, 34, 32, negative
106, 3, 107, 1, 70, 0, 1, 37, 36, negative
80, 0, 84, 0, -40, 24, 4, 125, 122, negative
102, 0, 103, 0, 72, 8, 1, 31, 30, negative
103, 2, 104, 0, 70, 0, 1, 34, 34, negative
81, 0, 86, 0, -24, -12, 4, 112, 108, negative
84, 0, 88, 0, -2, -8, 3, 90, 88, negative
81, 0, 84, 0, -22, -10, 4, 108, 104, negative
108, 3, 109, 0, 72, 7, 1, 36, 36, negative
80, 0, 85, 3, -40, 5, 5, 126, 122, negative
83, 0, 86, 0, -6, -19, 3, 94, 90, negative
79, -3, 83, 0, -46, 0, 5, 130, 126, negative
85, 0, 88, 0, 6, -1, 3, 83, 80, negative
84, 4, 89, 0, 6, -10, 5, 84, 80, negative
79, 0, 83, -5, -46, 0, 4, 129, 126, negative
79, 0, 83, 0, -30, -11, 4, 114, 110, negative
81, 4, 84, 0, -14, -16, 3, 100, 96, negative
82, 0, 86, 0, -2, 9, 3, 88, 84, negative
81, -1, 84, 0, -18, 0, 4, 103, 98, negative
102, 0, 102, -2, 70, -5, 1, 33, 32, negative
82, 0, 85, 0, -6, 10, 3, 93, 90, negative
80, -1, 84, 0, -20, 3, 4, 105, 100, negative
83, 1, 86, 0, -6, 0, 3, 94, 90, negative
85, 0, 88, 0, 6, 10, 3, 83, 80, negative
78, 4, 82, 0, -46, 0, 4, 128, 124, negative
84, 0, 88, 6, 0, 0, 4, 88, 84, negative
106, 0, 107, 0, 72, 6, 1, 35, 34, negative
85, 0, 88, -56, 0, 0, 3, 88, 84, negative
105, -5, 106, 0, 70, 0, 1, 36, 36, negative
76, 1, 81, 6, -40, 19, 5, 123, 118, negative
83, 0, 86, 0, -2, 0, 3, 88, 86, negative
81, 3, 85, 0, -40, 6, 4, 126, 122, negative
105, 1, 108, 0, 70, 0, 2, 38, 36, negative
107, 1, 109, 5, 72, 1, 2, 36, 34, negative
79, 0, 84, 0, -36, -1471, 4, 120, 116, negative
80, 0, 84, 0, -36, -2, 4, 120, 116, negative
76, 1, 81, 0, -40, 0, 4, 122, 118, negative
83, 0, 86, -1, -4, 4, 3, 92, 88, negative
80, 1, 84, 0, -42, -23, 4, 128, 124, negative
107, 0, 108, -5, 70, 0, 1, 38, 36, negative
82, 0, 86, 0, -2, 17, 3, 88, 84, negative
105, -1, 106, -5, 70, -4, 1, 36, 36, negative
81, 0, 86, 2, -22, 0, 4, 109, 104, negative
85, 0, 88, 0, 2, -24, 3, 86, 82, negative
107, -1, 108, 0, 70, 0, 1, 38, 36, negative
102, 0, 102, -2, 70, -16, 1, 33, 32, negative
105, 0, 106, 1, 70, 0, 2, 36, 34, negative
102, 0, 102, -6, 70, -2, 1, 33, 32, negative
76, 3, 81, 2, -40, 9, 5, 122, 118, negative
81, 1, 84, 0, -14, 8, 3, 100, 96, negative
105, 0, 107, 1, 70, 0, 1, 37, 36, negative
103, 5, 104, 0, 70, 0, 1, 34, 34, negative
85, 0, 88, -3, 6, 0, 3, 83, 80, negative
77, 2, 82, 6, -40, 15, 5, 123, 118, negative
105, 3, 107, 6, 72, 3, 1, 35, 34, negative
86, 6, 89, 0, 8, 12, 3, 81, 78, negative
85, -2, 89, 0, 2, -6, 4, 86, 82, negative
102, -4, 104, 0, 70, 0, 1, 34, 32, negative
79, 0, 83, 0, -38, 3, 4, 122, 118, negative
102, -3, 103, 0, 72, 23, 1, 31, 30, negative
105, 6, 106, 7, 72, 7, 1, 34, 32, negative
81, 0, 84, 0, -22, -6, 3, 108, 104, negative
82, 0, 85, -1, -2, 0, 3, 88, 84, negative
81, 0, 84, -5, -14, 0, 3, 99, 96, negative
83, 0, 86, -2, -4, 1, 3, 92, 88, negative
83, 0, 87, 0, -40, 2, 4, 128, 124, negative
107, 0, 108, -3, 72, 10, 1, 35, 34, negative
80, 0, 84, 1, -24, 1, 4, 110, 106, negative
104, 0, 106, 0, 72, 3, 1, 33, 32, negative
71, 2, 75, 1, -42, -14, 4, 119, 114, negative
80, 0, 84, 0, -36, -5, 4, 120, 116, negative
81, -2, 86, 0, -22, 0, 4, 109, 104, negative
79, 3, 83, 0, -42, -21, 4, 127, 122, negative
79, 0, 84, 4, -38, 0, 4, 123, 118, negative
78, 2, 82, 5, -42, 0, 4, 126, 122, negative
82, -2, 86, 0, -10, 1, 4, 96, 92, negative
81, 2, 84, 0, -24, 0, 4, 110, 106, negative
84, 4, 87, 4, -4, 0, 3, 92, 88, negative
101, -2, 102, -2, 72, 0, 1, 29, 28, negative
79, -2, 83, -1, -32, 213, 4, 117, 112, negative
79, 0, 83, 0, -30, 5, 4, 114, 110, negative
81, 0, 84, 0, -22, -20, 4, 108, 104, negative
79, -2, 84, 0, -40, 1, 4, 125, 120, negative
101, 0, 102, 0, 72, 6, 1, 29, 28, negative
104, 3, 106, 5, 70, 0, 1, 36, 34, negative
105, 2, 107, 4, 72, 2, 1, 35, 34, negative
76, 0, 81, 0, -40, 16, 5, 123, 118, negative
81, 0, 84, 0, -20, 16, 4, 105, 102, negative
105, 6, 106, 1, 70, 0, 1, 36, 34, negative
84, 0, 88, -1, -2, -9, 3, 90, 88, negative
87, 3, 89, 0, 8, 1, 2, 81, 78, negative
76, -3, 81, -2, -40, 30, 5, 123, 118, negative
79, -1, 83, -10, 436, 6339, 4, -353, -356, negative
85, 0, 88, 0, 2, -28, 3, 86, 82, negative
81, -5, 85, -1, -42, -30, 4, 129, 124, negative
79, 0, 83, 0, -28, 13, 4, 112, 108, negative
105, -3, 106, -5, 70, 0, 1, 36, 34, negative
72, 6, 76, 3, -42, -4, 4, 119, 116, negative
76, 0, 81, 0, -42, 0, 5, 125, 120, negative
82, 5, 86, 8, -40, 1, 5, 128, 124, negative
82, -2, 86, 0, -2, 2, 4, 88, 84, negative
80, 0, 84, 7, -38, -2, 5, 123, 118, negative
82, 0, 86, 0, -12, -12, 3, 99, 96, negative
86, 4, 89, 0, 8, 8, 3, 81, 78, negative
80, 0, 84, -3, -20, 0, 4, 105, 100, negative
76, -1, 81, 0, -40, 0, 5, 122, 118, negative
83, -2, 86, -2, -4, 0, 3, 92, 88, negative
81, 2, 85, 0, -12, 0, 4, 98, 94, negative
104, -2, 106, 0, 70, 0, 1, 36, 34, negative
82, 0, 86, 0, -10, 12, 3, 96, 92, negative
78, 0, 82, -4, -40, 0, 4, 123, 120, negative
101, 0, 102, 0, 70, 0, 1, 33, 32, negative
82, 2, 86, 0, -22, 12, 4, 109, 106, negative
84, 0, 88, -1, 6, -3, 5, 83, 78, negative
102, 0, 102, -3, 70, -1, 1, 33, 32, negative
79, 0, 83, 0, -28, 7, 4, 112, 108, negative
106, 6, 107, 2, 72, 1, 1, 35, 34, negative
103, -4, 104, -2, 70, 0, 1, 35, 34, negative
84, 0, 88, 0, -2, -26, 3, 90, 88, negative
77, -3, 81, 0, -40, 0, 4, 123, 118, negative
81, 0, 84, 0, -14, 21, 3, 100, 96, negative
105, 1, 107, 6, 70, 0, 1, 37, 36, negative
81, 5, 85, 0, -12, 0, 4, 98, 94, negative
79, 0, 83, 0, -46, -1, 4, 130, 126, negative
73, 9, 77, 13, -42, -8, 4, 121, 116, negative
106, -2, 107, -4, 72, 0, 1, 35, 34, negative
83, 0, 86, 0, -4, 2, 3, 92, 88, negative
79, 0, 83, 0, -42, 17, 4, 127, 122, negative
102, 4, 103, 2, 70, -3, 1, 33, 32, negative
82, 0, 86, 0, -40, 11, 4, 128, 124, negative
76, -5, 81, 0, -40, 0, 4, 122, 118, negative
81, 0, 84, 0, -14, 4, 4, 100, 96, negative
102, -4, 104, 0, 70, -11, 2, 34, 32, negative
80, -1, 84, 0, -20, 5, 4, 105, 100, negative
123, 170, 105, 0, 36, -1, -18, 69, 86, negative
86, 5, 89, 0, 2, -5, 3, 86, 84, negative
80, -4, 84, -6, -42, 17, 5, 128, 124, negative
104, 5, 106, 6, 70, -29, 1, 36, 34, negative
81, 0, 84, 8, -12, 23, 4, 97, 94, negative
103, -3, 104, -8, 72, 9, 1, 31, 30, negative
74, 1, 79, 2, -42, 0, 4, 123, 118, negative
81, -1, 86, 0, -22, 13, 4, 109, 104, negative
82, -1, 85, -7, -2, 1, 3, 88, 84, negative
84, 10, 89, 0, 8, 26, 5, 81, 76, negative
116, 4501, 106, -2, 30, 47, -10, 75, 84, negative
80, 0, 84, -7, -20, 1, 4, 105, 100, negative
121, 962, 106, -2, 34, -3, -15, 72, 88, negative
