@relation  shuttle-2_vs_5
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class{positive,negative}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9
@outputs Class
@data
80, 0, 84, -1, -38, -6, 4, 123, 118, negative
82, 0, 86, 1, -6, 0, 4, 94, 90, negative
108, 1, 109, 1, 72, 8, 1, 36, 36, negative
81, -3, 85, 0, -40, 4, 4, 126, 122, negative
82, 0, 86, -3, -40, 0, 4, 128, 124, negative
81, 0, 85, 0, -40, 5, 4, 126, 122, negative
79, 0, 83, 0, -46, -24, 4, 130, 126, negative
85, 0, 88, -2, 0, 0, 3, 88, 84, negative
76, 0, 80, -2, -40, 0, 4, 121, 118, negative
82, 0, 85, -1, -2, 7, 3, 88, 84, negative
82, 0, 85, 0, -6, 5, 3, 93, 90, negative
78, 1, 82, 1, -40, 12, 4, 123, 120, negative
103, 0, 104, 2, 70, 0, 1, 35, 34, negative
102, 1, 103, 1, 70, -6, 1, 33, 32, negative
76, 3, 81, 0, -42, 0, 4, 125, 120, negative
85, 0, 88, 0, 2, -13, 3, 86, 82, negative
85, 4, 88, 0, 6, 0, 3, 83, 80, negative
81, -1, 84, 0, -12, 17, 4, 97, 94, negative
84, 0, 87, -3, 0, 0, 3, 87, 84, negative
79, 0, 83, 1, -42, 0, 5, 127, 122, negative
101, 0, 102, 0, 72, 17, 1, 29, 28, negative
79, 0, 83, 0, -38, 12, 4, 122, 118, negative
81, 2, 84, 0, -22, -3, 3, 108, 104, negative
80, 0, 84, 0, -24, 31, 4, 110, 106, negative
82, 0, 86, 0, -42, -19, 4, 130, 126, negative
85, 0, 88, 0, 0, -30, 3, 88, 84, negative
104, 1, 105, 1, 70, 0, 1, 35, 34, negative
107, 3, 108, 0, 70, 0, 1, 38, 38, negative
102, 0, 103, 3, 70, -8, 1, 33, 32, negative
85, 0, 89, 6, 2, -11, 4, 86, 82, negative
84, -10, 89, 0, 8, 0, 5, 81, 76, negative
84, 1, 87, 1, -4, 0, 3, 92, 88, negative
83, 5, 86, 0, -2, 0, 3, 88, 86, negative
82, 0, 86, 0, -10, 0, 3, 96, 92, negative
78, 1, 82, 1, -40, 7, 4, 123, 120, negative
77, 0, 81, 8, -42, 0, 4, 125, 120, negative
77, -1, 81, 0, -40, 30, 4, 123, 118, negative
102, -1, 103, 0, 72, 23, 1, 31, 30, negative
85, 0, 88, 0, 0, -15, 3, 88, 86, negative
84, 0, 88, 0, 0, 23, 3, 88, 84, negative
102, 0, 103, 0, 70, -19, 1, 33, 32, negative
104, 2, 105, 0, 72, 3, 1, 33, 32, negative
83, 0, 86, 0, -6, -14, 3, 94, 90, negative
86, -3, 89, 0, 8, 0, 3, 81, 78, negative
87, 0, 89, 0, 8, 0, 2, 81, 78, negative
85, 0, 88, 0, 6, 8, 3, 83, 80, negative
77, 4, 81, 0, -42, 0, 4, 125, 122, negative
81, 1, 86, 0, -42, -28, 4, 130, 126, negative
80, -3, 84, 0, -28, 0, 4, 112, 108, negative
104, 0, 106, 1, 72, 10, 1, 33, 32, negative
75, 2, 79, 2, -42, 0, 4, 123, 120, negative
80, 0, 84, 0, -42, -14, 4, 128, 124, negative
79, 0, 83, 0, -46, -11, 4, 130, 126, negative
79, 0, 83, 0, -42, 4, 4, 127, 122, negative
71, -8, 75, -5, -40, 7, 4, 116, 112, negative
102, -1, 103, -2, 72, 22, 1, 31, 30, negative
77, 0, 81, 0, -40, 6, 4, 123, 118, negative
83, 0, 86, 0, -4, -6, 3, 92, 88, negative
84, -1, 88, -3, -2, -13, 3, 90, 88, negative
83, 3, 86, 0, -2, 0, 3, 88, 86, negative
80, 0, 84, 0, -24, 18, 4, 110, 106, negative
83, 0, 86, 0, -4, 6, 3, 92, 88, negative
81, 0, 85, 0, -22, 0, 4, 108, 104, negative
84, 0, 87, -2, 0, 13, 3, 87, 84, negative
83, 0, 86, 0, -4, 7, 3, 92, 88, negative
82, 0, 85, 0, -10, -16, 3, 95, 92, negative
80, 0, 84, 0, -36, -6, 4, 120, 116, negative
77, 0, 81, 0, -40, 0, 4, 123, 118, negative
102, 0, 103, 0, 70, -13, 1, 33, 32, negative
80, -2, 84, -3, -42, -24, 4, 128, 124, negative
80, 1, 84, 0, -38, 0, 4, 123, 118, negative
102, 0, 103, 0, 70, -14, 1, 33, 32, negative
106, 0, 108, 1, 72, 2, 1, 35, 34, negative
85, 0, 88, 0, 0, -24, 3, 88, 86, negative
78, -1, 83, 0, -40, 1, 4, 124, 120, negative
105, 3, 106, 3, 70, -27, 1, 36, 36, negative
83, 0, 86, 0, -6, -21, 3, 94, 90, negative
82, 0, 85, -1, -12, 0, 3, 98, 94, negative
102, 0, 103, 0, 72, 26, 1, 31, 30, negative
79, 0, 84, 0, -40, 9, 4, 125, 120, negative
102, 0, 103, 0, 72, 16, 1, 31, 30, negative
84, 1, 86, 0, -2, 0, 3, 89, 86, negative
85, 0, 88, 0, 0, -17, 3, 88, 86, negative
103, -6, 104, -1, 72, 18, 1, 32, 30, negative
85, 0, 89, 1, 6, 20, 4, 84, 80, negative
105, 5, 106, 1, 70, 0, 1, 36, 36, negative
102, 0, 103, 5, 70, -10, 1, 33, 32, negative
82, 0, 86, 0, -40, 10, 4, 128, 124, negative
108, 0, 109, 0, 72, 5, 1, 36, 36, negative
104, 0, 104, -4, 70, 0, 1, 35, 34, negative
81, 0, 86, 0, -24, -15, 4, 112, 108, negative
85, -2, 89, 0, 2, 0, 4, 86, 82, negative
105, 0, 106, 0, 70, 0, 1, 36, 34, negative
83, 0, 86, -7, -2, 24, 3, 88, 86, negative
81, 0, 84, 0, -22, -8, 4, 108, 104, negative
101, 0, 102, 0, 70, -31, 1, 32, 32, negative
79, 0, 83, 0, -42, 12, 4, 127, 122, negative
80, 1, 84, -1, -36, 2, 4, 121, 116, negative
105, 2, 107, 5, 70, 0, 1, 37, 36, negative
71, 1, 75, 0, -42, -9, 4, 119, 114, negative
85, 0, 88, 0, 0, 30, 3, 88, 84, negative
78, 1, 81, 0, -40, 177, 4, 123, 120, negative
81, 4, 85, 0, -24, 0, 4, 111, 108, negative
81, 3, 85, 0, -40, 8, 4, 126, 122, negative
84, 2, 87, 0, 0, 0, 3, 87, 84, negative
101, 0, 102, 0, 72, 4, 1, 30, 28, negative
105, 0, 106, -7, 70, 0, 1, 36, 36, negative
81, 0, 84, -1, -14, 0, 3, 99, 96, negative
104, 2, 105, 0, 72, 6, 1, 33, 32, negative
83, 0, 86, 0, -4, -7, 4, 92, 88, negative
107, -1, 108, 0, 72, 13, 1, 36, 34, negative
80, 0, 84, 3, -36, 0, 5, 121, 116, negative
84, -5, 87, 0, 0, 0, 3, 87, 84, negative
85, 0, 88, 0, 2, 4, 3, 86, 82, negative
81, 2, 85, 0, -42, -27, 4, 129, 124, negative
79, 0, 83, 5, -46, 0, 5, 130, 126, negative
82, 0, 86, 0, -10, 21, 3, 96, 92, negative
84, 0, 88, 0, -2, -7, 3, 90, 88, negative
102, 0, 103, 0, 70, -22, 1, 33, 32, negative
86, 5, 89, 0, 6, 28, 3, 84, 80, negative
80, -5, 84, -6, -40, 1, 4, 126, 122, negative
79, 0, 83, 0, -40, 3, 4, 125, 120, negative
102, 3, 102, 0, 70, 0, 1, 33, 32, negative
85, 0, 89, 8, 2, 0, 4, 86, 82, negative
81, 0, 84, 0, -14, 24, 3, 100, 96, negative
82, 0, 86, 0, -12, -4, 3, 99, 96, negative
101, -2, 102, 0, 70, -3, 1, 33, 32, negative
79, 1, 84, 3, -40, 2, 4, 125, 120, negative
80, 4, 84, 0, -42, -20, 4, 128, 124, negative
80, -4, 84, -2, -36, 4, 5, 121, 116, negative
103, -1, 104, -3, 70, -4, 1, 35, 34, negative
80, 0, 84, 0, -24, 5, 4, 110, 106, negative
106, -5, 108, 0, 70, 0, 1, 38, 36, negative
80, 5, 84, 0, -42, 0, 4, 128, 124, negative
84, 2, 87, 0, -4, 0, 3, 92, 88, negative
79, 0, 84, 0, -38, 0, 4, 123, 118, negative
82, 0, 86, 0, -22, 7, 4, 109, 106, negative
79, 0, 83, 0, -38, 24, 4, 122, 118, negative
82, 4, 86, 0, -12, 0, 3, 99, 96, negative
102, -3, 104, -1, 70, -20, 1, 34, 32, negative
85, -1, 89, 0, 2, -5, 4, 86, 82, negative
83, -3, 88, 0, 6, 0, 5, 83, 78, negative
83, 0, 86, 5, -2, 0, 4, 89, 86, negative
104, 0, 106, 1, 70, -26, 1, 36, 34, negative
106, 3, 108, 0, 70, 0, 1, 38, 36, negative
81, 0, 84, 0, -24, 0, 4, 110, 106, negative
105, -5, 106, 1, 72, 3, 2, 34, 32, negative
106, 2, 108, 0, 70, 0, 1, 38, 36, negative
80, 0, 84, 2, -36, 22, 5, 121, 116, negative
105, 0, 106, -3, 72, 8, 1, 34, 34, negative
103, 1, 104, 0, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -14, -12, 3, 99, 96, negative
86, 4, 89, 0, 2, -7, 3, 86, 84, negative
80, 1, 84, 0, -28, -10, 4, 112, 108, negative
108, 0, 109, 0, 72, 7, 1, 36, 36, negative
81, 4, 86, 1, -40, 5, 4, 127, 122, negative
81, 0, 84, 0, -20, -20, 4, 105, 102, negative
79, -1, 83, 0, -46, 0, 5, 130, 126, negative
84, -2, 88, 0, 2, 0, 3, 85, 82, negative
84, -1, 88, -3, 6, -9, 4, 83, 78, negative
78, 0, 82, -1, -46, 0, 4, 128, 124, negative
80, 0, 84, 0, -28, -8, 4, 112, 108, negative
84, 0, 88, 0, -2, -16, 3, 90, 88, negative
84, 0, 87, -1, 0, 10, 3, 87, 84, negative
80, 0, 84, 2, -20, 0, 4, 105, 100, negative
102, 0, 103, 3, 70, -5, 1, 33, 32, negative
82, 0, 85, 0, -6, 11, 3, 93, 90, negative
81, 0, 84, 0, -20, 5, 4, 105, 102, negative
84, 1, 88, 0, -2, 0, 3, 90, 88, negative
85, 0, 88, 0, 6, 14, 3, 83, 80, negative
78, 1, 82, 0, -46, 0, 4, 128, 124, negative
84, 1, 88, 5, 0, 0, 3, 88, 84, negative
104, -1, 106, 0, 72, 6, 1, 33, 32, negative
85, 0, 88, -5, 2, 0, 3, 85, 82, negative
103, -5, 104, -3, 70, 0, 1, 35, 34, negative
76, 0, 80, 0, -40, 17, 4, 121, 116, negative
83, -1, 87, 6, -4, 0, 4, 92, 88, negative
82, 0, 87, 1, -40, 4, 5, 128, 124, negative
105, 1, 106, 0, 70, 0, 1, 36, 34, negative
105, 0, 106, 0, 72, 1, 1, 34, 34, negative
79, 0, 83, 0, -42, -81, 4, 127, 124, negative
79, -1, 83, 0, -30, -3, 4, 114, 110, negative
79, 2, 83, 0, -42, 0, 4, 126, 122, negative
82, 0, 86, 0, -10, 4, 3, 96, 92, negative
79, 0, 83, 0, -46, -21, 4, 130, 126, negative
107, 0, 108, -2, 70, 0, 1, 38, 36, negative
85, 0, 88, 0, 6, 17, 3, 83, 80, negative
102, 1, 104, 8, 70, -4, 2, 34, 32, negative
80, 0, 84, 4, -20, 0, 4, 105, 100, negative
85, 0, 88, 0, 2, -20, 3, 86, 82, negative
105, -2, 108, 0, 70, 0, 3, 38, 36, negative
102, 0, 104, 0, 70, -13, 1, 34, 32, negative
105, 0, 106, -1, 70, 0, 1, 36, 36, negative
102, 0, 102, -2, 70, -1, 1, 33, 32, negative
77, 0, 81, 0, -40, 8, 4, 123, 118, negative
81, 0, 84, 0, -14, 9, 3, 100, 96, negative
105, 0, 106, 3, 70, 0, 2, 36, 34, negative
104, 5, 106, 6, 70, 0, 1, 36, 34, negative
85, 0, 88, -6, 6, 0, 3, 83, 80, negative
79, 0, 83, 0, -38, 15, 4, 122, 118, negative
107, 0, 108, 0, 72, 3, 1, 35, 34, negative
86, 7, 89, 0, 8, 9, 3, 81, 78, negative
85, -1, 88, 0, 2, -8, 3, 86, 82, negative
105, -3, 107, -2, 70, 0, 2, 37, 34, negative
80, 0, 84, 0, -32, 2, 4, 117, 114, negative
85, -3, 89, 0, 6, 31, 4, 84, 80, negative
108, 0, 108, -6, 72, 7, 1, 36, 36, negative
80, 1, 84, 0, -28, -6, 4, 112, 108, negative
84, 1, 87, 0, -2, 0, 3, 90, 86, negative
81, 1, 84, 0, -14, 0, 3, 99, 96, negative
82, 0, 86, 2, -6, 1, 4, 94, 90, negative
82, -2, 86, 0, -40, 2, 5, 128, 124, negative
102, 2, 103, 1, 72, 10, 1, 31, 30, negative
80, 0, 84, -6, -20, 1, 4, 105, 100, negative
107, 2, 108, 0, 72, 2, 1, 36, 34, negative
80, 5, 84, 2, -38, -13, 4, 123, 118, negative
81, 0, 85, 0, -24, -4, 4, 111, 108, negative
80, -2, 84, 0, -28, 0, 4, 112, 108, negative
82, 4, 86, 0, -24, -19, 4, 112, 108, negative
76, 0, 81, 2, -40, 0, 5, 122, 118, negative
83, 1, 87, 0, -40, 0, 4, 128, 124, negative
82, -1, 86, 0, -10, 0, 4, 96, 92, negative
79, 2, 83, 0, -28, 0, 4, 112, 108, negative
84, 3, 87, 0, -2, 0, 3, 90, 86, negative
101, -3, 102, -4, 72, 0, 1, 29, 28, negative
79, 0, 83, 0, -32, 68, 4, 117, 112, negative
80, 0, 84, 0, -32, 7, 4, 117, 114, negative
82, -5, 86, -2, -4, -17, 3, 91, 88, negative
76, -4, 80, 0, -40, 0, 4, 121, 116, negative
105, -4, 106, 0, 72, 6, 1, 34, 32, negative
104, 4, 105, 4, 70, 0, 1, 35, 34, negative
107, 0, 109, 4, 72, 1, 2, 36, 34, negative
79, -2, 84, 0, -40, 16, 4, 125, 120, negative
81, 0, 84, 0, -20, 13, 4, 105, 102, negative
104, 6, 106, 9, 70, 0, 1, 36, 34, negative
83, 0, 86, 0, -4, -13, 3, 92, 88, negative
84, 0, 87, 0, 0, 1, 3, 87, 84, negative
81, 0, 85, 0, -22, 31, 4, 108, 104, negative
82, 0, 86, 0, -10, 31, 3, 96, 92, negative
84, 0, 88, 0, -2, -27, 3, 90, 88, negative
71, -4, 75, -7, -42, -29, 4, 119, 114, negative
79, 0, 83, 5, -40, 14, 5, 125, 120, negative
105, -2, 106, -4, 70, 0, 1, 36, 34, negative
74, 9, 78, 5, -42, -1, 4, 122, 118, negative
79, 0, 83, -3, -40, 0, 4, 125, 120, negative
82, 3, 86, 5, -40, 0, 5, 128, 124, negative
84, 0, 87, -7, 0, 2, 3, 87, 84, negative
79, -1, 83, 0, -30, 0, 4, 114, 110, negative
83, -5, 86, 0, -4, -15, 4, 92, 88, negative
82, 1, 86, -1, -10, 6, 3, 96, 92, negative
81, 2, 84, 0, -20, 0, 4, 105, 102, negative
76, 0, 81, 4, -40, 0, 5, 122, 118, negative
82, 2, 86, 2, -2, 0, 3, 88, 84, negative
81, 3, 84, 0, -14, 0, 3, 100, 96, negative
105, -2, 107, 0, 72, 0, 1, 35, 34, negative
80, 0, 84, 0, -24, 11, 4, 110, 106, negative
79, -1, 83, -5, -40, 0, 4, 125, 120, negative
102, 0, 102, 0, 70, -1, 1, 33, 32, negative
81, 1, 84, 0, -14, 9, 3, 100, 96, negative
85, 4, 89, 0, 6, -4, 4, 84, 80, negative
105, 0, 106, -2, 70, -1, 1, 36, 36, negative
81, 0, 86, 8, -40, 7, 5, 127, 122, negative
101, 0, 102, 0, 72, 1, 1, 30, 28, negative
106, -5, 108, 2, 72, 0, 2, 35, 34, negative
104, 0, 105, 0, 70, -27, 1, 35, 34, negative
79, -1, 83, -7, -40, 0, 4, 125, 120, negative
81, 0, 84, 0, -20, 24, 4, 105, 102, negative
105, -1, 106, -6, 70, 0, 1, 36, 34, negative
82, 0, 85, 0, -6, 2, 3, 93, 90, negative
82, 0, 86, -1, -40, 0, 4, 128, 124, negative
76, -1, 81, -1, -42, -4, 5, 125, 120, negative
101, 2, 102, -5, 72, 0, 1, 29, 28, negative
81, -4, 84, 0, -14, 2, 4, 100, 96, negative
82, 5, 86, 0, -22, 16, 4, 109, 106, negative
101, -4, 102, 0, 70, -6, 1, 33, 32, negative
79, -1, 83, -3, -32, 12, 4, 117, 112, negative
78, 0, 83, 6, -42, 0, 4, 126, 122, negative
81, -1, 84, 0, -14, 6, 4, 100, 96, negative
102, 0, 103, 0, 70, -27, 1, 33, 32, negative
79, 1, 83, 8, -40, 13, 5, 125, 120, negative
86, 4, 89, 0, 2, -4, 3, 86, 84, negative
81, 4, 84, 0, -24, 0, 3, 110, 106, negative
81, 0, 84, 0, -18, 17, 4, 103, 98, negative
79, 0, 84, 0, -32, -35, 4, 117, 112, negative
83, 0, 86, 0, -4, 19, 3, 92, 88, negative
102, 3, 103, 3, 72, 11, 1, 31, 30, negative
79, 1, 83, 0, -46, 0, 4, 130, 126, negative
82, 0, 85, -2, -6, 3, 3, 93, 90, negative
80, 4, 84, 8, -28, 0, 4, 112, 108, negative
101, 2, 102, 8, 72, 13, 1, 30, 28, negative
123, 1409, 105, 1, 36, -5, -18, 69, 86, negative
105, 0, 106, -6, 72, 13, 1, 34, 34, negative
