@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
82, 0, 86, 0, -22, 1, 4, 109, 106, negative
85, 0, 88, -11, 0, 0, 3, 88, 84, negative
104, 5, 106, 6, 70, 0, 1, 36, 34, negative
105, -2, 106, 0, 72, 3, 1, 34, 32, negative
102, 0, 103, 0, 72, 27, 1, 31, 30, negative
80, -1, 84, 1, -36, 20, 5, 121, 116, negative
85, 0, 88, 4, 6, 0, 3, 83, 80, negative
102, 0, 102, -3, 72, 24, 1, 30, 30, negative
105, 4, 106, 0, 70, 0, 1, 36, 34, negative
78, 1, 82, 4, -42, 0, 4, 126, 122, negative
81, 0, 84, 0, -18, 12, 4, 103, 98, negative
103, -5, 104, -1, 72, 15, 1, 32, 30, negative
85, -3, 89, 0, 6, 31, 4, 84, 80, negative
77, 5, 81, 0, -40, 0, 4, 123, 118, negative
82, 0, 86, 0, -22, 4, 4, 109, 106, negative
85, 0, 88, 8, 2, 0, 3, 86, 82, negative
84, 1, 88, 0, 6, 0, 4, 83, 80, negative
102, 6, 103, 5, 72, 11, 1, 31, 30, negative
51, 21, 79, 0, 42, 0, 28, 37, 10, positive
80, 1, 84, 8, -28, 0, 4, 113, 108, negative
81, 0, 86, 0, -24, -9, 4, 112, 108, negative
84, 0, 87, -6, 0, 2, 3, 87, 84, negative
81, 5, 84, 0, -12, 21, 3, 97, 94, negative
82, 2, 86, 0, -22, 10, 4, 109, 106, negative
85, 0, 89, 0, 6, 19, 4, 84, 80, negative
104, 1, 106, 3, 72, 2, 1, 33, 32, negative
82, 0, 86, 0, -2, 9, 3, 88, 84, negative
46, 48, 77, 0, -22, 0, 31, 101, 70, positive
103, 0, 104, 5, 70, 0, 1, 35, 34, negative
107, 1, 108, 2, 72, 6, 1, 36, 34, negative
82, 0, 85, -1, -2, 6, 3, 88, 84, negative
79, 0, 83, -3, -46, 0, 4, 129, 126, negative
78, -5, 82, 0, -46, 0, 4, 128, 124, negative
78, 0, 82, -7, -40, 1, 4, 123, 120, negative
86, 3, 89, 0, 6, -15, 3, 84, 80, negative
84, 3, 87, 3, -4, 0, 3, 92, 88, negative
79, 0, 83, 0, -40, 2, 4, 124, 120, negative
85, 0, 89, 4, 2, 0, 4, 86, 82, negative
102, 0, 104, 0, 70, -17, 1, 34, 32, negative
103, 5, 104, 2, 70, 0, 1, 35, 34, negative
83, 0, 86, 0, -4, 17, 3, 92, 88, negative
85, 0, 88, 0, 2, -28, 3, 86, 82, negative
79, 0, 83, -5, -40, 0, 4, 125, 120, negative
101, 0, 102, 0, 72, 1185, 1, 30, 28, negative
103, -1, 104, -3, 70, -23, 1, 34, 34, negative
82, 1, 86, 0, -10, 2, 3, 96, 92, negative
81, 1, 86, 0, -40, 2, 4, 127, 122, negative
84, 0, 88, 0, 0, 7, 3, 88, 84, negative
84, 0, 88, 0, 6, 0, 5, 83, 78, negative
82, 0, 87, 1, -40, 3, 5, 128, 124, negative
81, 0, 85, -2, -24, -4, 4, 111, 108, negative
78, 0, 81, 0, -40, 346, 4, 123, 120, negative
105, 2, 106, 2, 70, 0, 1, 36, 36, negative
81, 5, 84, 0, -18, 0, 3, 103, 100, negative
85, 0, 89, 0, 2, -5, 4, 86, 82, negative
85, 0, 88, 0, 2, 17, 3, 86, 82, negative
79, -5, 83, -7, -42, -30, 4, 126, 122, negative
84, -1, 87, -3, 0, 20, 3, 87, 84, negative
85, 0, 88, -1, 6, -5, 3, 83, 80, negative
81, 0, 86, 0, -40, 3, 4, 127, 122, negative
105, 0, 106, 0, 70, 0, 1, 36, 36, negative
107, 2, 108, 3, 72, 0, 1, 36, 34, negative
85, 0, 88, -587, 0, 0, 3, 88, 84, negative
49, 28, 77, 0, 28, 0, 28, 48, 20, positive
104, 3, 105, 4, 72, 6, 1, 33, 32, negative
81, 1, 84, 0, -12, 16, 3, 97, 94, negative
79, -1, 83, -5, -40, 0, 4, 125, 120, negative
85, 0, 88, 0, -2, -3, 3, 91, 88, negative
85, 0, 88, 5, 2, 0, 3, 86, 82, negative
85, 0, 88, -3, 0, 0, 3, 88, 84, negative
79, 0, 84, 0, -32, -35, 4, 117, 112, negative
83, 0, 87, 8, -4, 0, 4, 92, 88, negative
85, 0, 88, 0, 6, 10, 3, 83, 80, negative
101, -4, 102, -6, 72, 0, 1, 29, 28, negative
104, 3, 105, 0, 70, 0, 1, 35, 34, negative
82, 5, 86, 5, -2, 0, 3, 88, 84, negative
85, 0, 89, 0, 6, 22, 4, 84, 80, negative
84, 2, 86, -3, -4, 0, 3, 92, 88, negative
105, 8, 106, 3, 70, -26, 1, 36, 34, negative
81, -1, 86, 0, -22, 13, 4, 109, 104, negative
105, 0, 106, -3, 72, 7, 1, 34, 34, negative
84, 0, 88, 0, 0, 4, 3, 88, 84, negative
84, 0, 88, 0, 6, -2, 4, 83, 78, negative
81, 0, 86, 2, -22, 0, 4, 109, 104, negative
78, 2, 81, 0, -40, 0, 4, 123, 120, negative
84, -2, 88, 0, 6, 0, 4, 83, 78, negative
80, 5, 84, 0, -28, -16, 4, 112, 108, negative
76, 2, 80, 0, -42, 0, 4, 124, 120, negative
81, 0, 85, 0, -24, 0, 4, 111, 108, negative
80, 0, 84, 3, -42, 0, 5, 128, 124, negative
79, 4, 84, 6, -40, 4, 4, 125, 120, negative
76, -4, 80, 0, -40, 0, 4, 121, 116, negative
79, 0, 83, 0, -46, -8, 4, 130, 126, negative
84, 0, 88, 0, -2, -17, 3, 90, 88, negative
102, 0, 102, 0, 70, -5, 1, 33, 32, negative
82, 0, 86, 8, -2, 0, 4, 88, 84, negative
101, 0, 102, 0, 72, 18, 1, 29, 28, negative
82, 0, 86, 0, -10, 1, 3, 96, 92, negative
81, 1, 84, 0, -18, 0, 3, 103, 100, negative
107, 0, 108, -1, 70, 0, 1, 38, 36, negative
74, 4, 79, 8, -42, 0, 4, 123, 118, negative
78, 7, 82, 4, -42, -14, 4, 126, 122, negative
102, 1, 103, 3, 72, 31, 1, 31, 30, negative
102, 0, 103, 5, 70, -11, 1, 33, 32, negative
107, 0, 108, -1, 72, 3, 1, 35, 34, negative
104, 0, 105, 0, 70, -11, 1, 35, 34, negative
82, 0, 86, 0, -10, 0, 3, 96, 92, negative
81, 0, 84, 0, -18, 24, 4, 103, 98, negative
80, 1, 84, 1, -28, 0, 4, 112, 108, negative
82, -2, 86, 0, -2, 2, 4, 88, 84, negative
81, 0, 86, 0, -22, 8, 4, 109, 104, negative
85, 0, 88, 0, 0, -8, 3, 88, 86, negative
84, 1, 88, 4, 0, 0, 3, 88, 84, negative
82, 0, 85, 0, -4, -30, 3, 90, 88, negative
81, 0, 84, 0, -14, -9, 3, 99, 96, negative
107, -1, 108, -1, 72, 16, 1, 36, 34, negative
83, 0, 87, 6, -6, -30, 4, 95, 90, negative
80, 2, 84, 4, -28, 0, 4, 112, 108, negative
108, -1, 109, 0, 72, 6, 1, 36, 36, negative
80, -3, 84, 0, -42, 0, 5, 128, 124, negative
80, 0, 84, 1, -28, 0, 4, 112, 108, negative
82, 0, 86, -1, -40, 10, 4, 128, 124, negative
82, 0, 86, 0, -10, 4, 3, 96, 92, negative
104, 3, 106, 4, 72, 6, 1, 33, 32, negative
85, 0, 89, 0, 6, 31, 4, 84, 80, negative
105, -11, 108, 0, 70, 0, 3, 38, 36, negative
106, 6, 107, 2, 72, 1, 1, 35, 34, negative
104, -1, 105, -1, 72, 11, 1, 33, 32, negative
76, 5, 81, 3, -40, 15, 5, 122, 118, negative
79, 0, 83, 0, -38, 12, 4, 122, 118, negative
81, 0, 84, -1, -22, 0, 3, 108, 104, negative
102, -1, 104, 0, 70, -23, 1, 34, 32, negative
105, 0, 107, 5, 70, 0, 1, 37, 36, negative
83, 0, 86, 0, -6, -18, 3, 94, 90, negative
85, 0, 88, -7, 0, 0, 3, 88, 84, negative
105, -3, 106, -6, 70, 0, 1, 36, 34, negative
82, 0, 86, -1, -40, 11, 4, 128, 124, negative
102, 0, 102, -1, 72, 13, 1, 30, 30, negative
82, 0, 86, -6, -40, 0, 4, 127, 124, negative
79, 0, 83, 0, -28, 21, 4, 112, 108, negative
78, 0, 83, 8, -42, -17, 5, 126, 122, negative
83, 0, 87, 0, -40, 3, 4, 128, 124, negative
79, 0, 83, 0, -32, 9, 4, 117, 112, negative
86, 4, 89, 0, 2, -4, 3, 86, 84, negative
85, 1, 88, 0, 2, 10, 3, 86, 82, negative
79, 0, 83, -4, -32, -4, 4, 117, 112, negative
101, 0, 102, 0, 70, -19, 1, 32, 32, negative
105, 2, 106, 8, 70, 0, 2, 36, 34, negative
76, 3, 81, 0, -42, -13, 4, 125, 120, negative
85, 2, 88, 0, 2, 0, 3, 85, 82, negative
85, 0, 89, 0, 2, -18, 4, 86, 82, negative
102, 0, 102, -5, 70, -5, 1, 33, 32, negative
74, 3, 79, 7, -42, 0, 4, 123, 118, negative
85, 1, 88, 0, 2, 5, 3, 86, 82, negative
81, 0, 84, 0, -14, 9, 3, 100, 96, negative
106, -2, 107, -3, 72, 0, 1, 35, 34, negative
79, 0, 83, 0, -30, 8, 4, 114, 110, negative
81, 0, 84, 0, -22, -8, 3, 108, 104, negative
78, 0, 81, 0, -40, 2292, 4, 123, 120, negative
83, -2, 86, 0, -2, 0, 3, 89, 86, negative
81, 0, 86, 6, -24, 0, 4, 112, 108, negative
82, 2, 86, 0, -40, 7, 4, 128, 124, negative
85, 0, 88, 0, 0, 0, 3, 88, 84, negative
82, 2, 86, 2, -2, 0, 3, 88, 84, negative
83, 0, 86, 6, -2, 0, 4, 89, 86, negative
81, 0, 84, -4, -22, 0, 3, 108, 104, negative
75, 0, 80, 4, -42, 0, 5, 124, 120, negative
104, 0, 106, -1, 70, -1, 1, 36, 34, negative
102, 0, 102, -4, 72, 22, 1, 30, 30, negative
105, 0, 107, -1, 70, -1, 1, 37, 36, negative
79, 0, 83, -5, -46, 0, 4, 129, 126, negative
80, 0, 84, 0, -42, -14, 4, 128, 124, negative
105, 3, 106, 0, 70, 0, 1, 36, 34, negative
108, 0, 109, 0, 72, 7, 1, 36, 36, negative
82, 0, 86, 0, -12, -23, 3, 99, 96, negative
83, 2, 86, -1, -6, 0, 3, 94, 90, negative
104, 0, 106, 0, 70, -26, 1, 36, 34, negative
76, -2, 81, 0, -40, 0, 5, 122, 118, negative
83, 0, 86, 0, -4, -11, 4, 92, 88, negative
84, 3, 88, 0, 6, 0, 4, 83, 78, negative
77, -1, 81, 0, -40, 37, 4, 123, 118, negative
103, 3, 104, 7, 70, -27, 1, 35, 34, negative
80, 0, 84, 0, -36, -13, 4, 120, 116, negative
76, 2, 81, 8, -42, -14, 5, 125, 120, negative
80, -1, 84, 0, -20, 3, 4, 105, 100, negative
79, 1, 84, 1, -40, 1, 4, 125, 120, negative
79, 0, 83, 1, -40, 11, 5, 125, 120, negative
81, 0, 84, 0, -14, 8, 3, 100, 96, negative
84, 0, 88, 0, -2, -18, 3, 90, 88, negative
82, 1, 86, 0, -24, -27, 4, 112, 108, negative
80, 0, 84, 0, -20, 3, 4, 105, 100, negative
82, 0, 86, 0, -6, 0, 4, 94, 90, negative
102, 0, 102, -7, 72, 24, 1, 30, 30, negative
81, 0, 84, 0, -20, 26, 3, 105, 102, negative
80, -4, 84, 0, -42, 0, 5, 128, 124, negative
76, 0, 81, 0, -42, -20, 5, 125, 120, negative
84, -2, 88, 0, 0, 0, 4, 88, 84, negative
82, 0, 86, 0, -40, 16, 4, 128, 124, negative
82, 0, 85, 0, -6, 5, 3, 93, 90, negative
78, 1, 82, 3, -42, 0, 4, 126, 122, negative
82, 0, 86, 8, -10, 14, 4, 97, 92, negative
81, 0, 84, 0, -18, -15, 3, 103, 100, negative
105, 0, 106, 0, 72, 0, 1, 34, 34, negative
85, -2, 89, 0, 2, -6, 4, 86, 82, negative
84, 0, 87, -2, 0, 0, 3, 87, 84, negative
79, 1, 83, 0, -40, 9, 4, 125, 120, negative
76, 0, 80, -1, -42, -13, 4, 124, 120, negative
71, 1, 75, 0, -42, -5, 4, 119, 114, negative
79, 0, 84, 4, -38, 0, 4, 123, 118, negative
85, -1, 89, 0, 2, -4, 4, 86, 82, negative
77, 0, 81, 6, -42, 0, 4, 125, 120, negative
80, -3, 84, -3, -42, 9, 5, 128, 124, negative
83, 0, 86, 0, -2, 31, 3, 89, 86, negative
82, 0, 85, 0, -6, 8, 3, 93, 90, negative
85, 0, 88, 0, 0, -18, 3, 88, 86, negative
79, 1, 83, 0, -46, 0, 4, 129, 126, negative
123, 136, 105, 0, 36, -1, -18, 69, 86, negative
83, 0, 86, 0, -4, -3, 4, 92, 88, negative
82, 0, 86, 0, -2, 14, 3, 88, 84, negative
84, 4, 86, 0, -2, 0, 3, 89, 86, negative
83, 0, 87, 0, -40, 1, 4, 128, 124, negative
86, 5, 89, 0, 6, 28, 3, 84, 80, negative
82, 0, 86, 6, -12, 0, 4, 99, 94, negative
102, 0, 103, 1, 72, 26, 1, 31, 30, negative
76, 4, 81, 2, -40, 12, 5, 122, 118, negative
85, 0, 88, -3, 2, 0, 3, 85, 82, negative
101, 4, 102, 0, 70, -19, 1, 32, 32, negative
86, 2, 89, 0, 2, -2, 3, 86, 84, negative
82, 0, 87, 4, -40, 1, 5, 128, 124, negative
79, 0, 83, 0, -38, 0, 4, 122, 118, negative
80, 3, 83, -2, -28, 0, 3, 112, 108, negative
82, -5, 86, -2, -4, -17, 3, 91, 88, negative
105, 1, 108, 0, 70, 0, 2, 38, 36, negative
79, 2, 83, 0, -40, 11, 4, 125, 120, negative
103, 2, 104, 0, 70, 0, 1, 34, 34, negative
83, -3, 87, 3, -4, 0, 4, 92, 88, negative
83, -2, 86, 0, -4, -11, 4, 92, 88, negative
102, 0, 103, 0, 70, -20, 1, 33, 32, negative
79, 0, 83, 0, -40, -13, 4, 125, 120, negative
81, 0, 85, -3, -22, 0, 4, 108, 104, negative
81, 0, 86, 3, -24, -11, 4, 112, 108, negative
106, 0, 108, 7, 70, 0, 2, 38, 36, negative
82, 0, 86, -2, -40, 1, 4, 128, 124, negative
79, 0, 83, 0, -42, 24, 4, 127, 122, negative
103, -4, 104, 0, 72, 12, 1, 32, 30, negative
85, -1, 89, 0, 2, -1, 4, 86, 82, negative
77, -1, 81, 0, -40, 0, 4, 123, 118, negative
105, 0, 106, -1, 70, -1, 1, 36, 36, negative
78, 0, 83, 8, -46, 0, 4, 129, 124, negative
82, 1, 86, 0, -22, 5, 4, 109, 106, negative
84, 0, 88, -2, 6, -7, 5, 83, 78, negative
79, 1, 83, 6, -42, -20, 5, 127, 122, negative
79, 0, 83, 0, -38, 15, 4, 122, 118, negative
71, 2, 76, 5, -42, -7, 4, 119, 116, negative
77, 3, 82, 8, -40, 19, 5, 123, 118, negative
107, 3, 108, 0, 70, 0, 1, 38, 36, negative
79, 0, 83, 0, -42, 8, 4, 127, 122, negative
105, -1, 106, -3, 70, 0, 1, 36, 34, negative
80, 0, 84, -1, -38, -7, 4, 123, 118, negative
107, 3, 108, 5, 72, 1, 1, 36, 34, negative
81, 0, 84, 0, -18, -22, 3, 103, 100, negative
49, 22, 79, 0, 42, 0, 30, 37, 8, positive
85, 0, 88, 0, 0, 30, 3, 88, 84, negative
85, 0, 88, 0, 2, 23, 3, 86, 82, negative
103, -2, 104, -1, 70, 0, 1, 35, 34, negative
79, -1, 83, 0, -32, 85, 4, 117, 112, negative
102, 4, 102, 1, 72, 18, 1, 30, 30, negative
105, -2, 107, -4, 70, 0, 2, 37, 36, negative
81, 2, 85, 5, -24, 0, 4, 111, 106, negative
81, 0, 84, 0, -18, 31, 4, 103, 98, negative
104, 4, 105, 0, 72, 5, 1, 33, 32, negative
81, 0, 84, 0, -14, 21, 3, 100, 96, negative
104, 3, 105, 0, 72, 2, 1, 33, 32, negative
81, -1, 84, 0, -14, 6, 4, 100, 96, negative
104, 0, 105, 0, 72, 1, 1, 33, 32, negative
85, 0, 88, -3, 2, -7, 3, 86, 82, negative
80, 3, 84, 0, -40, 6, 4, 126, 122, negative
106, 3, 107, 1, 72, 0, 1, 35, 34, negative
87, 3, 89, 0, 8, 0, 2, 81, 80, negative
82, 0, 85, -2, -10, 0, 3, 95, 92, negative
79, 4, 83, 0, -46, 0, 4, 130, 126, negative
76, 0, 81, -6, -42, -11, 5, 125, 120, negative
83, 0, 86, 5, -2, 0, 4, 89, 86, negative
82, 1, 86, 0, -40, 9, 4, 128, 124, negative
81, -6, 86, -1, -40, 0, 5, 127, 122, negative
85, 0, 89, 0, 6, 16, 4, 84, 80, negative
80, 0, 84, 0, -24, 28, 4, 110, 106, negative
80, 0, 84, 0, -32, 16, 4, 117, 114, negative
83, 0, 86, 2, -2, 0, 4, 89, 86, negative
105, 4, 106, 4, 72, 5, 1, 34, 32, negative
83, 0, 86, -1, -4, 15, 3, 92, 88, negative
