@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
79, 0, 84, 8, -38, 0, 4, 123, 118, negative
81, 0, 84, 0, -14, 20, 3, 100, 96, negative
82, -1, 87, 0, -40, 1, 5, 128, 124, negative
82, 4, 86, 0, -12, 0, 3, 99, 96, negative
84, 0, 86, -2, -2, 0, 3, 89, 86, negative
105, -2, 106, -6, 70, 0, 1, 36, 34, negative
102, 0, 103, 4, 70, -8, 1, 33, 32, negative
79, 0, 84, 0, -40, 7, 4, 125, 120, negative
78, 0, 82, -1, -46, 0, 4, 128, 124, negative
82, 0, 86, 8, -10, 5, 4, 97, 92, negative
83, 0, 87, 7, -4, 10, 4, 92, 88, negative
101, 0, 102, 0, 72, 15, 1, 29, 28, negative
70, -5, 74, -4, -42, -12, 4, 118, 114, negative
81, 3, 84, 0, -42, 0, 3, 128, 124, negative
82, 0, 86, 0, -12, -3, 3, 99, 96, negative
78, 5, 81, 0, -42, 0, 4, 125, 122, negative
104, 0, 105, 0, 72, 7, 1, 33, 32, negative
81, 0, 84, 0, -18, -6, 3, 103, 100, negative
104, 0, 106, 0, 70, -1, 1, 36, 34, negative
78, 5, 81, 0, -40, 0, 4, 123, 120, negative
80, 0, 84, -1, -36, 0, 4, 120, 116, negative
105, 1, 107, 4, 70, 0, 1, 37, 36, negative
85, -1, 89, 0, 2, -3, 4, 86, 82, negative
81, 2, 84, 0, -14, -5, 3, 99, 96, negative
103, 2, 104, 4, 70, 0, 1, 35, 34, negative
106, 4, 107, 0, 70, 0, 1, 37, 36, negative
105, 1, 106, 0, 70, 0, 1, 36, 36, negative
85, 0, 89, 8, 2, 0, 4, 86, 82, negative
79, 0, 83, 0, -46, -1, 4, 130, 126, negative
80, 0, 84, -2, -42, 0, 4, 128, 124, negative
80, 0, 84, 0, -32, 3, 4, 117, 114, negative
85, 0, 89, 0, 2, -8, 4, 86, 82, negative
102, 0, 103, -1, 72, 20, 1, 31, 30, negative
104, 1, 106, 1, 70, 0, 1, 36, 34, negative
101, 1, 102, 6, 72, 10, 1, 30, 28, negative
102, 2, 102, 0, 70, -5, 1, 33, 32, negative
102, 0, 103, 2, 70, -6, 1, 33, 32, negative
101, 0, 102, 0, 72, 2, 1, 30, 28, negative
81, 0, 84, 8, -12, 23, 4, 97, 94, negative
79, 5, 83, 0, -30, -4, 4, 114, 110, negative
76, 0, 81, 0, -42, -2, 5, 125, 120, negative
85, 0, 88, 4, 6, 1, 3, 83, 80, negative
85, 0, 89, 0, 2, -9, 4, 86, 82, negative
83, -4, 87, 0, -4, 0, 4, 92, 88, negative
84, 1, 88, 5, 0, 0, 3, 88, 84, negative
82, -2, 86, -7, -40, 0, 4, 128, 124, negative
82, 0, 87, 7, -40, 6, 5, 128, 124, negative
84, -1, 88, -3, -2, -10, 3, 90, 88, negative
104, -1, 106, 0, 70, 0, 1, 36, 34, negative
105, 3, 106, 3, 70, -27, 1, 36, 36, negative
83, 0, 86, -7, -2, 24, 3, 88, 86, negative
105, 1, 106, 1, 70, 0, 1, 36, 36, negative
101, 0, 102, 0, 72, 8, 1, 30, 28, negative
81, 0, 84, 0, -18, -28, 3, 103, 100, negative
85, 0, 88, 0, 2, -22, 3, 86, 82, negative
85, 0, 88, 0, 2, 8, 3, 86, 82, negative
80, 0, 84, -3, -20, 1, 4, 105, 100, negative
84, 4, 87, 0, -2, 0, 3, 90, 86, negative
103, 0, 104, 8, 70, 0, 1, 35, 34, negative
116, 1294, 106, -1, 30, 36, -10, 75, 84, negative
84, -1, 88, 1, -2, 0, 4, 90, 86, negative
83, 0, 86, 0, -2, 17, 3, 89, 86, negative
76, 0, 80, -5, -40, 0, 4, 121, 118, negative
102, -2, 103, -6, 72, 17, 1, 31, 30, negative
103, -3, 104, -2, 70, -15, 1, 35, 34, negative
83, 0, 86, 0, -4, 6, 3, 92, 88, negative
105, 0, 106, 4, 70, 0, 2, 36, 34, negative
81, 0, 84, -1, -20, -20, 4, 105, 102, negative
82, -5, 86, -2, -40, 0, 5, 128, 124, negative
85, -1, 89, 0, 2, -6, 4, 86, 82, negative
82, 0, 86, 0, -12, -15, 3, 99, 96, negative
105, -2, 106, -4, 70, 0, 1, 36, 34, negative
107, 1, 108, 0, 70, 0, 1, 38, 38, negative
79, 0, 83, 0, -42, -48, 4, 127, 124, negative
83, 0, 86, 0, -4, 22, 3, 92, 88, negative
78, 0, 82, -3, -46, 0, 4, 128, 124, negative
80, 1, 84, 4, -40, 6, 5, 126, 122, negative
104, 3, 105, 3, 72, 4, 1, 33, 32, negative
73, 9, 77, 13, -42, -8, 4, 121, 116, negative
84, 3, 88, 0, 6, 0, 4, 83, 80, negative
79, 4, 83, 0, -28, 0, 4, 112, 108, negative
83, 0, 87, 0, -40, 6, 4, 128, 124, negative
82, 0, 86, 0, -40, 7, 5, 128, 124, negative
83, 0, 86, -3, -4, 8, 3, 92, 88, negative
84, -4, 88, 0, 6, 0, 4, 83, 80, negative
80, 0, 84, 0, -24, 0, 4, 110, 106, negative
78, 0, 83, 4, -46, 0, 4, 129, 124, negative
82, 1, 86, 0, -10, 3, 3, 96, 92, negative
106, 0, 108, 8, 70, 0, 2, 38, 36, negative
123, 213, 105, 0, 36, -2, -18, 69, 86, negative
80, -2, 84, 0, -14, 0, 4, 99, 96, negative
73, -17, 77, -16, -40, 2, 4, 119, 114, negative
84, 0, 88, 0, -2, -7, 3, 90, 88, negative
103, 2, 104, 4, 72, 6, 1, 32, 30, negative
80, 0, 84, -4, -20, 1, 4, 105, 100, negative
81, 2, 86, 1, -40, 6, 4, 127, 122, negative
81, 3, 85, 0, -24, 0, 4, 111, 108, negative
71, -5, 75, -3, -42, -20, 4, 119, 114, negative
85, 0, 88, 0, 0, -17, 3, 88, 86, negative
104, 3, 106, 5, 70, 0, 1, 36, 34, negative
84, 0, 88, -1, -2, -11, 3, 90, 88, negative
82, 0, 85, 0, -6, 19, 3, 93, 90, negative
76, -1, 81, 0, -40, 0, 5, 122, 118, negative
82, 0, 85, 0, -10, -6, 3, 95, 92, negative
79, 1, 83, 8, -40, 13, 5, 125, 120, negative
104, 3, 105, 0, 72, 4, 1, 33, 32, negative
102, 0, 103, 0, 72, 8, 1, 31, 30, negative
108, 4, 109, 3, 72, 7, 1, 36, 36, negative
123, 275, 105, 0, 36, -2, -18, 69, 86, negative
81, -4, 85, -8, -40, 0, 4, 126, 122, negative
85, -10, 89, 0, 8, 0, 4, 81, 78, negative
78, 0, 81, 0, -40, 1067, 4, 123, 120, negative
86, 5, 89, 0, 2, 0, 3, 86, 84, negative
83, 0, 86, 0, -4, -1, 4, 92, 88, negative
85, 0, 89, 0, 6, 28, 4, 84, 80, negative
84, -14, 88, -7, 8, 0, 5, 81, 76, negative
73, -15, 77, -18, -40, 1, 4, 118, 114, negative
82, 0, 85, 0, -12, 0, 3, 98, 94, negative
79, 0, 83, -1, -46, 0, 4, 129, 126, negative
82, 1, 86, 2, -40, 4, 5, 128, 124, negative
82, 0, 86, 0, -10, 31, 3, 96, 92, negative
101, 0, 102, 0, 70, -18, 1, 32, 32, negative
85, -2, 88, 0, 2, -22, 3, 86, 82, negative
81, 0, 84, 0, -12, 19, 3, 97, 94, negative
76, 0, 81, -4, -40, 22, 5, 122, 118, negative
85, 0, 88, 2, 6, 0, 3, 83, 80, negative
81, 1, 85, 0, -40, 10, 4, 126, 122, negative
105, -1, 108, 0, 70, 0, 3, 38, 36, negative
106, -2, 107, -7, 70, 0, 1, 37, 36, negative
80, 5, 84, 0, -42, 0, 4, 128, 124, negative
85, 4, 88, 0, 0, 0, 3, 88, 84, negative
80, 0, 84, 0, -36, -18, 4, 120, 116, negative
44, 28, 77, 0, 28, 0, 33, 48, 16, positive
78, -5, 83, 0, -40, 4, 4, 124, 120, negative
105, 0, 107, 0, 72, 25, 1, 35, 34, negative
83, 0, 86, -2, -4, 0, 3, 92, 88, negative
80, 1, 84, -1, -36, 3, 4, 121, 116, negative
80, -2, 84, -6, -42, -28, 4, 128, 124, negative
102, -2, 103, 0, 70, -12, 1, 33, 32, negative
82, 0, 85, 0, -10, -4, 3, 95, 92, negative
86, 4, 89, 0, 2, -5, 3, 86, 84, negative
82, 0, 86, 0, -40, 4, 5, 128, 124, negative
106, 0, 107, -7, 70, 0, 1, 37, 36, negative
81, 2, 85, 0, -42, -27, 4, 129, 124, negative
80, -2, 84, 0, -14, -2, 4, 99, 96, negative
80, -1, 84, 0, -20, 4, 4, 105, 100, negative
85, 0, 88, 0, 0, -12, 3, 88, 86, negative
80, -1, 84, -2, -40, 9, 4, 126, 122, negative
81, 1, 84, 0, -14, 9, 3, 100, 96, negative
83, 0, 86, 0, -4, -6, 3, 92, 88, negative
85, 0, 88, 0, -2, -2, 3, 91, 88, negative
81, 0, 84, 0, -20, -12, 4, 105, 102, negative
80, -1, 84, -1, -40, 7, 4, 126, 122, negative
102, 1, 104, 1, 70, 0, 1, 34, 32, negative
78, 4, 81, 0, -42, 0, 4, 125, 122, negative
82, -2, 86, 0, -10, 1, 4, 96, 92, negative
79, 0, 83, 0, -38, 24, 4, 122, 118, negative
104, 2, 105, -1, 70, 0, 1, 35, 34, negative
82, 0, 86, 0, -12, -21, 3, 99, 96, negative
82, 0, 85, 0, -10, -24, 3, 95, 92, negative
85, -1, 88, 0, 2, -10, 3, 86, 82, negative
79, 0, 84, 0, -40, 2, 4, 125, 120, negative
85, 0, 89, 7, 2, -2, 4, 86, 82, negative
101, 0, 102, 0, 72, 0, 1, 30, 28, negative
76, 0, 81, 0, -40, 0, 4, 122, 118, negative
85, 0, 88, -7, 6, 0, 3, 83, 80, negative
78, 3, 82, 0, -46, 0, 4, 128, 124, negative
81, 0, 84, 0, -14, 6, 4, 100, 96, negative
105, 3, 107, 7, 70, 0, 1, 37, 36, negative
106, 5, 107, 2, 72, 1, 1, 35, 34, negative
104, 0, 105, 0, 70, 0, 1, 35, 34, negative
80, 5, 83, 0, -28, 0, 3, 112, 108, negative
84, -2, 88, -6, -2, -11, 3, 90, 88, negative
82, 0, 86, 0, -4, -23, 3, 91, 88, negative
81, 0, 84, 0, -20, 23, 4, 105, 102, negative
78, -1, 82, 0, -42, 0, 4, 126, 122, negative
107, 1, 108, 2, 72, 5, 1, 36, 34, negative
108, 0, 108, -4, 72, 5, 1, 36, 36, negative
82, 0, 86, -1, -40, 7, 4, 128, 124, negative
104, -1, 105, 0, 72, 7, 1, 33, 32, negative
79, 0, 84, 6, -42, -16, 4, 128, 124, negative
81, 1, 84, 0, -18, -26, 3, 103, 100, negative
81, 0, 84, 0, -14, -28, 3, 100, 96, negative
79, 0, 83, -7, -32, -27, 4, 117, 112, negative
76, 0, 81, 0, -42, 0, 4, 125, 120, negative
81, 0, 84, 0, -14, -12, 3, 99, 96, negative
40, 28, 77, 0, -22, 0, 38, 101, 64, positive
76, 2, 81, -7, -42, -2, 5, 125, 120, negative
81, 0, 84, 0, -20, -14, 4, 105, 102, negative
81, 0, 85, 0, -24, -4, 4, 111, 108, negative
83, 0, 86, 0, -4, 31, 3, 92, 88, negative
81, 0, 85, 8, -12, 2, 4, 98, 94, negative
105, -1, 107, 0, 72, 0, 1, 35, 34, negative
76, -4, 81, -3, -42, -1, 5, 125, 120, negative
104, -1, 105, -1, 72, 3, 1, 33, 32, negative
83, -3, 87, 1, -4, 0, 4, 92, 88, negative
85, 2, 88, 0, 6, 7, 3, 83, 80, negative
106, 0, 107, 0, 72, 0, 1, 35, 34, negative
77, 4, 81, 3, -40, 10, 4, 123, 118, negative
84, 2, 87, 2, -4, 0, 3, 92, 88, negative
82, 3, 86, -2, -10, 14, 3, 96, 92, negative
76, 3, 80, 2, -42, 0, 4, 124, 120, negative
82, 0, 86, 3, -10, -30, 4, 96, 92, negative
85, 0, 88, 0, 0, -30, 3, 88, 84, negative
84, 0, 87, 0, 0, 3, 3, 87, 84, negative
78, 0, 81, -2, -40, 0, 4, 123, 120, negative
82, 0, 86, 0, -4, -14, 3, 91, 88, negative
71, 1, 75, 4, -42, -9, 4, 119, 114, negative
102, 2, 103, 2, 72, 13, 1, 31, 30, negative
102, 0, 102, -5, 70, -11, 1, 33, 32, negative
79, -1, 83, 0, -32, 132, 4, 117, 112, negative
77, -4, 81, 0, -40, 91, 4, 123, 118, negative
81, 4, 85, 8, -24, 0, 4, 111, 106, negative
84, -4, 88, 0, 6, 0, 4, 83, 78, negative
76, 1, 80, 0, -40, 0, 4, 121, 118, negative
85, 0, 88, 3, 2, 0, 3, 86, 82, negative
84, 0, 88, 0, -2, -10, 3, 90, 88, negative
80, 0, 84, 0, -24, 11, 4, 110, 106, negative
83, 0, 86, 0, -4, -13, 3, 92, 88, negative
84, 0, 88, 6, -2, 0, 4, 90, 86, negative
102, 0, 103, 5, 70, -10, 1, 33, 32, negative
102, 0, 102, -3, 72, 11, 1, 30, 30, negative
81, 0, 84, 0, -14, -10, 3, 99, 96, negative
105, 5, 106, 0, 70, 0, 1, 36, 36, negative
101, 0, 102, 1, 70, -15, 1, 33, 32, negative
107, -5, 108, 0, 70, 0, 1, 38, 36, negative
80, 3, 84, 0, -28, -10, 4, 112, 108, negative
80, 4, 84, 0, -28, -13, 4, 112, 108, negative
105, 0, 106, -7, 72, 5, 1, 33, 32, negative
84, 0, 88, -2, 0, 24, 3, 88, 84, negative
85, 0, 88, 6, 2, 0, 3, 86, 82, negative
79, 0, 83, 0, -30, 0, 4, 114, 110, negative
85, 0, 88, 0, 2, -14, 3, 86, 82, negative
77, 4, 81, 0, -40, 0, 4, 123, 118, negative
87, 0, 89, 0, 8, 0, 2, 81, 80, negative
50, 22, 77, 0, 28, 0, 26, 48, 22, positive
82, 0, 86, 8, -6, 7, 4, 94, 90, negative
79, 0, 83, 0, -32, 68, 4, 117, 112, negative
85, 2, 88, 4, -2, 0, 3, 91, 88, negative
114, 4400, 106, 50, 34, -13, -8, 72, 80, negative
80, 1, 84, 0, -28, -10, 4, 112, 108, negative
79, -2, 83, 0, -30, 0, 4, 114, 110, negative
85, 0, 88, -1, 2, -4, 3, 86, 82, negative
85, 0, 89, 1, 6, 20, 4, 84, 80, negative
82, -2, 86, -1, -40, 0, 5, 128, 124, negative
101, 0, 102, -1, 72, 0, 1, 29, 28, negative
81, -3, 85, -1, -40, 5, 4, 126, 122, negative
103, 2, 104, 1, 70, 0, 1, 35, 34, negative
85, 0, 88, 0, 2, 7, 3, 86, 82, negative
81, 0, 84, 0, -20, 3, 4, 105, 102, negative
44, 27, 77, 0, 28, 0, 33, 48, 16, positive
81, 0, 84, 0, -20, 19, 4, 105, 102, negative
81, -1, 86, 2, -40, 7, 5, 127, 122, negative
81, 0, 84, 6, -14, -12, 4, 100, 96, negative
80, 0, 84, 0, -42, -6, 4, 128, 124, negative
105, 0, 106, -4, 72, 10, 1, 34, 34, negative
79, 2, 83, 0, -40, 14, 4, 125, 120, negative
102, 0, 103, 6, 72, 28, 1, 31, 30, negative
83, -2, 86, 0, -2, 25, 4, 89, 86, negative
82, 0, 86, -1, -10, 3, 3, 96, 92, negative
87, 2, 89, 0, 8, 1, 2, 81, 78, negative
81, 0, 86, 0, -40, 4, 4, 127, 122, negative
105, -5, 107, 0, 72, 0, 1, 35, 34, negative
104, -9, 107, -1, 70, 0, 3, 37, 34, negative
81, 1, 84, 0, -20, 0, 4, 105, 102, negative
102, 0, 103, 0, 70, -19, 1, 33, 32, negative
85, 1, 88, 1, -2, 0, 3, 91, 88, negative
84, 0, 88, 0, 0, 14, 3, 88, 84, negative
102, 0, 102, -6, 72, 25, 1, 30, 30, negative
81, 0, 84, -2, -22, 0, 3, 108, 104, negative
85, 7, 89, 0, 8, 22, 4, 81, 78, negative
108, 2, 109, 0, 72, 4, 1, 36, 36, negative
105, -4, 106, 0, 70, 0, 2, 36, 34, negative
84, 3, 86, 0, -2, 0, 3, 89, 86, negative
