@relation  shuttle-2_vs_5
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class{positive,negative}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9
@outputs Class
@data
79, -10, 83, -5, -100, -1990, 4, 184, 180, negative
80, 0, 84, 0, -36, -3, 4, 120, 116, negative
76, 3, 80, 0, -40, 0, 4, 121, 118, negative
82, 5, 86, 1, -2, 4, 3, 88, 84, negative
82, 1, 86, 0, -42, -23, 4, 130, 126, negative
106, 0, 107, -7, 70, 0, 1, 37, 36, negative
83, 0, 86, 0, -2, 17, 3, 89, 86, negative
105, -1, 106, -3, 70, -4, 1, 36, 36, negative
81, 0, 85, 1, -22, 0, 4, 108, 104, negative
86, 5, 89, 0, 6, -23, 3, 84, 80, negative
106, -1, 108, 0, 70, 0, 2, 38, 36, negative
102, -2, 103, -4, 70, -17, 1, 33, 32, negative
104, 0, 106, 0, 70, 0, 1, 36, 34, negative
101, 0, 102, -2, 72, -2, 1, 29, 28, negative
79, 5, 83, 1, -40, 9, 4, 125, 120, negative
81, 0, 84, 0, -12, 8, 3, 97, 94, negative
106, 0, 108, 1, 70, 0, 2, 38, 36, negative
103, 5, 104, 2, 70, 0, 1, 35, 34, negative
85, -1, 88, 0, 6, 0, 3, 83, 80, negative
76, 5, 81, 3, -40, 15, 5, 122, 118, negative
107, 3, 108, 0, 72, 3, 1, 36, 34, negative
86, 7, 89, 0, 8, 15, 3, 81, 78, negative
85, 0, 89, 2, 2, -6, 4, 86, 82, negative
102, -3, 104, 0, 70, 0, 1, 34, 32, negative
80, 2, 84, -2, -36, 3, 4, 121, 116, negative
105, 3, 106, 1, 72, 31, 1, 34, 32, negative
105, 7, 106, 2, 72, 7, 1, 34, 34, negative
81, -5, 84, 0, -22, -6, 4, 108, 104, negative
85, 0, 88, -273, 0, 0, 3, 88, 84, negative
81, 0, 84, -7, -14, 0, 3, 99, 96, negative
83, 0, 86, -1, -4, 1, 3, 92, 88, negative
82, 0, 87, 0, -40, 2, 5, 128, 124, negative
104, 0, 105, -7, 72, 10, 1, 33, 32, negative
82, 0, 86, 0, -22, 1, 4, 109, 106, negative
107, 0, 108, -1, 72, 3, 1, 35, 34, negative
80, 0, 84, 0, -36, -14, 4, 120, 116, negative
79, 0, 83, -5, -32, -5, 4, 117, 112, negative
81, -5, 86, 0, -22, 0, 4, 109, 104, negative
77, 6, 81, 0, -42, -22, 4, 125, 122, negative
79, 0, 84, 1, -38, 0, 4, 123, 118, negative
79, 2, 83, 0, -42, 0, 4, 127, 122, negative
82, 0, 86, 0, -10, 1, 3, 96, 92, negative
81, 1, 85, 0, -24, 0, 4, 111, 108, negative
84, 4, 86, -3, -4, 0, 3, 92, 88, negative
101, -1, 102, -1, 72, 0, 1, 29, 28, negative
77, -5, 81, 0, -40, 277, 4, 123, 118, negative
80, 0, 84, 0, -36, 5, 4, 120, 116, negative
71, -2, 74, -7, -42, -19, 4, 118, 114, negative
79, -4, 84, 0, -40, 1, 4, 125, 120, negative
101, 0, 102, 0, 72, 5, 1, 30, 28, negative
103, 3, 104, 6, 70, 0, 1, 35, 34, negative
104, 2, 106, 4, 72, 2, 1, 33, 32, negative
78, 1, 83, 2, -40, 16, 4, 124, 120, negative
81, 0, 84, 0, -20, 15, 4, 105, 102, negative
105, 5, 106, -7, 70, 0, 1, 36, 36, negative
83, 0, 86, -6, -4, -9, 3, 91, 88, negative
87, 1, 89, 0, 8, 1, 2, 81, 78, negative
73, 11, 77, 7, -40, 28, 4, 118, 114, negative
78, 0, 81, -1, -40, 7973, 4, 123, 120, negative
85, 0, 88, 0, 2, -29, 3, 86, 82, negative
82, 0, 87, 2, -42, -30, 5, 131, 126, negative
79, 0, 83, 0, -30, 14, 4, 114, 110, negative
105, -3, 106, -7, 70, 0, 1, 36, 34, negative
73, 8, 77, 9, -42, -4, 4, 121, 116, negative
76, 0, 81, 1, -42, 0, 5, 125, 120, negative
83, 5, 87, 0, -40, 1, 4, 128, 124, negative
85, -3, 88, 0, 2, 2, 3, 86, 82, negative
79, 0, 83, -3, -32, -2, 4, 117, 112, negative
82, 0, 85, 0, -10, -13, 3, 95, 92, negative
85, 2, 88, 0, 6, 7, 3, 83, 80, negative
80, 0, 84, 7, -20, 0, 4, 105, 100, negative
76, -1, 80, 0, -40, 0, 4, 121, 116, negative
83, 0, 87, 8, -4, 0, 4, 92, 88, negative
82, 2, 86, 0, -12, 0, 3, 99, 96, negative
105, -2, 106, 2, 70, 0, 2, 36, 34, negative
81, 0, 84, 0, -12, 11, 3, 97, 94, negative
78, 0, 81, -5, -40, 0, 4, 123, 120, negative
102, 0, 104, 0, 70, 0, 1, 34, 32, negative
82, 2, 86, 0, -22, 10, 4, 109, 106, negative
85, 0, 88, -1, 6, -3, 3, 83, 80, negative
102, 0, 103, 5, 70, -1, 1, 33, 32, negative
79, 0, 83, 0, -28, 8, 4, 112, 108, negative
107, 5, 108, 1, 72, 1, 1, 35, 34, negative
104, -4, 105, -3, 70, 0, 1, 35, 34, negative
85, -3, 88, 0, 2, -25, 3, 86, 82, negative
78, -2, 83, 0, -40, 2, 4, 124, 120, negative
81, 0, 86, 2, -22, 21, 4, 109, 104, negative
105, 1, 107, 8, 70, 0, 1, 37, 36, negative
82, 4, 86, 0, -10, 1, 3, 96, 92, negative
79, 0, 84, 1, -42, -1, 4, 128, 124, negative
71, 6, 75, 0, -42, -9, 3, 119, 116, negative
106, -2, 107, -7, 70, 0, 1, 37, 36, negative
81, 0, 85, 8, -12, 2, 4, 98, 94, negative
78, 5, 83, 6, -40, 17, 4, 124, 120, negative
102, 1, 104, 6, 70, -3, 2, 34, 32, negative
76, -1, 81, 0, -40, 10, 5, 122, 116, negative
76, -4, 81, -3, -42, -1, 5, 125, 120, negative
81, -4, 84, 0, -14, 4, 4, 100, 96, negative
102, 0, 103, 5, 70, -11, 1, 33, 32, negative
80, -1, 84, -2, -42, 7, 5, 128, 124, negative
123, 109, 105, 0, 36, -1, -18, 69, 86, negative
81, 2, 84, 0, -14, -5, 3, 99, 96, negative
76, -5, 81, 0, -40, 18, 5, 122, 116, negative
104, 2, 105, 0, 70, -29, 1, 35, 34, negative
82, 0, 86, 0, -10, 23, 3, 96, 92, negative
104, -1, 105, 0, 72, 9, 1, 33, 32, negative
75, 1, 79, 8, -42, 0, 5, 123, 118, negative
85, -5, 88, 0, 2, 13, 3, 86, 82, negative
123, 275, 105, 0, 36, -2, -18, 69, 86, negative
85, 7, 89, 0, 8, 22, 4, 81, 78, negative
111, 4254, 105, 0, 36, 0, -6, 69, 76, negative
85, 0, 88, -587, 0, 0, 3, 88, 84, negative
123, 656, 105, 1, 36, -4, -18, 69, 86, negative
