@relation  shuttle-2_vs_5
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class{positive,negative}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9
@outputs Class
@data
80, 0, 84, -2, -36, 0, 4, 120, 116, negative
101, 0, 102, 0, 70, -16, 1, 32, 32, negative
105, -1, 106, 0, 72, 2, 1, 34, 32, negative
83, 0, 86, 0, -6, -22, 3, 94, 90, negative
82, 0, 87, 6, -40, 1, 5, 128, 124, negative
107, 1, 108, 1, 70, -26, 1, 38, 36, negative
82, 0, 85, 0, -10, -20, 3, 95, 92, negative
82, 0, 86, 4, -12, 0, 4, 99, 94, negative
105, 3, 106, 1, 72, 31, 1, 33, 32, negative
76, 1, 81, 1, -40, 9, 5, 122, 118, negative
102, 2, 103, 2, 72, 13, 1, 31, 30, negative
83, 1, 86, 0, -2, 0, 3, 89, 86, negative
83, 0, 86, 0, -6, -18, 3, 94, 90, negative
104, -2, 105, -1, 72, 17, 1, 33, 32, negative
86, 3, 89, 0, 8, 19, 3, 81, 78, negative
105, 5, 106, 0, 70, 0, 1, 36, 36, negative
104, 0, 105, 0, 70, -11, 1, 35, 34, negative
81, 1, 85, 0, -40, 10, 4, 126, 122, negative
104, 4, 106, 8, 72, 5, 1, 33, 32, negative
104, 0, 105, -4, 70, 0, 1, 35, 34, negative
79, 1, 83, 0, -42, -18, 4, 126, 122, negative
85, -4, 89, 0, 2, 0, 4, 86, 82, negative
105, 0, 106, 0, 70, 0, 2, 36, 34, negative
85, -2, 89, 0, 6, 26, 4, 84, 80, negative
81, 2, 84, 0, -14, -7, 3, 99, 96, negative
107, 0, 108, 0, 70, -29, 1, 38, 36, negative
77, 4, 81, 3, -40, 10, 4, 123, 118, negative
79, -1, 83, -1, -40, 2, 4, 124, 120, negative
105, 2, 106, 0, 70, 0, 1, 36, 36, negative
79, 0, 84, 4, -32, -11, 4, 117, 112, negative
85, 0, 89, 0, 6, 28, 4, 84, 80, negative
101, 0, 102, 0, 72, 92, 1, 30, 28, negative
79, 3, 83, 0, -28, 0, 4, 112, 108, negative
79, 0, 83, -2, -40, 8, 4, 125, 120, negative
85, 2, 88, 0, 0, 0, 3, 88, 84, negative
104, -1, 105, 0, 72, 3, 1, 33, 32, negative
105, 0, 106, -1, 70, 0, 1, 36, 34, negative
81, 0, 84, -2, -14, 0, 3, 99, 96, negative
104, 1, 106, 1, 72, 6, 1, 33, 32, negative
82, 0, 85, 0, -10, -4, 3, 95, 92, negative
102, 3, 102, 0, 72, 12, 1, 30, 30, negative
78, -2, 82, 0, -40, 0, 4, 123, 120, negative
83, -3, 87, 3, -4, 0, 4, 92, 88, negative
84, 0, 87, -6, 0, 2, 3, 87, 84, negative
83, 0, 87, 0, -42, -30, 4, 131, 126, negative
80, 0, 84, 8, -42, 0, 5, 128, 124, negative
84, -2, 88, -4, 0, 22, 3, 88, 84, negative
85, 0, 89, 0, 2, -8, 4, 86, 82, negative
102, 0, 103, 0, 70, -26, 1, 33, 32, negative
82, 0, 85, 0, -6, 28, 3, 93, 90, negative
75, -5, 79, -6, -40, 0, 4, 121, 116, negative
80, 0, 84, -1, -42, 4, 5, 128, 124, negative
104, 3, 105, 4, 70, 0, 1, 35, 34, negative
85, 0, 88, 8, 2, 0, 3, 86, 82, negative
81, 0, 84, 0, -12, 30, 3, 97, 94, negative
82, 0, 86, -1, -12, 0, 3, 99, 96, negative
105, 0, 106, -3, 70, -3, 1, 36, 36, negative
78, 0, 82, -6, -40, 1, 4, 123, 120, negative
76, 4, 81, 0, -42, -16, 4, 125, 120, negative
82, 0, 87, 7, -40, 6, 5, 128, 124, negative
106, 0, 108, -3, 70, -4, 1, 38, 36, negative
79, 0, 83, 0, -30, 4, 4, 114, 110, negative
106, -3, 108, 0, 70, 0, 2, 38, 36, negative
74, 5, 78, 6, -42, -1, 4, 122, 118, negative
84, 2, 86, 0, -2, 0, 3, 89, 86, negative
76, 0, 80, 0, -40, 0, 4, 121, 116, negative
80, -1, 84, 0, -20, 6, 4, 105, 100, negative
71, 0, 75, 2, -40, 25, 4, 116, 112, negative
82, 4, 86, 0, -22, 0, 4, 109, 106, negative
104, -1, 105, 0, 70, -17, 1, 35, 34, negative
85, -1, 89, 0, 2, -3, 4, 86, 82, negative
84, -3, 88, 0, 6, 0, 4, 83, 80, negative
82, 0, 86, 8, -2, 0, 4, 88, 84, negative
101, 0, 102, 0, 70, -26, 1, 32, 32, negative
105, 4, 106, 3, 70, 0, 1, 36, 36, negative
80, 0, 84, 0, -24, 0, 4, 110, 106, negative
104, -5, 105, -3, 72, 1, 1, 33, 32, negative
107, 2, 108, 0, 70, 0, 1, 38, 36, negative
79, 0, 83, 0, -42, 21, 4, 127, 122, negative
107, 0, 108, 1, 72, 8, 1, 36, 34, negative
103, 3, 104, 0, 70, 0, 1, 34, 34, negative
81, 0, 86, 1, -24, -13, 4, 112, 108, negative
85, 0, 89, 0, 2, -6, 4, 86, 82, negative
81, 0, 84, 0, -14, -11, 4, 100, 96, negative
105, 0, 106, -3, 72, 7, 1, 34, 34, negative
81, 2, 86, 1, -40, 6, 4, 127, 122, negative
83, 0, 87, 7, -6, -18, 4, 95, 90, negative
79, -5, 83, 0, -46, 0, 5, 130, 126, negative
85, 0, 88, -3, 2, 0, 3, 86, 82, negative
84, 0, 88, 0, -2, -9, 3, 90, 88, negative
79, 0, 83, 2, -46, 0, 5, 130, 126, negative
79, 0, 84, 3, -32, -9, 4, 117, 112, negative
85, 0, 88, 0, 0, -16, 3, 88, 86, negative
84, 0, 88, 0, 0, 10, 3, 88, 84, negative
80, 0, 84, -2, -20, 0, 4, 105, 100, negative
102, 1, 103, 0, 70, -5, 1, 33, 32, negative
81, 0, 84, 0, -12, 10, 3, 97, 94, negative
82, 0, 86, 0, -10, 3, 3, 96, 92, negative
82, 0, 86, 2, -10, 0, 4, 96, 92, negative
85, -3, 88, 0, 6, 9, 3, 83, 80, negative
80, 4, 84, 0, -42, 0, 4, 128, 124, negative
84, 1, 88, 4, 0, 0, 3, 88, 84, negative
106, -2, 108, 0, 72, 6, 1, 35, 34, negative
85, 0, 88, -4, 2, 0, 3, 86, 82, negative
104, -5, 105, -4, 70, 0, 1, 35, 34, negative
76, -3, 81, 0, -40, 18, 5, 122, 116, negative
82, 0, 85, 0, -2, 0, 3, 88, 84, negative
82, 2, 86, 0, -40, 7, 4, 128, 124, negative
105, 1, 107, 4, 70, 0, 1, 37, 36, negative
107, 2, 108, 4, 72, 1, 1, 36, 34, negative
79, 0, 83, 0, -42, -48, 4, 127, 124, negative
79, 0, 83, -2, -32, -2, 4, 117, 112, negative
79, 4, 83, 0, -42, 0, 4, 126, 122, negative
82, 0, 86, -1, -10, 4, 3, 96, 92, negative
81, 3, 85, 1, -42, -21, 4, 129, 124, negative
106, -1, 107, -6, 70, 0, 1, 37, 36, negative
84, 0, 88, 0, 0, 15, 3, 88, 84, negative
105, 1, 106, 0, 70, -3, 1, 36, 34, negative
81, 1, 85, 1, -24, 0, 4, 111, 106, negative
85, 0, 88, 0, 2, -26, 3, 86, 82, negative
107, 0, 108, 0, 70, 0, 1, 38, 36, negative
102, 2, 103, 0, 70, -13, 1, 33, 32, negative
105, 0, 107, 0, 70, 0, 1, 37, 36, negative
102, 2, 103, 1, 70, -2, 1, 33, 32, negative
79, 0, 83, 0, -38, 8, 4, 122, 118, negative
81, 0, 84, 0, -20, 8, 4, 105, 102, negative
104, 0, 104, -2, 70, 0, 1, 35, 34, negative
102, 5, 102, 0, 70, 0, 1, 33, 32, negative
85, 0, 88, -7, 6, 0, 3, 83, 80, negative
78, 2, 83, 3, -40, 16, 4, 124, 120, negative
106, 0, 107, 0, 72, 3, 1, 35, 34, negative
82, 3, 86, -2, -10, 14, 3, 96, 92, negative
86, 4, 89, 0, 2, -5, 3, 86, 84, negative
103, -2, 104, 0, 70, 0, 1, 35, 34, negative
80, 0, 84, 0, -32, 4, 4, 117, 114, negative
83, 0, 86, 0, -2, 31, 3, 89, 86, negative
106, -2, 108, 0, 72, 7, 1, 35, 34, negative
81, 0, 84, 0, -20, -5, 4, 105, 102, negative
85, 1, 88, 0, 2, 0, 3, 85, 82, negative
81, 0, 84, 5, -14, 0, 4, 100, 96, negative
82, 0, 85, -5, -6, 1, 3, 93, 90, negative
79, -1, 83, -2, -40, 2, 4, 124, 120, negative
102, 0, 103, 0, 72, 9, 1, 31, 30, negative
79, 0, 83, 0, -30, 1, 4, 114, 110, negative
101, 0, 102, 0, 72, 4, 1, 29, 28, negative
78, 4, 82, 3, -42, -15, 4, 126, 122, negative
79, 0, 84, 2, -42, -5, 4, 128, 124, negative
80, -4, 84, 0, -14, 0, 4, 99, 96, negative
71, -5, 75, -3, -42, -20, 4, 119, 114, negative
76, 0, 81, 0, -40, 0, 5, 122, 118, negative
79, 0, 83, 2, -42, 0, 5, 127, 122, negative
82, 0, 86, 8, -10, 0, 4, 96, 92, negative
79, 0, 83, 0, -28, 0, 4, 112, 108, negative
84, 3, 86, 0, -2, 0, 3, 89, 86, negative
105, -1, 107, 0, 72, 0, 1, 35, 34, negative
101, 0, 102, 0, 72, 59, 1, 30, 28, negative
76, 0, 81, 6, -40, 7, 5, 122, 116, negative
84, 0, 88, 0, -2, -21, 3, 90, 88, negative
81, -5, 86, 0, -40, 0, 5, 127, 122, negative
108, -3, 109, 0, 72, 6, 1, 36, 36, negative
104, 4, 105, 8, 70, 0, 1, 35, 34, negative
107, 4, 108, 8, 72, 1, 1, 36, 34, negative
79, 0, 83, 1, -40, 17, 5, 125, 120, negative
81, 0, 84, 0, -14, 14, 3, 100, 96, negative
104, 6, 105, 8, 70, 0, 1, 35, 34, negative
84, 0, 88, 0, -2, -13, 3, 90, 88, negative
85, 0, 88, -7, 2, 1, 3, 85, 82, negative
81, 0, 85, -3, -22, 31, 4, 108, 104, negative
83, 0, 86, 0, -4, 31, 3, 92, 88, negative
82, 0, 85, -1, -4, -27, 3, 90, 88, negative
80, -2, 84, 0, -22, -30, 4, 108, 104, negative
79, -1, 84, 0, -40, 14, 4, 125, 120, negative
105, -4, 107, -7, 70, 0, 2, 37, 36, negative
72, 8, 76, 5, -42, -8, 4, 120, 116, negative
75, 1, 79, 1, -42, 0, 4, 123, 120, negative
82, 0, 87, 7, -40, 1, 5, 128, 124, negative
85, 0, 88, 4, 6, 2, 3, 83, 80, negative
79, 0, 83, 0, -46, -2, 4, 130, 126, negative
80, 4, 84, 0, -28, -13, 4, 112, 108, negative
82, 2, 86, -1, -10, 9, 3, 96, 92, negative
82, 0, 86, 8, -12, 0, 4, 99, 96, negative
78, -1, 82, 0, -42, 0, 4, 126, 122, negative
84, 0, 88, 2, 0, 1, 4, 88, 84, negative
82, 4, 85, 0, -12, 0, 3, 98, 94, negative
104, -2, 105, -2, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -20, 12, 4, 105, 102, negative
79, -1, 83, -6, -40, 0, 4, 125, 120, negative
101, 0, 102, 0, 70, -1, 1, 33, 32, negative
79, 0, 83, 0, -32, 9, 4, 117, 112, negative
85, 1, 88, 0, -2, -2, 3, 91, 88, negative
105, 0, 107, -1, 70, -1, 1, 37, 36, negative
80, 1, 84, 5, -40, 7, 5, 126, 122, negative
105, 2, 107, 6, 70, 0, 1, 37, 36, negative
106, -2, 107, -3, 72, 0, 1, 35, 34, negative
107, -2, 108, -2, 70, -28, 1, 38, 38, negative
80, 0, 84, 0, -32, 1, 4, 117, 114, negative
81, 0, 84, 0, -14, 23, 3, 100, 96, negative
105, -2, 107, -4, 70, 0, 2, 37, 36, negative
82, 0, 85, -1, -6, 2, 3, 93, 90, negative
82, 0, 87, 3, -40, 0, 5, 128, 124, negative
79, 0, 84, 2, -42, -4, 4, 128, 124, negative
101, -5, 102, 2, 72, 0, 2, 30, 28, negative
82, -4, 86, 0, -10, 2, 4, 96, 92, negative
80, 0, 84, 0, -32, 16, 4, 117, 114, negative
101, 0, 102, 0, 72, 1, 1, 29, 28, negative
80, 0, 85, 8, -40, 12, 5, 126, 122, negative
79, 0, 83, 5, -42, 0, 5, 127, 122, negative
84, -5, 88, 0, 0, 4, 4, 88, 84, negative
105, 4, 107, 7, 72, 4, 1, 35, 34, negative
79, 0, 83, 8, -42, 0, 5, 127, 122, negative
85, 5, 89, 0, 6, -5, 4, 84, 80, negative
81, 4, 84, 0, -24, 0, 4, 110, 106, negative
81, 0, 84, -2, -18, 17, 4, 103, 98, negative
72, -17, 77, -14, -42, -29, 5, 121, 116, negative
81, 0, 84, 1, -12, 18, 4, 97, 94, negative
108, 5, 109, 0, 72, 11, 1, 36, 36, negative
80, 4, 84, -7, -36, 0, 4, 120, 116, negative
72, -11, 76, -10, -40, 10, 4, 117, 114, negative
80, 3, 84, 6, -28, 0, 4, 112, 108, negative
102, 6, 103, 5, 72, 11, 1, 31, 30, negative
120, 1349, 76, 4, 36, 5, -43, 40, 84, negative
101, 0, 102, 0, 72, 13, 1, 29, 28, negative
