@relation  shuttle-2_vs_5
@attribute A1 integer[27,126]
@attribute A2 integer[-4821,5075]
@attribute A3 integer[21,149]
@attribute A4 integer[-3939,3830]
@attribute A5 integer[-188,436]
@attribute A6 integer[-26739,15164]
@attribute A7 integer[-48,105]
@attribute A8 integer[-353,270]
@attribute A9 integer[-356,266]
@attribute Class{positive,negative}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9
@outputs Class
@data
85, 0, 88, -1, 0, 0, 3, 88, 84, negative
76, 0, 80, -3, -40, 0, 4, 121, 118, negative
82, 0, 86, 0, -2, 7, 3, 88, 84, negative
82, 0, 85, 0, -2, 4, 3, 88, 84, negative
77, 1, 81, 1, -40, 10, 4, 123, 118, negative
103, 0, 104, 3, 70, 0, 1, 35, 34, negative
102, 0, 103, 2, 70, -6, 1, 33, 32, negative
75, 4, 79, 4, -42, 0, 4, 123, 120, negative
85, 0, 89, 0, 2, -15, 4, 86, 82, negative
86, 5, 89, 0, 2, 0, 3, 86, 84, negative
81, 0, 84, 0, -18, 16, 4, 103, 98, negative
85, 0, 88, -5, 0, 0, 3, 88, 84, negative
77, 0, 81, 0, -42, 0, 4, 125, 122, negative
102, 0, 103, 1, 72, 19, 1, 31, 30, negative
77, 0, 81, 0, -40, 12, 4, 123, 118, negative
81, 1, 84, 0, -14, -4, 3, 99, 96, negative
79, 0, 83, 0, -42, 29, 4, 127, 122, negative
76, 1, 81, 1, -42, -19, 5, 125, 120, negative
82, 0, 85, 0, -4, -30, 3, 90, 88, negative
104, 1, 105, 2, 70, 0, 1, 35, 34, negative
106, 4, 107, 2, 70, 0, 1, 37, 36, negative
102, 0, 103, 1, 70, -8, 1, 33, 32, negative
82, 0, 86, 0, -4, -10, 3, 91, 88, negative
85, -10, 89, 0, 8, 0, 4, 81, 78, negative
84, 1, 87, 0, -4, 0, 3, 92, 88, negative
84, 5, 87, 7, -4, 0, 3, 92, 88, negative
82, 0, 85, -1, -10, 0, 3, 95, 92, negative
82, 0, 86, -1, -40, 7, 4, 128, 124, negative
76, 0, 81, 8, -42, 0, 5, 125, 120, negative
79, 0, 83, 0, -38, 31, 4, 122, 118, negative
102, 0, 103, 0, 72, 23, 1, 31, 30, negative
83, 0, 86, 0, -4, -14, 4, 92, 88, negative
83, 0, 86, 0, -2, 21, 4, 89, 86, negative
102, 0, 103, 5, 70, -21, 1, 33, 32, negative
104, 2, 105, 2, 72, 3, 1, 33, 32, negative
81, 0, 84, 0, -20, -14, 4, 105, 102, negative
83, -4, 88, 0, 6, 0, 5, 83, 78, negative
87, 4, 89, 0, 8, 0, 2, 81, 80, negative
83, 0, 86, -2, -4, 8, 3, 92, 88, negative
78, 4, 81, 0, -42, 0, 4, 125, 122, negative
81, 0, 86, 3, -42, -28, 5, 130, 124, negative
79, -4, 83, 0, -30, 0, 4, 114, 110, negative
104, 0, 106, 0, 72, 12, 1, 33, 32, negative
75, 2, 79, 0, -42, 0, 4, 123, 118, negative
80, 0, 84, -2, -38, -12, 4, 123, 118, negative
80, 0, 84, 3, -38, -11, 5, 123, 118, negative
82, 0, 86, 0, -40, 4, 5, 128, 124, negative
71, -8, 75, -13, -40, 3, 4, 116, 112, negative
102, 0, 102, -3, 72, 22, 1, 30, 30, negative
80, 0, 85, 4, -40, 6, 5, 126, 122, negative
85, 0, 88, -2, 2, -5, 3, 86, 82, negative
82, 0, 86, 0, -4, -12, 3, 91, 88, negative
82, 5, 86, 5, -2, 0, 3, 88, 84, negative
81, 0, 84, 0, -18, 20, 4, 103, 98, negative
82, 0, 85, 0, -6, 4, 3, 93, 90, negative
81, 0, 84, -2, -22, 0, 3, 108, 104, negative
82, 0, 85, 0, -6, 12, 3, 93, 90, negative
85, -1, 88, 0, 2, 5, 3, 86, 82, negative
81, 0, 84, 0, -20, -15, 4, 105, 102, negative
71, 2, 76, 5, -42, -7, 4, 119, 116, negative
78, 0, 82, 2, -40, 0, 4, 123, 120, negative
102, -2, 103, 0, 70, -12, 1, 33, 32, negative
76, 1, 81, 1, -42, -23, 5, 125, 120, negative
80, 0, 84, 0, -36, 0, 4, 121, 116, negative
101, 0, 102, 1, 70, -15, 1, 33, 32, negative
106, 0, 108, 0, 72, 2, 1, 35, 34, negative
82, 0, 85, 0, -10, -23, 3, 95, 92, negative
81, 0, 86, 0, -40, 1, 4, 127, 122, negative
102, 0, 103, 0, 70, -25, 1, 33, 32, negative
83, 0, 86, -2, -6, -22, 3, 94, 90, negative
82, 0, 85, 0, -12, 0, 3, 98, 94, negative
102, 2, 103, 1, 72, 29, 1, 31, 30, negative
80, 1, 84, 6, -40, 9, 5, 126, 122, negative
101, 5, 102, 0, 72, 14, 1, 29, 28, negative
84, 1, 87, 0, 0, 0, 3, 87, 84, negative
85, 0, 88, 0, 2, -19, 3, 86, 82, negative
102, -2, 103, -6, 72, 17, 1, 31, 30, negative
85, 0, 89, 0, 6, 20, 4, 84, 80, negative
105, 5, 106, 4, 70, 0, 1, 36, 36, negative
102, 0, 104, 0, 70, -10, 1, 34, 32, negative
82, 0, 86, -1, -40, 10, 4, 128, 124, negative
105, 4, 106, 4, 72, 5, 1, 34, 32, negative
105, 0, 106, -6, 70, 0, 1, 36, 34, negative
81, 0, 86, 0, -24, -18, 4, 112, 108, negative
84, -1, 88, 0, 0, 0, 4, 88, 84, negative
104, 0, 105, 0, 70, 0, 1, 35, 34, negative
83, 0, 86, 0, -4, 24, 3, 92, 88, negative
81, 0, 84, 0, -20, -8, 4, 105, 102, negative
107, 1, 108, 3, 70, -30, 1, 38, 36, negative
76, -1, 81, 0, -40, 12, 5, 122, 116, negative
81, 0, 85, 0, -40, 2, 4, 126, 122, negative
106, 2, 107, 1, 70, 0, 1, 37, 36, negative
79, 0, 83, 0, -46, -12, 4, 130, 126, negative
85, 0, 88, 0, 2, 28, 3, 86, 82, negative
77, -4, 81, 0, -40, 91, 4, 123, 118, negative
79, 5, 83, 0, -30, 0, 4, 114, 110, negative
82, 0, 86, -1, -40, 8, 4, 128, 124, negative
84, 4, 88, 0, 6, 0, 4, 83, 78, negative
108, -3, 109, 0, 72, 4, 1, 36, 36, negative
104, 0, 105, -3, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -14, 0, 3, 99, 96, negative
104, 3, 105, 4, 72, 6, 1, 33, 32, negative
85, 0, 88, 0, 0, -6, 3, 88, 86, negative
101, 0, 102, 0, 72, 12, 1, 29, 28, negative
76, -2, 81, 0, -40, 0, 4, 122, 118, negative
83, -4, 86, 0, -6, 0, 4, 94, 90, negative
84, 0, 88, 0, 0, 4, 3, 88, 84, negative
82, 0, 86, 1, -42, -29, 5, 130, 126, negative
78, 0, 83, 3, -46, 0, 4, 129, 124, negative
84, -1, 87, -3, 0, 20, 3, 87, 84, negative
84, 0, 88, -2, 6, -7, 5, 83, 78, negative
104, -3, 106, 0, 70, -24, 1, 36, 34, negative
81, 0, 84, 0, -14, 26, 3, 100, 96, negative
80, -6, 84, -8, -40, 2, 4, 126, 122, negative
79, 0, 83, -1, -40, 3, 4, 125, 120, negative
104, 3, 105, 3, 70, 0, 1, 35, 34, negative
85, 0, 89, 7, 2, 0, 4, 86, 82, negative
81, 0, 84, 0, -18, 25, 4, 103, 98, negative
83, 0, 86, 0, -4, -2, 4, 92, 88, negative
104, 0, 106, -2, 70, -3, 1, 36, 34, negative
80, 1, 84, 0, -36, 1, 4, 121, 116, negative
71, 4, 75, 1, -42, -18, 4, 119, 114, negative
78, -5, 83, 0, -40, 4, 4, 124, 120, negative
105, 0, 106, -3, 70, -4, 1, 36, 36, negative
80, -1, 84, 0, -20, 4, 4, 105, 100, negative
107, -5, 108, 0, 70, 0, 1, 38, 36, negative
79, 5, 83, 1, -42, 0, 4, 126, 122, negative
84, 2, 87, 0, -2, 0, 3, 90, 86, negative
79, 0, 83, 0, -38, 0, 4, 122, 118, negative
80, 0, 84, 3, -24, 5, 4, 110, 106, negative
80, 0, 84, 4, -36, 25, 5, 121, 116, negative
81, 4, 84, 0, -14, 0, 3, 99, 96, negative
102, 0, 104, 0, 70, -17, 1, 34, 32, negative
84, 0, 88, -1, 6, -4, 5, 83, 78, negative
84, -1, 88, 0, 6, 0, 4, 83, 78, negative
83, 0, 86, 8, -2, 0, 4, 89, 86, negative
102, 3, 103, 2, 70, -22, 1, 33, 32, negative
105, 1, 106, 0, 70, -1, 1, 36, 36, negative
81, 0, 85, -2, -24, 0, 4, 111, 108, negative
105, -4, 106, -6, 72, 3, 1, 33, 32, negative
105, 3, 106, 0, 70, 0, 1, 36, 34, negative
76, 0, 80, -2, -40, 24, 4, 121, 116, negative
104, 0, 105, -6, 72, 8, 1, 33, 32, negative
104, 3, 105, 0, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -20, -13, 4, 105, 102, negative
82, -1, 86, 0, -4, -8, 3, 91, 88, negative
81, 0, 84, 0, -18, -11, 3, 103, 100, negative
106, 0, 107, 0, 72, 7, 1, 35, 34, negative
77, 0, 81, 0, -40, 5, 4, 123, 118, negative
83, 0, 86, 0, -6, -20, 3, 94, 90, negative
78, -1, 82, 0, -46, 0, 4, 128, 124, negative
85, -2, 89, 0, 2, -2, 4, 86, 82, negative
84, 6, 89, 0, 6, -6, 5, 84, 78, negative
78, 0, 82, -3, -46, 0, 4, 128, 124, negative
81, 0, 86, 1, -24, -14, 4, 112, 108, negative
82, 0, 86, 0, -4, -16, 3, 91, 88, negative
82, 2, 86, 0, -2, 9, 3, 88, 84, negative
81, 1, 84, 0, -18, 0, 3, 103, 100, negative
102, 0, 103, 1, 70, -5, 1, 33, 32, negative
82, 0, 86, 0, -10, 10, 3, 96, 92, negative
81, -1, 84, 0, -14, 3, 4, 100, 96, negative
85, 1, 88, 1, -2, 0, 3, 91, 88, negative
85, 1, 88, 0, 2, 10, 3, 86, 82, negative
79, 2, 83, 0, -46, 0, 4, 130, 126, negative
82, 0, 86, 5, -2, 0, 4, 88, 84, negative
103, 2, 104, 4, 72, 6, 1, 32, 30, negative
85, 0, 88, -6, 2, 0, 3, 86, 82, negative
105, -5, 107, 0, 72, 0, 1, 35, 34, negative
78, 3, 82, 2, -40, 18, 4, 123, 120, negative
83, -1, 86, -3, -4, 0, 3, 92, 88, negative
80, 4, 84, 1, -40, 7, 4, 125, 122, negative
105, 1, 106, 1, 70, 0, 1, 36, 36, negative
106, 0, 108, 0, 72, 1, 1, 35, 34, negative
79, 0, 84, 0, -36, -196, 4, 120, 116, negative
76, -1, 81, 0, -42, -3, 5, 125, 120, negative
78, 4, 82, 0, -42, 0, 4, 126, 122, negative
82, -3, 86, 0, -2, 4, 4, 88, 84, negative
77, 1, 81, 1, -42, -22, 4, 125, 120, negative
107, 0, 108, -3, 70, 0, 1, 38, 36, negative
84, 0, 88, 0, 0, 18, 3, 88, 84, negative
105, 0, 107, -2, 70, -3, 1, 37, 36, negative
82, 1, 86, 0, -22, 0, 4, 109, 106, negative
85, 0, 88, 0, 0, -25, 3, 88, 86, negative
106, -2, 108, 0, 70, 0, 1, 38, 36, negative
104, 0, 105, 0, 70, -14, 1, 35, 34, negative
104, 0, 104, -1, 70, 0, 1, 35, 34, negative
102, 0, 104, 5, 70, -2, 2, 34, 32, negative
80, -1, 84, -2, -40, 9, 4, 126, 122, negative
82, 0, 86, 0, -10, 7, 3, 96, 92, negative
105, 0, 107, 3, 70, 0, 1, 37, 36, negative
104, 5, 105, 6, 70, 0, 1, 35, 34, negative
85, 0, 88, 5, 6, 0, 3, 83, 80, negative
77, 0, 81, 0, -40, 15, 4, 123, 118, negative
108, 1, 109, 0, 72, 3, 1, 36, 36, negative
85, 0, 89, 0, 6, 16, 4, 84, 80, negative
85, 0, 88, -1, 6, -5, 3, 83, 80, negative
105, -3, 106, 0, 70, 0, 1, 36, 36, negative
80, 1, 84, 0, -40, 2, 4, 126, 122, negative
85, 0, 88, 0, 2, 31, 3, 86, 82, negative
105, 5, 107, 9, 72, 5, 1, 35, 34, negative
81, 0, 86, 5, -24, -6, 4, 112, 108, negative
85, 1, 88, 0, 2, 0, 3, 86, 82, negative
81, 0, 84, 3, -14, 0, 4, 100, 96, negative
82, 0, 86, 1, -6, 1, 4, 94, 90, negative
81, 1, 86, 0, -40, 2, 4, 127, 122, negative
101, 0, 102, 0, 72, 10, 1, 29, 28, negative
80, 0, 84, 5, -20, 1, 4, 105, 100, negative
105, 1, 107, 3, 72, 2, 1, 35, 34, negative
78, 3, 83, 4, -42, -14, 4, 126, 122, negative
71, 1, 76, 4, -42, -5, 4, 119, 116, negative
80, -1, 84, 0, -24, 0, 4, 110, 106, negative
79, 0, 83, 0, -32, -21, 4, 117, 112, negative
77, 0, 81, 3, -40, 0, 4, 123, 118, negative
79, 4, 83, 0, -42, 0, 4, 127, 122, negative
81, 0, 85, 7, -12, 1, 4, 98, 94, negative
80, 2, 84, 0, -28, 0, 4, 112, 108, negative
84, 2, 86, -5, -4, 0, 3, 92, 88, negative
101, 0, 102, -7, 72, 0, 1, 29, 28, negative
101, 0, 102, 0, 72, 179, 1, 30, 28, negative
81, 0, 86, 4, -40, 4, 5, 127, 122, negative
84, 0, 88, 0, -2, -20, 3, 90, 88, negative
76, -4, 81, 0, -40, 0, 5, 122, 118, negative
104, -2, 105, 0, 72, 6, 1, 33, 32, negative
103, 4, 104, 8, 70, 0, 1, 35, 34, negative
107, 3, 108, 5, 72, 1, 1, 36, 34, negative
82, 0, 86, 0, -40, 16, 4, 128, 124, negative
80, 0, 84, 0, -24, 14, 4, 110, 106, negative
104, 4, 106, 4, 70, 0, 1, 36, 34, negative
83, 0, 86, 0, -6, -12, 3, 94, 90, negative
85, 0, 88, 0, 2, 1, 3, 86, 82, negative
85, 8, 89, 0, 8, 28, 4, 81, 78, negative
81, 0, 84, 0, -14, 31, 3, 100, 96, negative
82, -1, 86, 1, -4, -28, 4, 91, 88, negative
80, -2, 84, -6, -42, -28, 4, 128, 124, negative
79, 0, 83, 0, -28, 16, 4, 112, 108, negative
105, -4, 106, -6, 70, 0, 1, 36, 34, negative
74, 11, 78, 12, -42, -2, 4, 122, 118, negative
76, -1, 81, 0, -42, 0, 5, 125, 120, negative
79, 5, 83, 0, -46, 0, 4, 129, 126, negative
84, -2, 88, 0, 0, 1, 4, 88, 84, negative
81, 0, 85, 0, -24, -3, 4, 111, 108, negative
85, 0, 88, 0, 2, -12, 3, 86, 82, negative
85, -4, 88, 0, 6, 5, 3, 83, 80, negative
81, 0, 84, 7, -14, 0, 4, 100, 96, negative
77, 0, 81, -1, -40, 0, 4, 122, 118, negative
84, -3, 88, 3, -2, 0, 4, 91, 88, negative
81, 1, 85, 0, -12, 0, 4, 98, 94, negative
105, -2, 107, 0, 70, 0, 1, 37, 36, negative
81, 1, 84, 0, -12, 13, 3, 97, 94, negative
79, 0, 83, -4, -40, 0, 4, 125, 120, negative
104, -1, 105, -6, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -18, 9, 4, 103, 98, negative
85, 0, 89, 7, 2, -2, 4, 86, 82, negative
105, 0, 107, 0, 70, -1, 1, 37, 36, negative
82, 0, 87, 2, -40, 7, 5, 128, 124, negative
107, 2, 108, 0, 70, 0, 1, 38, 38, negative
105, -5, 106, -7, 70, 0, 1, 36, 34, negative
85, 0, 88, 0, 2, -16, 3, 86, 82, negative
79, -1, 83, 0, -42, 0, 5, 127, 122, negative
81, -2, 84, 0, -20, 23, 4, 105, 102, negative
104, -1, 106, 8, 70, 0, 2, 36, 34, negative
82, 3, 86, 2, -2, 0, 3, 88, 84, negative
80, 0, 84, 5, -42, 0, 5, 128, 124, negative
78, 7, 82, 4, -42, -14, 4, 126, 122, negative
106, 0, 108, 0, 70, -1, 1, 38, 36, negative
82, -3, 86, 0, -10, 2, 4, 96, 92, negative
79, 2, 83, 0, -40, 14, 4, 125, 120, negative
103, 5, 104, -1, 70, -2, 1, 35, 34, negative
80, -3, 84, -3, -42, 9, 5, 128, 124, negative
81, -6, 86, -1, -40, 0, 5, 127, 122, negative
81, 0, 84, 0, -14, 5, 4, 100, 96, negative
102, 2, 103, 8, 70, -21, 1, 33, 32, negative
81, 1, 84, 0, -14, 6, 3, 100, 96, negative
87, 5, 89, 0, 8, 2, 2, 81, 78, negative
81, 2, 85, 5, -24, 0, 4, 111, 106, negative
76, -2, 81, 0, -40, 14, 5, 122, 116, negative
108, -1, 109, 0, 70, -28, 1, 39, 38, negative
81, 5, 84, 0, -12, 21, 3, 97, 94, negative
101, 1, 102, 6, 72, 10, 1, 30, 28, negative
78, 0, 83, 7, -42, 0, 4, 126, 122, negative
84, -5, 88, 0, 2, 0, 3, 85, 82, negative
79, 4, 83, 0, -30, 0, 4, 114, 110, negative
105, 0, 106, -7, 72, 16, 1, 34, 34, negative
126, 5075, 77, 0, 20, -1, -48, 56, 104, negative
79, 0, 83, 0, -46, -4, 4, 130, 126, negative
79, -1, 83, -10, -32, -26739, 4, 117, 112, negative
