@relation  vehicle3
@attribute Compactness integer[73,119]
@attribute Circularity integer[33,59]
@attribute Distance_circularity integer[40,112]
@attribute Radius_ratio integer[104,333]
@attribute Praxis_aspect_ratio integer[47,138]
@attribute Max_length_aspect_ratio integer[2,55]
@attribute Scatter_ratio integer[112,265]
@attribute Elongatedness integer[26,61]
@attribute Praxis_rectangular integer[17,29]
@attribute Length_rectangular integer[118,188]
@attribute Major_variance integer[130,320]
@attribute Minor_variance integer[184,1018]
@attribute Gyration_radius integer[109,268]
@attribute Major_skewness integer[59,135]
@attribute Minor_skewness integer[0,22]
@attribute Minor_kurtosis integer[0,41]
@attribute Major_kurtosis integer[176,206]
@attribute Hollows_ratio integer[181,211]
@attribute Class{positive,negative}
@inputs Compactness,Circularity,Distance_circularity,Radius_ratio,Praxis_aspect_ratio,Max_length_aspect_ratio,Scatter_ratio,Elongatedness,Praxis_rectangular,Length_rectangular,Major_variance,Minor_variance,Gyration_radius,Major_skewness,Minor_skewness,Minor_kurtosis,Major_kurtosis,Hollows_ratio
@outputs Class
@data
101, 48, 107, 222, 68, 10, 208, 32, 24, 154, 232, 641, 204, 70, 5, 38, 190, 202, positive
93, 35, 72, 172, 62, 7, 149, 44, 19, 124, 169, 334, 125, 62, 5, 30, 203, 210, positive
88, 34, 69, 152, 57, 5, 138, 48, 18, 122, 158, 284, 120, 62, 9, 29, 204, 210, positive
91, 45, 75, 154, 57, 6, 150, 44, 19, 146, 170, 335, 180, 66, 16, 2, 193, 198, positive
94, 46, 79, 181, 62, 8, 167, 40, 20, 148, 190, 418, 193, 67, 12, 15, 191, 198, positive
98, 45, 76, 166, 60, 7, 157, 42, 20, 148, 184, 371, 186, 69, 13, 10, 190, 196, positive
92, 42, 69, 153, 58, 8, 140, 48, 18, 138, 165, 290, 151, 64, 10, 21, 199, 206, positive
107, 45, 92, 197, 62, 10, 188, 35, 22, 148, 202, 526, 159, 64, 12, 20, 195, 203, positive
96, 54, 104, 175, 58, 10, 215, 31, 24, 175, 221, 682, 222, 75, 13, 23, 186, 194, positive
104, 55, 105, 223, 70, 10, 223, 30, 25, 177, 237, 737, 218, 75, 14, 11, 188, 196, positive
106, 55, 96, 196, 60, 12, 221, 30, 25, 173, 225, 717, 214, 72, 9, 13, 186, 196, positive
101, 53, 103, 203, 63, 9, 195, 34, 22, 162, 210, 571, 210, 68, 5, 5, 191, 198, positive
97, 37, 76, 169, 60, 8, 161, 41, 20, 131, 189, 391, 136, 72, 0, 0, 188, 192, positive
84, 39, 90, 180, 60, 7, 177, 37, 21, 131, 209, 469, 145, 71, 4, 38, 190, 198, positive
87, 49, 86, 190, 64, 9, 177, 37, 21, 153, 197, 471, 209, 67, 11, 7, 192, 199, positive
108, 51, 103, 197, 60, 11, 211, 31, 24, 160, 222, 661, 187, 67, 7, 3, 190, 200, positive
99, 50, 88, 204, 64, 10, 185, 35, 22, 159, 209, 517, 193, 66, 12, 11, 194, 201, positive
106, 53, 98, 192, 58, 11, 217, 31, 24, 166, 228, 693, 191, 71, 11, 24, 188, 198, positive
88, 36, 78, 160, 62, 6, 140, 48, 18, 123, 161, 287, 129, 66, 4, 35, 194, 202, positive
93, 47, 83, 165, 60, 7, 167, 40, 20, 147, 197, 417, 201, 73, 12, 4, 187, 192, positive
100, 57, 107, 207, 63, 11, 227, 30, 25, 180, 234, 756, 205, 72, 6, 19, 186, 198, positive
107, 52, 103, 186, 57, 11, 214, 31, 24, 162, 217, 676, 189, 66, 6, 5, 189, 198, positive
93, 42, 88, 188, 62, 10, 183, 36, 21, 141, 208, 504, 168, 70, 3, 12, 189, 197, positive
91, 52, 98, 196, 62, 9, 193, 34, 22, 161, 216, 562, 244, 69, 3, 1, 190, 199, positive
94, 38, 84, 158, 55, 9, 169, 39, 20, 130, 196, 430, 155, 69, 9, 15, 190, 195, positive
97, 55, 103, 197, 63, 11, 215, 31, 24, 172, 219, 677, 219, 75, 5, 24, 185, 194, positive
96, 52, 104, 222, 67, 9, 198, 33, 23, 163, 217, 589, 226, 67, 12, 20, 192, 201, positive
102, 52, 98, 225, 71, 10, 214, 31, 24, 164, 228, 682, 199, 71, 0, 16, 187, 196, positive
79, 40, 80, 133, 55, 7, 147, 47, 19, 135, 172, 311, 144, 76, 8, 30, 181, 193, positive
102, 51, 108, 193, 57, 10, 212, 31, 24, 162, 219, 663, 184, 66, 7, 21, 191, 201, positive
104, 52, 101, 206, 62, 10, 198, 33, 23, 161, 207, 587, 204, 64, 2, 5, 195, 204, positive
89, 41, 75, 143, 56, 7, 146, 46, 19, 137, 170, 317, 156, 76, 18, 5, 184, 188, positive
106, 49, 106, 211, 64, 9, 208, 32, 24, 158, 224, 645, 184, 68, 1, 24, 190, 202, negative
87, 37, 60, 132, 57, 6, 128, 52, 18, 129, 154, 243, 132, 71, 1, 14, 186, 192, negative
115, 52, 100, 203, 62, 10, 217, 31, 24, 165, 229, 697, 214, 72, 14, 4, 188, 197, negative
89, 38, 82, 156, 59, 8, 153, 43, 19, 129, 179, 351, 137, 70, 1, 1, 187, 192, negative
94, 44, 70, 186, 72, 8, 153, 42, 19, 144, 171, 361, 178, 67, 7, 2, 199, 206, negative
95, 38, 66, 126, 52, 8, 133, 52, 18, 140, 158, 253, 140, 78, 11, 8, 184, 183, negative
85, 43, 66, 121, 54, 7, 150, 46, 19, 147, 169, 324, 175, 87, 0, 5, 179, 182, negative
78, 38, 63, 115, 51, 6, 142, 47, 19, 130, 162, 299, 146, 77, 2, 4, 181, 185, negative
81, 44, 68, 120, 53, 6, 151, 45, 19, 147, 170, 333, 178, 86, 4, 5, 179, 183, negative
110, 54, 102, 201, 64, 11, 213, 31, 24, 171, 222, 669, 221, 73, 17, 16, 188, 198, negative
93, 47, 85, 163, 66, 11, 156, 44, 20, 158, 172, 355, 178, 74, 7, 15, 183, 195, negative
84, 44, 77, 150, 59, 5, 152, 44, 19, 143, 175, 344, 177, 77, 8, 2, 183, 187, negative
90, 42, 63, 144, 59, 7, 131, 50, 18, 142, 154, 259, 162, 65, 15, 3, 197, 204, negative
108, 52, 109, 182, 55, 12, 216, 31, 24, 171, 229, 687, 214, 72, 10, 28, 189, 201, negative
91, 46, 75, 185, 75, 7, 154, 42, 19, 147, 178, 362, 192, 72, 8, 8, 192, 199, negative
87, 41, 76, 165, 67, 7, 148, 45, 19, 140, 171, 327, 152, 72, 7, 13, 188, 195, negative
86, 44, 70, 140, 64, 6, 148, 45, 19, 145, 170, 322, 185, 82, 10, 1, 181, 183, negative
107, 54, 98, 210, 66, 11, 218, 31, 24, 169, 221, 704, 216, 71, 14, 0, 188, 197, negative
95, 36, 73, 191, 73, 6, 156, 41, 19, 126, 184, 374, 124, 71, 2, 19, 199, 204, negative
96, 45, 80, 162, 63, 9, 146, 46, 19, 148, 161, 316, 161, 64, 5, 10, 199, 207, negative
79, 38, 55, 120, 55, 5, 142, 48, 19, 128, 153, 295, 145, 81, 4, 2, 180, 183, negative
97, 45, 88, 173, 67, 10, 157, 43, 20, 157, 173, 365, 157, 67, 8, 12, 192, 200, negative
94, 45, 85, 160, 63, 10, 158, 43, 20, 157, 174, 367, 162, 68, 1, 6, 189, 199, negative
111, 53, 108, 211, 61, 11, 207, 32, 23, 167, 217, 636, 216, 64, 21, 2, 196, 205, negative
94, 49, 87, 137, 54, 11, 158, 43, 20, 162, 178, 366, 186, 75, 5, 5, 183, 194, negative
101, 56, 104, 185, 53, 6, 257, 26, 28, 168, 275, 956, 230, 83, 5, 26, 180, 184, negative
86, 45, 71, 155, 66, 7, 146, 45, 19, 144, 167, 322, 176, 72, 5, 6, 189, 196, negative
98, 38, 70, 186, 68, 6, 164, 39, 20, 136, 189, 413, 129, 71, 3, 17, 200, 203, negative
102, 53, 101, 238, 72, 4, 238, 28, 26, 163, 267, 844, 242, 85, 7, 22, 184, 184, negative
93, 34, 72, 144, 56, 6, 133, 50, 18, 123, 158, 263, 125, 63, 5, 20, 200, 206, negative
100, 47, 70, 185, 70, 7, 162, 40, 20, 153, 179, 406, 172, 68, 9, 6, 200, 205, negative
101, 51, 98, 194, 60, 10, 195, 34, 22, 161, 219, 572, 219, 67, 0, 10, 192, 201, negative
88, 40, 78, 186, 73, 6, 158, 41, 20, 134, 185, 379, 148, 73, 1, 11, 193, 197, negative
108, 54, 103, 212, 65, 11, 208, 32, 24, 162, 228, 648, 240, 71, 9, 0, 189, 197, negative
92, 38, 60, 130, 62, 5, 114, 58, 17, 132, 135, 194, 137, 72, 14, 5, 190, 194, negative
89, 36, 68, 141, 59, 8, 139, 47, 18, 130, 166, 291, 127, 73, 7, 1, 189, 196, negative
90, 48, 78, 142, 59, 11, 160, 43, 20, 160, 173, 370, 185, 76, 10, 11, 183, 192, negative
90, 36, 57, 130, 57, 6, 121, 56, 17, 127, 137, 216, 132, 68, 22, 23, 190, 195, negative
101, 46, 105, 195, 61, 10, 198, 34, 23, 150, 213, 578, 195, 66, 7, 38, 192, 205, negative
91, 43, 70, 133, 55, 8, 130, 51, 18, 146, 159, 253, 156, 70, 1, 8, 190, 194, negative
110, 53, 104, 223, 66, 10, 211, 32, 24, 164, 223, 659, 210, 67, 5, 16, 190, 203, negative
91, 41, 64, 148, 61, 8, 129, 51, 18, 142, 161, 249, 153, 68, 6, 12, 194, 201, negative
86, 42, 65, 116, 53, 6, 152, 45, 19, 141, 175, 335, 172, 85, 5, 4, 179, 183, negative
88, 40, 73, 173, 68, 7, 150, 44, 19, 137, 174, 341, 151, 69, 2, 20, 196, 200, negative
90, 47, 85, 145, 58, 9, 152, 44, 19, 155, 175, 345, 184, 73, 4, 2, 186, 197, negative
87, 39, 74, 165, 66, 6, 145, 45, 19, 134, 173, 318, 139, 70, 3, 21, 195, 200, negative
92, 40, 66, 111, 48, 7, 139, 50, 19, 140, 159, 277, 148, 85, 12, 19, 182, 183, negative
105, 54, 106, 215, 68, 10, 208, 32, 24, 166, 217, 640, 218, 69, 14, 23, 189, 199, negative
89, 37, 51, 111, 54, 5, 120, 56, 17, 127, 138, 213, 147, 82, 7, 4, 181, 183, negative
98, 46, 77, 199, 71, 7, 166, 39, 20, 150, 184, 422, 180, 69, 13, 9, 200, 203, negative
93, 49, 79, 180, 65, 7, 173, 37, 21, 158, 189, 463, 194, 70, 5, 10, 197, 202, negative
84, 44, 65, 128, 55, 8, 150, 46, 19, 148, 169, 325, 176, 82, 1, 11, 179, 183, negative
87, 36, 53, 117, 58, 4, 118, 57, 17, 125, 138, 205, 138, 85, 9, 15, 180, 183, negative
88, 36, 53, 113, 57, 3, 118, 57, 17, 128, 137, 204, 136, 88, 7, 14, 180, 183, negative
98, 51, 96, 203, 66, 10, 188, 35, 22, 157, 207, 533, 231, 68, 10, 1, 191, 199, negative
93, 43, 78, 162, 64, 8, 137, 48, 18, 145, 156, 281, 159, 63, 17, 12, 203, 210, negative
85, 43, 66, 120, 54, 5, 148, 46, 19, 145, 168, 320, 174, 87, 8, 2, 179, 181, negative
93, 40, 73, 139, 58, 6, 136, 49, 18, 138, 166, 275, 137, 73, 0, 0, 187, 188, negative
86, 46, 70, 149, 65, 8, 149, 45, 19, 146, 170, 331, 185, 77, 6, 6, 183, 188, negative
99, 48, 79, 199, 68, 6, 185, 35, 22, 153, 202, 524, 171, 74, 5, 8, 195, 195, negative
100, 43, 92, 197, 62, 10, 180, 36, 21, 143, 200, 489, 153, 64, 6, 9, 195, 205, negative
97, 41, 62, 133, 56, 7, 130, 52, 18, 143, 158, 247, 157, 78, 5, 7, 184, 186, negative
86, 45, 66, 126, 57, 8, 148, 46, 19, 145, 170, 321, 186, 86, 0, 7, 179, 182, negative
104, 49, 89, 168, 54, 4, 212, 31, 24, 153, 238, 682, 198, 78, 1, 23, 190, 189, negative
89, 46, 74, 135, 59, 9, 157, 44, 20, 158, 170, 356, 177, 79, 12, 3, 184, 191, negative
88, 34, 58, 140, 59, 6, 127, 52, 18, 130, 148, 243, 113, 63, 4, 10, 199, 206, negative
90, 46, 75, 133, 55, 11, 160, 43, 20, 161, 173, 369, 171, 77, 0, 16, 182, 192, negative
94, 40, 85, 186, 62, 9, 169, 39, 20, 139, 184, 430, 133, 61, 2, 9, 200, 210, negative
82, 45, 68, 150, 69, 5, 148, 45, 19, 144, 169, 322, 184, 80, 5, 0, 181, 184, negative
86, 44, 78, 164, 68, 9, 142, 46, 18, 147, 168, 305, 171, 70, 1, 11, 190, 201, negative
108, 56, 103, 234, 73, 10, 221, 30, 25, 174, 232, 718, 214, 73, 8, 3, 187, 197, negative
93, 44, 98, 197, 62, 11, 183, 36, 22, 146, 202, 505, 152, 64, 4, 14, 195, 204, negative
88, 45, 82, 155, 56, 8, 154, 43, 19, 149, 180, 357, 170, 69, 3, 0, 188, 193, negative
89, 45, 77, 188, 64, 9, 161, 41, 20, 151, 190, 390, 174, 66, 4, 2, 194, 201, negative
106, 54, 105, 164, 48, 5, 247, 27, 27, 165, 269, 891, 243, 84, 12, 1, 181, 182, negative
89, 47, 85, 147, 58, 10, 153, 44, 19, 151, 175, 349, 186, 74, 13, 7, 186, 197, negative
89, 41, 76, 183, 73, 7, 157, 42, 19, 136, 181, 373, 153, 74, 8, 12, 191, 195, negative
90, 38, 75, 164, 64, 7, 151, 43, 19, 131, 168, 345, 139, 66, 0, 0, 195, 204, negative
106, 52, 101, 213, 64, 11, 201, 33, 23, 158, 214, 607, 204, 65, 2, 4, 192, 204, negative
99, 38, 74, 184, 66, 6, 164, 39, 20, 131, 193, 414, 137, 71, 2, 22, 200, 202, negative
78, 43, 70, 147, 65, 8, 147, 46, 19, 145, 169, 319, 168, 77, 1, 12, 181, 186, negative
91, 42, 66, 169, 66, 7, 145, 44, 19, 140, 169, 325, 159, 67, 4, 0, 201, 207, negative
96, 37, 74, 187, 68, 8, 159, 42, 20, 134, 183, 378, 134, 69, 3, 16, 190, 197, negative
105, 51, 108, 201, 62, 11, 220, 30, 25, 163, 232, 711, 202, 72, 12, 16, 189, 200, negative
81, 45, 68, 169, 73, 6, 151, 44, 19, 146, 173, 336, 186, 75, 7, 0, 183, 189, negative
82, 43, 73, 158, 68, 7, 151, 44, 19, 145, 181, 337, 173, 80, 2, 17, 183, 188, negative
82, 45, 66, 252, 126, 52, 148, 45, 19, 144, 237, 326, 185, 119, 1, 1, 181, 185, negative
97, 41, 88, 184, 59, 9, 175, 38, 21, 140, 192, 459, 147, 63, 1, 5, 196, 205, negative
88, 39, 76, 155, 62, 8, 137, 48, 18, 137, 156, 281, 124, 63, 3, 6, 201, 209, negative
90, 39, 85, 160, 59, 7, 163, 41, 20, 131, 189, 396, 158, 71, 7, 13, 186, 192, negative
89, 41, 84, 141, 58, 9, 149, 45, 19, 145, 172, 330, 162, 72, 4, 18, 188, 200, negative
95, 42, 85, 174, 66, 9, 153, 44, 19, 144, 168, 347, 150, 65, 11, 5, 196, 204, negative
80, 43, 71, 133, 60, 7, 150, 45, 19, 146, 170, 330, 176, 81, 6, 15, 180, 184, negative
98, 42, 90, 192, 61, 9, 178, 37, 21, 144, 189, 480, 138, 61, 3, 8, 199, 208, negative
82, 36, 54, 117, 53, 7, 125, 54, 18, 126, 146, 229, 128, 78, 1, 5, 180, 184, negative
85, 45, 70, 120, 54, 7, 149, 45, 19, 145, 169, 326, 186, 81, 8, 4, 181, 184, negative
91, 39, 82, 164, 68, 10, 143, 46, 19, 137, 164, 308, 158, 68, 13, 9, 191, 201, negative
103, 52, 103, 170, 52, 7, 236, 28, 26, 160, 254, 816, 250, 82, 3, 23, 183, 184, negative
104, 55, 107, 222, 68, 11, 218, 31, 24, 173, 232, 703, 229, 71, 3, 10, 188, 199, negative
91, 41, 66, 131, 56, 9, 126, 53, 18, 144, 159, 237, 155, 72, 3, 10, 191, 194, negative
95, 43, 76, 142, 57, 10, 151, 44, 19, 149, 173, 339, 159, 71, 2, 23, 187, 200, negative
91, 39, 83, 170, 60, 8, 172, 38, 21, 134, 197, 445, 152, 72, 0, 10, 188, 194, negative
88, 37, 63, 130, 58, 5, 125, 54, 18, 130, 141, 230, 145, 74, 14, 20, 184, 188, negative
85, 42, 66, 122, 54, 6, 148, 46, 19, 141, 172, 317, 174, 88, 6, 14, 180, 182, negative
84, 45, 66, 154, 65, 6, 145, 46, 19, 144, 168, 312, 177, 73, 2, 3, 184, 188, negative
85, 40, 75, 137, 56, 7, 152, 44, 19, 134, 173, 339, 160, 76, 7, 16, 182, 187, negative
96, 50, 94, 215, 67, 9, 187, 35, 22, 158, 214, 525, 214, 67, 8, 6, 193, 201, negative
112, 50, 110, 186, 56, 11, 214, 31, 24, 159, 232, 676, 203, 71, 18, 27, 191, 202, negative
82, 37, 59, 134, 63, 7, 135, 51, 18, 128, 151, 264, 143, 82, 11, 24, 179, 185, negative
100, 54, 102, 206, 65, 10, 198, 33, 23, 164, 224, 587, 240, 72, 4, 11, 187, 196, negative
89, 47, 84, 133, 55, 11, 157, 44, 20, 160, 169, 354, 176, 74, 5, 9, 182, 192, negative
101, 56, 101, 231, 72, 10, 217, 31, 24, 171, 232, 698, 216, 72, 2, 6, 187, 197, negative
85, 40, 72, 139, 59, 5, 132, 50, 18, 135, 159, 260, 150, 68, 3, 9, 191, 195, negative
90, 42, 63, 126, 55, 7, 152, 45, 19, 142, 173, 336, 173, 81, 0, 15, 180, 184, negative
94, 36, 66, 151, 61, 8, 133, 50, 18, 135, 154, 265, 119, 62, 9, 3, 201, 208, negative
97, 42, 101, 186, 59, 9, 186, 36, 22, 138, 208, 511, 168, 67, 7, 41, 194, 206, negative
87, 42, 60, 116, 51, 6, 150, 46, 19, 141, 169, 324, 171, 85, 2, 14, 178, 182, negative
108, 54, 109, 189, 57, 11, 220, 31, 25, 174, 229, 709, 214, 70, 12, 23, 189, 201, negative
102, 54, 106, 221, 68, 11, 207, 32, 24, 164, 228, 638, 238, 71, 0, 26, 189, 200, negative
88, 44, 71, 165, 70, 7, 144, 46, 19, 141, 167, 312, 172, 71, 4, 4, 188, 193, negative
99, 51, 88, 188, 62, 5, 203, 32, 23, 158, 222, 625, 219, 77, 8, 26, 191, 190, negative
89, 44, 76, 125, 54, 10, 156, 44, 20, 151, 163, 352, 176, 76, 12, 12, 184, 193, negative
86, 42, 65, 113, 50, 8, 152, 45, 19, 141, 169, 332, 171, 85, 4, 16, 179, 183, negative
115, 51, 100, 201, 60, 12, 196, 34, 23, 162, 207, 573, 184, 62, 22, 1, 198, 208, negative
104, 52, 100, 191, 59, 9, 197, 33, 23, 158, 218, 583, 234, 70, 10, 10, 191, 198, negative
89, 35, 70, 138, 58, 7, 126, 53, 17, 128, 147, 237, 112, 64, 4, 19, 199, 207, negative
