@relation  yeast6
@attribute Mcg real[0.11,1.0]
@attribute Gvh real[0.13,1.0]
@attribute Alm real[0.21,1.0]
@attribute Mit real[0.0,1.0]
@attribute Erl real[0.5,1.0]
@attribute Pox real[0.0,0.83]
@attribute Vac real[0.0,0.73]
@attribute Nuc real[0.0,1.0]
@attribute Class{positive,negative}
@inputs Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc
@outputs Class
@data
0.5, 0.56, 0.63, 0.25, 0.5, 0.0, 0.42, 0.22, negative
0.49, 0.71, 0.54, 0.13, 0.5, 0.0, 0.58, 0.22, negative
0.55, 0.53, 0.56, 0.29, 0.5, 0.0, 0.48, 0.22, negative
0.45, 0.73, 0.47, 0.65, 0.5, 0.0, 0.54, 0.43, negative
0.51, 0.59, 0.55, 0.21, 0.5, 0.0, 0.52, 0.22, negative
0.45, 0.43, 0.51, 0.24, 0.5, 0.0, 0.54, 0.33, negative
0.32, 0.44, 0.54, 0.21, 0.5, 0.0, 0.4, 0.19, negative
0.44, 0.34, 0.55, 0.18, 0.5, 0.0, 0.52, 0.22, negative
0.59, 0.57, 0.43, 0.26, 0.5, 0.0, 0.51, 0.22, negative
0.48, 0.23, 0.57, 0.27, 0.5, 0.0, 0.48, 0.47, negative
0.51, 0.46, 0.41, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.8, 0.88, 0.36, 0.39, 0.5, 0.0, 0.56, 0.33, negative
0.23, 0.34, 0.41, 0.28, 0.5, 0.0, 0.5, 0.27, negative
0.47, 0.49, 0.63, 0.17, 0.5, 0.0, 0.31, 0.26, negative
0.33, 0.47, 0.55, 0.24, 0.5, 0.0, 0.45, 0.67, negative
0.45, 0.4, 0.56, 0.14, 0.5, 0.0, 0.54, 0.22, negative
0.42, 0.28, 0.49, 0.22, 0.5, 0.0, 0.55, 0.34, negative
0.56, 0.45, 0.59, 0.14, 0.5, 0.0, 0.51, 0.26, negative
0.58, 0.56, 0.52, 0.25, 0.5, 0.0, 0.57, 0.35, negative
0.49, 0.38, 0.56, 0.09, 0.5, 0.0, 0.46, 0.22, negative
0.34, 0.25, 0.55, 0.28, 0.5, 0.0, 0.51, 0.49, negative
0.27, 0.49, 0.36, 0.26, 0.5, 0.0, 0.49, 0.26, negative
0.5, 0.46, 0.49, 0.27, 0.5, 0.0, 0.6, 0.22, negative
0.4, 0.39, 0.33, 0.17, 0.5, 0.0, 0.51, 0.31, negative
0.5, 0.49, 0.52, 0.2, 0.5, 0.0, 0.43, 0.52, negative
0.46, 0.62, 0.46, 0.54, 0.5, 0.0, 0.51, 0.27, negative
0.46, 0.35, 0.69, 0.18, 0.5, 0.0, 0.3, 0.25, negative
0.55, 0.69, 0.51, 0.12, 0.5, 0.0, 0.51, 0.22, negative
0.37, 0.58, 0.44, 0.51, 0.5, 0.0, 0.44, 0.22, negative
0.33, 0.28, 0.52, 0.15, 0.5, 0.0, 0.51, 0.86, negative
0.41, 0.25, 0.59, 0.44, 0.5, 0.0, 0.6, 0.69, negative
0.72, 0.37, 0.63, 0.38, 0.5, 0.0, 0.4, 0.14, negative
0.54, 0.45, 0.62, 0.13, 0.5, 0.0, 0.52, 0.26, negative
0.51, 0.68, 0.49, 0.59, 0.5, 0.0, 0.54, 0.27, negative
0.47, 0.59, 0.37, 0.31, 0.5, 0.0, 0.51, 0.36, negative
0.42, 0.28, 0.33, 0.23, 0.5, 0.0, 0.39, 0.26, negative
0.4, 0.43, 0.36, 0.33, 0.5, 0.0, 0.51, 0.22, negative
0.57, 0.51, 0.34, 0.13, 0.5, 0.0, 0.53, 0.27, negative
0.42, 0.31, 0.62, 0.12, 0.5, 0.0, 0.4, 0.22, negative
0.43, 0.83, 0.55, 0.2, 0.5, 0.0, 0.47, 0.4, negative
0.48, 0.64, 0.61, 0.23, 0.5, 0.0, 0.6, 0.22, negative
0.53, 0.53, 0.6, 0.13, 0.5, 0.0, 0.49, 0.22, negative
0.57, 0.5, 0.4, 0.08, 0.5, 0.0, 0.47, 0.22, negative
0.41, 0.48, 0.54, 0.24, 0.5, 0.0, 0.37, 0.51, negative
